,Tweet Posted Time (UTC),Tweet Content,Tweet Location
105293,02/04/2020,Q: Is it possible to protect yourself with towels? A: Towels and scarves can prevent direct contact of droplets onto your nose and mouth to a limited extent  but are not effective in protecting yourself against the new #coronavirus. #knowthefacts #COVID19 ,Tripura
105294,02/04/2020,Q: Is it possible to protect yourself with towels? A: Towels and scarves can prevent direct contact of droplets onto your nose and mouth to a limited extent  but are not effective in protecting yourself against the new #coronavirus. #knowthefacts #COVID19 ,Tripura
105331,02/04/2020,Q: Is it possible to protect yourself with towels? A: Towels and scarves can prevent direct contact of droplets onto your nose and mouth to a limited extent  but are not effective in protecting yourself against the new #coronavirus. #knowthefacts #COVID19 ,Tripura
105332,02/04/2020,Q: Is it possible to protect yourself with towels? A: Towels and scarves can prevent direct contact of droplets onto your nose and mouth to a limited extent  but are not effective in protecting yourself against the new #coronavirus. #knowthefacts #COVID19 ,Tripura
106569,02/04/2020,Go to sleep People of the world We have to get up early and rest in the morning #LockDown #covid-19,Tripura
106570,02/04/2020,COVID-19  02/4/20 update news ,Tripura
106571,02/04/2020,Bangladesh : End Wave of COVID- 19 ' Rumor' arrests ,Tripura
106572,02/04/2020,Night is being day & day being night during idling lock down period for scary corona.,Tripura
106573,02/04/2020,Go to sleep People of the world We have to get up early and rest in the morning #LockDown #covid-19,Tripura
106618,02/04/2020,Go to sleep People of the world We have to get up early and rest in the morning #LockDown #covid-19,Tripura
106619,02/04/2020,COVID-19  02/4/20 update news ,Tripura
106620,02/04/2020,Bangladesh : End Wave of COVID- 19 ' Rumor' arrests ,Tripura
106621,02/04/2020,Night is being day & day being night during idling lock down period for scary corona.,Tripura
106622,02/04/2020,Go to sleep People of the world We have to get up early and rest in the morning #LockDown #covid-19,Tripura
109567,02/04/2020,Q: Is it possible to protect yourself with towels? A: Towels and scarves can prevent direct contact of droplets onto your nose and mouth to a limited extent  but are not effective in protecting yourself against the new #coronavirus. #knowthefacts #COVID19 ,Tripura
109568,02/04/2020,Go to sleep People of the world We have to get up early and rest in the morning #LockDown #covid-19,Tripura
109569,02/04/2020,COVID-19  02/4/20 update news ,Tripura
109570,02/04/2020,Bangladesh : End Wave of COVID- 19 ' Rumor' arrests ,Tripura
109571,02/04/2020,Night is being day & day being night during idling lock down period for scary corona.,Tripura
109572,02/04/2020,Go to sleep People of the world We have to get up early and rest in the morning #LockDown #covid-19,Tripura
109632,02/04/2020,Q: Is it possible to protect yourself with towels? A: Towels and scarves can prevent direct contact of droplets onto your nose and mouth to a limited extent  but are not effective in protecting yourself against the new #coronavirus. #knowthefacts #COVID19 ,Tripura
109633,02/04/2020,Go to sleep People of the world We have to get up early and rest in the morning #LockDown #covid-19,Tripura
109634,02/04/2020,COVID-19  02/4/20 update news ,Tripura
109635,02/04/2020,Bangladesh : End Wave of COVID- 19 ' Rumor' arrests ,Tripura
109636,02/04/2020,Night is being day & day being night during idling lock down period for scary corona.,Tripura
109637,02/04/2020,Go to sleep People of the world We have to get up early and rest in the morning #LockDown #covid-19,Tripura
111220,03/04/2020,U will be very happy to know that  majority cases of COVID19 patients got back to home. Pray to almighty Allah. ,Tripura
111266,03/04/2020,U will be very happy to know that  majority cases of COVID19 patients got back to home. Pray to almighty Allah. ,Tripura
112495,03/04/2020,Situation of COVID-19 in Bangladesh Data source:IEDCR Updated on: 02 April  2020 #covid_19 #Bangladesh,Tripura
112530,03/04/2020,Situation of COVID-19 in Bangladesh Data source:IEDCR Updated on: 02 April  2020 #covid_19 #Bangladesh,Tripura
115226,03/04/2020,Situation of COVID-19 in Bangladesh Data source:IEDCR Updated on: 02 April  2020 #covid_19 #Bangladesh,Tripura
115284,03/04/2020,Situation of COVID-19 in Bangladesh Data source:IEDCR Updated on: 02 April  2020 #covid_19 #Bangladesh,Tripura
116726,04/04/2020, Oh allah! Save &amp; protect All of us from #covid19 ,Tripura
116770,04/04/2020, Oh allah! Save &amp; protect All of us from #covid19 ,Tripura
123595,05/04/2020,Corona Disease (Covid-19).. ,Tripura
123640,05/04/2020,Corona Disease (Covid-19).. ,Tripura
126226,05/04/2020,Hello everyone  I am a graphic designer  if you need any #tshirt #poster #banner #facebook cover #youtube banner #web banner any kind of graphic design..#covid-19 my link #Fiverr #Behance https://bit.ly/2Slvl1g,Tripura
126227,05/04/2020,Corona Disease (Covid-19).. ,Tripura
126296,05/04/2020,Hello everyone  I am a graphic designer  if you need any #tshirt #poster #banner #facebook cover #youtube banner #web banner any kind of graphic design..#covid-19 my link #Fiverr #Behance https://bit.ly/2Slvl1g,Tripura
126297,05/04/2020,Corona Disease (Covid-19).. ,Tripura
128025,06/04/2020,Bangladesh reports Corona virus 12 th death as infectious rise to 123. Really it's a dangerous for us. please  Every body stay at home  stay safe. May you live long guys. â at Polash Bari,Tripura
128026,06/04/2020,So I caught 1 Covid toady. 18 more Covid to go. #COVID19 ,Tripura
128066,06/04/2020,Bangladesh reports Corona virus 12 th death as infectious rise to 123. Really it's a dangerous for us. please  Every body stay at home  stay safe. May you live long guys. â at Polash Bari,Tripura
128067,06/04/2020,So I caught 1 Covid toady. 18 more Covid to go. #COVID19 ,Tripura
129141,06/04/2020,So I caught 1 Covid toady. 18 more Covid to go. #COVID19,Tripura
129142,06/04/2020,i will do create covid-19 T-shirt design per design only $5 usd contact me this link offer is available ,Tripura
129143,06/04/2020,Murkh aadmi in lock down all are closed.. In India we always save some crackers for marriage  cricket  and some good occasions which come without notice... Save your same query for 9th April for Shab e barat. @DrKumarVishwas @bjoshi7870,Tripura
129178,06/04/2020,So I caught 1 Covid toady. 18 more Covid to go. #COVID19,Tripura
129179,06/04/2020,i will do create covid-19 T-shirt design per design only $5 usd contact me this link offer is available ,Tripura
129180,06/04/2020,Murkh aadmi in lock down all are closed.. In India we always save some crackers for marriage  cricket  and some good occasions which come without notice... Save your same query for 9th April for Shab e barat. @DrKumarVishwas @bjoshi7870,Tripura
131618,06/04/2020,Bangladesh reports Corona virus 12 th death as infectious rise to 123. Really it's a dangerous for us. please  Every body stay at home  stay safe. May you live long guys. â at Polash Bari,Tripura
131619,06/04/2020,So I caught 1 Covid toady. 18 more Covid to go. #COVID19,Tripura
131620,06/04/2020,i will do create covid-19 T-shirt design per design only $5 usd contact me this link offer is available ,Tripura
131621,06/04/2020,Murkh aadmi in lock down all are closed.. In India we always save some crackers for marriage  cricket  and some good occasions which come without notice... Save your same query for 9th April for Shab e barat. @DrKumarVishwas @bjoshi7870,Tripura
131672,06/04/2020,Bangladesh reports Corona virus 12 th death as infectious rise to 123. Really it's a dangerous for us. please  Every body stay at home  stay safe. May you live long guys. â at Polash Bari,Tripura
131673,06/04/2020,So I caught 1 Covid toady. 18 more Covid to go. #COVID19,Tripura
131674,06/04/2020,i will do create covid-19 T-shirt design per design only $5 usd contact me this link offer is available ,Tripura
131675,06/04/2020,Murkh aadmi in lock down all are closed.. In India we always save some crackers for marriage  cricket  and some good occasions which come without notice... Save your same query for 9th April for Shab e barat. @DrKumarVishwas @bjoshi7870,Tripura
133254,07/04/2020,Bangladesh reports Corona virus 17 death as infectious rise to 164 .,Tripura
133255,07/04/2020,God you forgive us You protect us from the epidemic corona virus. Amin,Tripura
133256,07/04/2020,Fact: Corona virus ,Tripura
133257,07/04/2020,Yeah.they should take intensive http://care.in spite of being cleaned Boris Johnson  Corona virus has attacked http://him.so.we have to think   how careful should we keep us ? So.we should stay at home.,Tripura
133286,07/04/2020,Bangladesh reports Corona virus 17 death as infectious rise to 164 .,Tripura
133287,07/04/2020,God you forgive us You protect us from the epidemic corona virus. Amin,Tripura
133288,07/04/2020,Fact: Corona virus ,Tripura
133289,07/04/2020,Yeah.they should take intensive http://care.in spite of being cleaned Boris Johnson  Corona virus has attacked http://him.so.we have to think   how careful should we keep us ? So.we should stay at home.,Tripura
134605,07/04/2020,Alone in my room during the fucking Covid-19... Getting really bored need adult stuff... Are you wanna join with me then with me by below link https://linktr.ee/Nadine69 #COVID19Pandemic #boredinthehouse @vogler_nadine,Tripura
134653,07/04/2020,Alone in my room during the fucking Covid-19... Getting really bored need adult stuff... Are you wanna join with me then with me by below link https://linktr.ee/Nadine69 #COVID19Pandemic #boredinthehouse @vogler_nadine,Tripura
137150,07/04/2020,Bangladesh reports Corona virus 17 death as infectious rise to 164 .,Tripura
137151,07/04/2020,God you forgive us You protect us from the epidemic corona virus. Amin,Tripura
137152,07/04/2020,Fact: Corona virus ,Tripura
137153,07/04/2020,Yeah.they should take intensive http://care.in spite of being cleaned Boris Johnson  Corona virus has attacked http://him.so.we have to think   how careful should we keep us ? So.we should stay at home.,Tripura
137154,07/04/2020,Alone in my room during the fucking Covid-19... Getting really bored need adult stuff... Are you wanna join with me then with me by below link https://linktr.ee/Nadine69 #COVID19Pandemic #boredinthehouse @vogler_nadine,Tripura
137215,07/04/2020,Bangladesh reports Corona virus 17 death as infectious rise to 164 .,Tripura
137216,07/04/2020,God you forgive us You protect us from the epidemic corona virus. Amin,Tripura
137217,07/04/2020,Fact: Corona virus ,Tripura
137218,07/04/2020,Yeah.they should take intensive http://care.in spite of being cleaned Boris Johnson  Corona virus has attacked http://him.so.we have to think   how careful should we keep us ? So.we should stay at home.,Tripura
137219,07/04/2020,Alone in my room during the fucking Covid-19... Getting really bored need adult stuff... Are you wanna join with me then with me by below link https://linktr.ee/Nadine69 #COVID19Pandemic #boredinthehouse @vogler_nadine,Tripura
139827,08/04/2020,Barfi time Just trying to pass boring time #shab E Barat##lets pray tonight#ask Allah for his forgiveness#definitely we gonna over come this pandemic covid 19 prb#,Tripura
139828,08/04/2020,Virtual Assistant and Data Entry Service visit : https://bit.ly/2UKgxfc https://bit.ly/2Js6Z1M #free #GodMorningWednesday #HappyBirthdayNithyaMenen #JIN #koronawiruspolska #lockdownextension #Lockdown21 #ZeeNews #XAGUSD #Covid_19india #Vivegam,Tripura
139829,08/04/2020,Covid-19 lockdown at Home ,Tripura
139830,08/04/2020,Covid-19 lockdown at Home ,Tripura
139894,08/04/2020,Barfi time Just trying to pass boring time #shab E Barat##lets pray tonight#ask Allah for his forgiveness#definitely we gonna over come this pandemic covid 19 prb#,Tripura
139895,08/04/2020,Virtual Assistant and Data Entry Service visit : https://bit.ly/2UKgxfc https://bit.ly/2Js6Z1M #free #GodMorningWednesday #HappyBirthdayNithyaMenen #JIN #koronawiruspolska #lockdownextension #Lockdown21 #ZeeNews #XAGUSD #Covid_19india #Vivegam,Tripura
139896,08/04/2020,Covid-19 lockdown at Home ,Tripura
139897,08/04/2020,Covid-19 lockdown at Home ,Tripura
142461,08/04/2020,Barfi time Just trying to pass boring time #shab E Barat##lets pray tonight#ask Allah for his forgiveness#definitely we gonna over come this pandemic covid 19 prb#,Tripura
142462,08/04/2020,Virtual Assistant and Data Entry Service visit : https://bit.ly/2UKgxfc https://bit.ly/2Js6Z1M #free #GodMorningWednesday #HappyBirthdayNithyaMenen #JIN #koronawiruspolska #lockdownextension #Lockdown21 #ZeeNews #XAGUSD #Covid_19india #Vivegam,Tripura
142463,08/04/2020,Covid-19 lockdown at Home ,Tripura
142464,08/04/2020,Covid-19 lockdown at Home ,Tripura
142563,08/04/2020,Barfi time Just trying to pass boring time #shab E Barat##lets pray tonight#ask Allah for his forgiveness#definitely we gonna over come this pandemic covid 19 prb#,Tripura
142564,08/04/2020,Virtual Assistant and Data Entry Service visit : https://bit.ly/2UKgxfc https://bit.ly/2Js6Z1M #free #GodMorningWednesday #HappyBirthdayNithyaMenen #JIN #koronawiruspolska #lockdownextension #Lockdown21 #ZeeNews #XAGUSD #Covid_19india #Vivegam,Tripura
142565,08/04/2020,Covid-19 lockdown at Home ,Tripura
142566,08/04/2020,Covid-19 lockdown at Home ,Tripura
145126,09/04/2020,Covid-19 will lose  win the love of billions of people.,Tripura
145174,09/04/2020,Covid-19 will lose  win the love of billions of people.,Tripura
147417,09/04/2020,Covid-19 will lose  win the love of billions of people.,Tripura
147474,09/04/2020,Covid-19 will lose  win the love of billions of people.,Tripura
153737,11/04/2020,Garment workers of Bangladesh will die of starvation  not of corona virus. ,Tripura
153764,11/04/2020,Garment workers of Bangladesh will die of starvation  not of corona virus. ,Tripura
154735,11/04/2020,Mmmm  Please inform me if you are attacked Covid-19 then pray for you so that you get will soon ...,Tripura
154736,11/04/2020,Google And Apple Partner On COVID-19 Contact Tracing Technology https://c.mi.com/thread-3001333-1-0.html?t=1586567169962&amp;utm_source=share&amp;utm_medium=twitter,Tripura
154800,11/04/2020,Mmmm  Please inform me if you are attacked Covid-19 then pray for you so that you get will soon ...,Tripura
154801,11/04/2020,Google And Apple Partner On COVID-19 Contact Tracing Technology https://c.mi.com/thread-3001333-1-0.html?t=1586567169962&amp;utm_source=share&amp;utm_medium=twitter,Tripura
157948,11/04/2020,Garment workers of Bangladesh will die of starvation  not of corona virus. ,Tripura
157949,11/04/2020,Mmmm  Please inform me if you are attacked Covid-19 then pray for you so that you get will soon ...,Tripura
157950,11/04/2020,Google And Apple Partner On COVID-19 Contact Tracing Technology https://c.mi.com/thread-3001333-1-0.html?t=1586567169962&amp;utm_source=share&amp;utm_medium=twitter,Tripura
158026,11/04/2020,Garment workers of Bangladesh will die of starvation  not of corona virus. ,Tripura
158027,11/04/2020,Mmmm  Please inform me if you are attacked Covid-19 then pray for you so that you get will soon ...,Tripura
158028,11/04/2020,Google And Apple Partner On COVID-19 Contact Tracing Technology https://c.mi.com/thread-3001333-1-0.html?t=1586567169962&amp;utm_source=share&amp;utm_medium=twitter,Tripura
159941,12/04/2020,Thanks to our all #heroes who are war against #COVID19. Please Allah safe us from the pandemic situation. ,Tripura
159968,12/04/2020,Thanks to our all #heroes who are war against #COVID19. Please Allah safe us from the pandemic situation. ,Tripura
161201,12/04/2020,We need one month Environmentally friendly lockdown every year for evergreen world.,Tripura
161268,12/04/2020,We need one month Environmentally friendly lockdown every year for evergreen world.,Tripura
163851,12/04/2020,We need one month Environmentally friendly lockdown every year for evergreen world.,Tripura
163926,12/04/2020,We need one month Environmentally friendly lockdown every year for evergreen world.,Tripura
186277,16/04/2020,Hello everyone  I am a graphic designer  if you need any #tshirt #poster #banner #facebook cover #youtube banner #web banner any kind of graphic design..#covid-19 my link #Fiverr #Behance https://bit.ly/2Slvl1g,Tripura
186328,16/04/2020,Hello everyone  I am a graphic designer  if you need any #tshirt #poster #banner #facebook cover #youtube banner #web banner any kind of graphic design..#covid-19 my link #Fiverr #Behance https://bit.ly/2Slvl1g,Tripura
188848,17/04/2020,it's very painful to those . Who died in 2020 due to #Covid_19 ,Tripura
188885,17/04/2020,it's very painful to those . Who died in 2020 due to #Covid_19 ,Tripura
191298,17/04/2020,Hello everyone  I am a graphic designer  if you need any #tshirt #poster #banner #facebook cover #design #busines_flyer youtube banner #web banner any kind of graphic design..#covid-19 my link #Fiverr #Behance,Tripura
191299,17/04/2020,it's very painful to those . Who died in 2020 due to #Covid_19 ,Tripura
191300,17/04/2020,Hello everyone  I am a graphic designer  if you need any #tshirt #poster #banner #facebook cover #design #busines_flyer youtube banner #web banner any kind of graphic design..#covid-19 my link #Fiverr #Behance https://bit.ly/2Slvl1g,Tripura
191345,17/04/2020,Hello everyone  I am a graphic designer  if you need any #tshirt #poster #banner #facebook cover #design #busines_flyer youtube banner #web banner any kind of graphic design..#covid-19 my link #Fiverr #Behance,Tripura
191346,17/04/2020,it's very painful to those . Who died in 2020 due to #Covid_19 ,Tripura
191347,17/04/2020,Hello everyone  I am a graphic designer  if you need any #tshirt #poster #banner #facebook cover #design #busines_flyer youtube banner #web banner any kind of graphic design..#covid-19 my link #Fiverr #Behance https://bit.ly/2Slvl1g,Tripura
203470,20/04/2020,15 000 Selayang residents to be tested for Covid-19 | New Straits Times ,Tripura
203516,20/04/2020,15 000 Selayang residents to be tested for Covid-19 | New Straits Times ,Tripura
205702,20/04/2020,15 000 Selayang residents to be tested for Covid-19 | New Straits Times ,Tripura
205759,20/04/2020,15 000 Selayang residents to be tested for Covid-19 | New Straits Times ,Tripura
208070,21/04/2020,After end of lockdown I must go a long bike ride. ,Tripura
208114,21/04/2020,After end of lockdown I must go a long bike ride. ,Tripura
210241,21/04/2020,After end of lockdown I must go a long bike ride. ,Tripura
210309,21/04/2020,After end of lockdown I must go a long bike ride. ,Tripura
211642,22/04/2020,#LockDown2 #Contest #Earth #EarthDay2020 #Day8 #COVID2019 #ContestAlert #ContestIndia #PMKforGreenRecovery #COVID19 #EarthDay50 #AtulBakery To protect the planet from things like pollution  deforestation and global warming. @BakeryAtul @tooth_saviour @Purvaa7 @SoumickBose1,Tripura
217146,23/04/2020,#MyGlamm #liveglamorous #covid #covid_19 #workfromhome #coronavirus #CoronaVirus #thingstoremember #ThingsToDo #ToDoList #WipeoutCorona #CoronavirusLockdown I AM LATE BECAUSE I WAS Shaping Eyebrows. @MyGlamm @tooth_saviour @chilled_Sup @Jyotiag28204208 @Purvaa7 @SoumickBose1,Tripura
217147,23/04/2020,We are fighting against two viruses. 1. #coronavirus 2. #SoniaGoons And I'm sure  we will win ,Tripura
217148,23/04/2020,#LockDown2 #Contest #Day9 #COVID2019 #ContestAlert #ContestIndia #COVIDã¼19 #COVID19 #IndiaFightsCorona #AtulBakery 1918 is his birthplace number  not the year or the comment made on 1936. Tagging- @BakeryAtul Join- @tooth_saviour @chilled_Sup @Jyotiag28204208 @Purvaa7,Tripura
217149,23/04/2020,Our world will never be the same post #COVID19. To shape our recovery we will need courage  vision  leadership and partnerships unlike ever beforeâare we ready to meet this challenge? #vaccine,Tripura
217150,23/04/2020,Just a #Covid19 commercial from Farmers Insurance. So much more effective than the Allstate and State Farm commercials.,Tripura
217151,23/04/2020,#LockDown2 #Contest #Day9 #COVID2019 #ContestAlert #ContestIndia #COVIDã¼19 #COVID19 #IndiaFightsCorona #AtulBakery 1918 is his birthplace number  not the year or the comment made on 1936. Tagging- @BakeryAtul Join- @tooth_saviour @chilled_Sup @Jyotiag28204208 @Purvaa7,Tripura
217152,23/04/2020,Tripura Declared Corona-Free. Thanks to the Real Warriors - Doctors  Healthcare staffs  and all Front Line workers. #TripuraFightsCorona #IndiaFightsCorona,Tripura
217153,23/04/2020,I thank all the Doctors  Healthcare staffs  all front line Warriors & public for making Tripura a Corona free state. By maintaining social distancing and proper guidelines we shall try our best to maintain this. May Mata Tripurasundari bless us. #IndiaFightsCorona,Tripura
217182,23/04/2020,#MyGlamm #liveglamorous #covid #covid_19 #workfromhome #coronavirus #CoronaVirus #thingstoremember #ThingsToDo #ToDoList #WipeoutCorona #CoronavirusLockdown I AM LATE BECAUSE I WAS Shaping Eyebrows. @MyGlamm @tooth_saviour @chilled_Sup @Jyotiag28204208 @Purvaa7 @SoumickBose1,Tripura
217183,23/04/2020,We are fighting against two viruses. 1. #coronavirus 2. #SoniaGoons And I'm sure  we will win ,Tripura
