Unnamed: 0,Tweet Posted Time (UTC),Tweet Content,Tweet Location
1032,04-03-2020,Rajasthan- 17 cases of CORONA VIRUS (Covid-19) have been confirmed officially. Stay safe..!! #corona #coronavirus #coronavirusindia #coronaoutbreak #jaipur #rajasthan #delhi #gurgaon #agra #kerala #telangana #India,Rajasthan
1033,04-03-2020, Appeal to Not Believe In Any #SocialMedia Forwards in this hard time of Global #Coronavirus Outbreak Let's Fight Against #FakeNews &amp; help in not creating Panic Stick to official advisories &amp; updates by Authorities (#Govt #WHO) Stay Safe Everyone #CoronavirusOutbreak #COVID2019,Rajasthan
1034,04-03-2020,Coronavirus: WHO announces global death rate is 3.4% #Coronavirus ,Rajasthan
1035,04-03-2020,Remote working  free health care and strict border controls are going to be more popular across the world as we see pandemics such as corona virus.,Rajasthan
1036,04-03-2020,#CoronaAlert Just 1 case of Corona Virus in India and people are crazy for masks!! Daily 400 people die in road crashes &amp; still no craze for Helmets #safetysaves be it virus or road crashes! Just to remind @Spider_girl007 @americi_Trump,Rajasthan
1037,04-03-2020,#CoronaAlert Countries with largest numbers of #coronavirus diagnoses 1. China 2. South Korea 3. Italy 4. Iran 5  Japan 6. France 7. Germany 8. Spain 9. Singapore 10. USA,Rajasthan
1038,04-03-2020,Coronavirus: Response to outbreak compromised by protective equipment shortages  WHO says #Coronavirus ,Rajasthan
1039,04-03-2020,Corona virus most affected countries China south Korea Italy Iran and Japan .Govt.shuld ban tourist from these countries in India @DrSJaishankar,Rajasthan
1602,05-03-2020,Read the report by @IncubigAI to know more about the deadly coronavirus and efforts of research community. Connect with us at contact@incubig com. #research #innovation #patents #insights #reserchinsights #COVID19 #2019nCoV #WuhanCoronavirus #CoronavirusOutbreak #WuhanVirus,Rajasthan
1603,05-03-2020,It has found to be 14 days. In case a person has got infected with Coronavirus in that case the virus will take 14 days to show its presence. I hope it helps.,Rajasthan
1604,05-03-2020,@RealDoctorMike I have a query regarding #Coronavirus; The mortality is high in elderly and lower in children below the age of 10.But the immunty levels of children and elderly people is found to be low. Then why mortality rate is higher in elderly people,Rajasthan
1605,05-03-2020,Coronavirus can be dangerous for our country if it spread.What's wrong if @RahulGandhi @priyankagandhi And SoniyaGandhi Ji get their test done for our country? Long Live @hanumanbeniwal Ji Keep Roaring. #coronavirusinindia #CoronaAlert #COVID19 #COVIDã¼19,Rajasthan
1606,05-03-2020,Coronavirus: Cases rise in Europe as global death toll exceeds 3 200 #Coronavirus ,Rajasthan
1607,05-03-2020,Due to the corona virus do not shake your hands anyone just viral this that because I love my Indians and India love u all #healthyindia #healthyhands #healthynamaste #anupamkher #Cricket #coronavirusinindia #CoronaKoDhona #NarendraModi,Rajasthan
1608,05-03-2020,Those who have any doubts regarding coronavirus please watch videos of @RealDoctorMike where he has given detailed information about it. #AlertNotAnxious,Rajasthan
1609,05-03-2020,She is the happiest person right now... because yeh hai hi nhi is duniya ki....#coronavirus ,Rajasthan
1610,05-03-2020,#Covid_19 #Coronvirus @Airbnb @AirbnbHelp @AirbnbHelp @deepakmohoni Airbnb reaping huge profits because Coronavirus! They refuse to cancel booking in the most affected parts of Europe on the pretext that travel has not been banned. All Hotel chains have been most cooperative.,Rajasthan
1611,05-03-2020,Read the report by @IncubigAI to know more about the deadly coronavirus and efforts of research community. Connect with us at contact@incubig com. #research #innovation #patents #insights #reserchinsights #COVID19 #2019nCoV #WuhanCoronavirus #CoronavirusOutbreak #WuhanVirus,Rajasthan
1612,05-03-2020,Coronavirus can be dangerous for our country if it spread.What's wrong if @RahulGandhi @priyankagandhi And SoniyaGandhi Ji get their test done for our country? Long Live @hanumanbeniwal Ji Keep Roaring. #coronavirusinindia #CoronaAlert #COVID19 #COVIDã¼19,Rajasthan
2000,06-03-2020,BREAKING: There have now been more than 100 000 #coronavirus cases worldwide. 3 398 people have died of #COVID19 and 55 672 people have recovered.,Rajasthan
2001,06-03-2020,"@narendramodi @PMOIndia @narendramodi Sir  It's high time you address nation through Mann ki Baat on ""CORONAVIRUS""  our rural &amp; semi-urban India is defenceless &amp; unaware. Thanks",Rajasthan
2002,06-03-2020,It's been almost a week me and wife are working from home due to Corona Virus situation. I think we will kill each other before the Virus does! #COVIDã¼19,Rajasthan
2003,06-03-2020,If youâve survived the wook flu youâre immune to the coronavirus,Rajasthan
2004,06-03-2020,The global outbreak of the COVID-19  which has affected 90 countries. #Vaccines development by modifying previously identified strains of Coronavirus such as #MERS. #research #innovation #patents #covid19 #2019nCoV #WuhanCoronavirus #coronavirusoutbreak #WuhanVirus #nCoV2019,Rajasthan
2005,06-03-2020,#coronavirusinindia #FridayThoughts #corona #JummahMubarak please follow this step to save your family and friends to corona virus ,Rajasthan
2006,06-03-2020,Drinking Alcohol is not a good idea  as Alcohol will kill the good bacteria present in your gut. This will make you more prone or available for Coronavirus to attack. There are many falso news going on like alcohol drinking and smoking will help in prevention which is not so true,Rajasthan
2007,06-03-2020,BREAKING: There have now been more than 100 000 #coronavirus cases worldwide. 3 398 people have died of #COVID19 and 55 672 people have recovered.,Rajasthan
2008,06-03-2020,The global outbreak of the COVID-19  which has affected 90 countries. #Vaccines development by modifying previously identified strains of Coronavirus such as #MERS. #research #innovation #patents #covid19 #2019nCoV #WuhanCoronavirus #coronavirusoutbreak #WuhanVirus #nCoV2019,Rajasthan
2326,07-03-2020,#coronavirus try to enter in my body   Meanwhile à¤à¤¾à¤¢à¤¼à¤¾ which is prepared by my mom: ,Rajasthan
2327,07-03-2020,EXTREMELY IMPORTANT INFORMATION ABOUT CORONA VIRUS ,Rajasthan
2328,07-03-2020,#corona #coronaVirus We are ready and fullfil all check list before delivering to the customer !! Support with #3M #VohiSharmajiKaLadka @Vohi Sharmaji Ka Ladka https://www.instagram.com/p/B9bGrd0hkIg/?igshid=1b7euooawa65g,Rajasthan
2329,07-03-2020,The strain of the recent outbreak #Coronavirus originated in the Wuhan province of #China. Coronavirus can affect people and animals  causing disease ranging from the cold to severe infections. Here is all about theâ¦ https://www.instagram.com/p/B9aZDoMH8Ny/?igshid=54gqxy12gaqc,Rajasthan
2604,08-03-2020,@PoliceRajasthan @RajasthanGovern @RajSampark @1stIndiaNews is this following orders are baseless... event organizers are treating mass life very easy... @bookmyshow why this company involved in mass gathering this time...#coronavirus safety https://twitt,Rajasthan
2605,08-03-2020,Five people in a Kerala family test positive for #coronavirus Total cases in India: 39. Three out of 39 have been cured. #COVID2019 #coronavirusindia #Hemant4You,Rajasthan
2606,08-03-2020,Corona virus excuse...bc movie hi tatti hai...,Rajasthan
2607,08-03-2020,There is lot of rational news & articles that has came recently on #COVID19 which are doing no help rather than panicing the situation. So need to trust only reliable source of information. Watched the latest video of @RealDoctorMike &amp; it helped. #AlertNotAnxious,Rajasthan
2608,08-03-2020,Do We have sample transport policy in place from 56 collection labs to 51 testing labs so that the #COVID19 does not spread during transportation and contaminate? @VikasReports @SumiSukanya @sushmideyTOI @ramavenu @RemaNagarajan @ICMRDELHI @MoHFW_INDIA @IntishabaliTOI @ramavenu,Rajasthan
2857,09-03-2020,Italy is hell bent to destroy India .. haha First they sent Sonia (Con artist) and now Tuerists with #CoronaVirus Sonia is the worts thing that India had. #GangsOfItaly,Rajasthan
2858,09-03-2020,#Apple is letting all employees work remotely due to #coronavirus ,Rajasthan
2859,09-03-2020,Once a vaccine for coronavirus is developed  it should be free. @PMOIndia @drharshvardhan @MoHFW_INDIA #COVID #coronavirusindia,Rajasthan
2860,09-03-2020,Outbound Tourism industry India is facing unprecedened challenges. Low biz sentiment  sluggish economy  #Coronavirus &amp; high taxes. It cant withstand burden of new 5% TCS. Request govt to defer till stability returns #savetravelindustry @FinMinIndia @PMOIndia,Rajasthan
2861,09-03-2020,#coronavirus No virus can kill you when you are already Dead Inside ,Rajasthan
2862,09-03-2020,In India we celebrate Holi (festival of colors) but before that we burn cow dung cake in large quantity at every crossing across the country. So due to this lot of smoke has been released & temperature will increase. So does this will decrease the chances of spreading #COVID19?,Rajasthan
3185,10-03-2020,Don't hate someone just like coronavirus.,Rajasthan
3186,10-03-2020,A guy just sneezed at the back of my head. India  PLEASE  understand how lethal #coronavirus is!!,Rajasthan
3187,10-03-2020,What is the actual about corona spread in USA.. I n last 50 yrs I have never seen world most powerful countries are feeling so helpless. Better seek help from PM Modi..our Aurvadic treatment is very effective in fighting from corona virus.,Rajasthan
3188,10-03-2020,#India has first time used HIV drugs on Italian couple suffering from #coronavirus in #Jaipur. http://www.esakal.com #Sakal #SakalNews #viral #news #SakalMedia #coronavirusindia #Coronavid19 #COVID19 #CoronaVirusUpdate,Rajasthan
3189,10-03-2020,#India has first time used HIV drugs on Italian couple suffering from #coronavirus in #Jaipur. http://www.esakal.com #Sakal #SakalNews #viral #news #SakalMedia #coronavirusindia #Coronavid19 #COVID19 #CoronaVirusUpdate,Rajasthan
3631,11-03-2020,It's time! Telecom providers should make international calls and data services to be free or atleast highly subsidized. #coronavirus #COVID19 @NITIAayog @narendramodi @PMOIndia,Rajasthan
3632,11-03-2020,#WHO officially declares #Coronavirus(#COVID19 ) a global pandemic Appeal To Global Leaders to stand together &amp; stop any politics on this. Everyone Please follow Official Health Advisories and take every possible precaution &amp; don't create panic Stay Safe &amp; Healthy Everyone ,Rajasthan
3633,11-03-2020,#SmartIndiaHackathon2020 Software Edition is now rescheduled along with Hardware Edition in 2nd Week of July due to #Coronavirus(#COVID19) outbreak. Have to wait more to participate in #SIH2020 Finale Stay Safe &amp; Healthy Everyone @abhayjere @SIH_2020 @PMOIndia @ANI @IndiaToday,Rajasthan
3634,11-03-2020,Help prevent the virus from spreading #coronavirus #SafetyFirst,Rajasthan
3635,11-03-2020,#coronavirus #italy #health lets us work together #outbreak,Rajasthan
3636,11-03-2020,It's time! Telecom providers should make international calls and data services to be free or atleast highly subsidized. #coronavirus #COVID19 @NITIAayog @narendramodi @PMOIndia,Rajasthan
3637,11-03-2020,#WHO officially declares #Coronavirus(#COVID19 ) a global pandemic Appeal To Global Leaders to stand together &amp; stop any politics on this. Everyone Please follow Official Health Advisories and take every possible precaution &amp; don't create panic Stay Safe &amp; Healthy Everyone ,Rajasthan
3638,11-03-2020,#SmartIndiaHackathon2020 Software Edition is now rescheduled along with Hardware Edition in 2nd Week of July due to #Coronavirus(#COVID19) outbreak. Have to wait more to participate in #SIH2020 Finale Stay Safe &amp; Healthy Everyone @abhayjere @SIH_2020 @PMOIndia @ANI @IndiaToday,Rajasthan
3639,11-03-2020,All existing visas  except diplomatic  official  UN/International Organizations  employment  project visas  stand suspended till 15th April 2020. This will come into effect from 1200 GMT on 13th March 2020 .Is this true? #coronavirusindia #CoronaVirusUpdate #COVID19,Rajasthan
4328,12-03-2020,That's worrysome thing @nishantchat sir. Last week one person who came to watch #T20WorldCupfinal of women has also found to be infected from #coronavirus. Do we need to quarrantine each and every person now? ,Rajasthan
4329,12-03-2020,Coronavirus Outbreak : 76-yr-old man in Karnataka's Kalaburgi passes away due to illness #coronavirusindia,Rajasthan
4330,12-03-2020,Coronavirus: India now has 74 cases of coronavirus ,Rajasthan
4331,12-03-2020,Rohit Shettyâs 'Sooryavanshi' Release Date Postponed Due To Coronavirus #Sooryavanshi #CoronavirusPandemic #CoronaOutbreak,Rajasthan
4332,12-03-2020,#proactive and #innovative #measures by the #Government and #citizens is the key to prevent the #coronavirus #outbreak #Kudos to #Rwanda for taking the lead on this. #Heartening to note that #Rwanda has not registered a single case of Corona virus so far! ,Rajasthan
4333,12-03-2020,We can wait till eternity  as patients are more important right now @RealDoctorMike. #AlertNotAnxious #COVID19,Rajasthan
4334,12-03-2020,We love to see your videos as they release all the tension and ease us in this situation but being a doctor your first priority is towards your patients and we totally appreciate that. Will wait for your video @RealDoctorMike. #AlertNotAnxious #COVID19 ,Rajasthan
4335,12-03-2020,#coronavirus2020 #coronavirusoutbreak #coronavirusawareness #coronavirusprevention #staysafe #COVID19 #PoornimaUniversity #poornimainstitute #poornimacollege #poornimagroup An awareness session was conducted forâ¦ https://www.instagram.com/p/B9pDAyfnyrN/?igshid=9cew5m2jqv11,Rajasthan
4336,12-03-2020,@RealDoctorMike is using each &amp; every possible platform to connect with people so that he can spread more &amp; more information on #COVID19. He is not only a good Doctor but also very passionate for medicine. #AlertNotAnxious #CoronaVirusUpdate,Rajasthan
4337,12-03-2020,The world is in a flux.#COVID19 ,Rajasthan
5191,13-03-2020,@RealDoctorMike I saw in news today that one patient of #coronavirus has been treated successfully by using the combination of drugs for malaria  swine flu &amp; AIDS. Can this be a potential treatment until &amp; unless vaccines are made? Please have loo,Rajasthan
5192,13-03-2020,@RealDoctorMike Can this be potential treatment for #coronavirus until &amp; unless vaccines are not developed? ,Rajasthan
5193,13-03-2020,Doctors of Jaipur claims successful medical treatment of Italian patient suffering from Corona Virus. ,Rajasthan
5194,13-03-2020,#Coronavirus impact on cricket ,Rajasthan
5195,13-03-2020,#Qatar records a significant jump in #coronavirus cases &#13;&#13;Ministry of Health has announced 238 new cases of the novel coronavirus  bringing total to 262.,Rajasthan
5196,13-03-2020,Priyanka Gandhi asks people to take precautions and prevent spread of coronavirus NEW DELHI: Congress leader Priyanka Gandhi Vadra on Friday appealed to people to take precautions to prevent coronavirus fromâ¦ https://www.instagram.com/p/B9q6tXII1-E/?igshid=1bjrctrywwul4,Rajasthan
5197,13-03-2020,As Per #WHO #Coronavirus (#COVID19 ) can be transmitted in all areas &amp; every climate including Hot and humid climate. Don't take any chances   Take every possible precaution and follow the official health Advisories and Don't Create Panic Stay Safe &amp; Healthy Everyone @PMOIndia,Rajasthan
5198,13-03-2020,If I have to choose between #Roadies and #BigBoss  I would happily choose #coronavirus,Rajasthan
5199,13-03-2020,Up to 150 million Americans could get coronavirus: US projection ,Rajasthan
5200,13-03-2020,The only way to #avoid #diseases like #corona is to #strengthen your #immune #system. #giloy is the simplest #solution for this. #prevention is better then #cure #indianherbs #coronavirus @UtkarshAyurveda @utkarsharogya,Rajasthan
5201,13-03-2020,What if Goku take coronavirus to another planet using instant transmission &amp; erase it just like he did to Cell in cell saga.,Rajasthan
5202,13-03-2020,#Travel industry globally is a $9 trillion #economy. Even if half of it goes up in smoke because of #Coronavirus we are staring at 5% of world #GDP perish. @nsitharaman #TCS for #India travel now? Really? Rationalise  roll back. #savetravelindustry @EconomicTimes @CNBCTV18News,Rajasthan
5203,13-03-2020,Cancel events and cancel me in lieu of coronavirus,Rajasthan
5204,13-03-2020,UP  MP  Delhi & Bihar so far these states too have shut down their school  colleges  theaters and any public gathering. As well as number of cases has also increased. We need to be alert in this panic situation rather being anxious. #AlertNotAnxious #COVID19 #CaronavirusIndia,Rajasthan
5205,13-03-2020,As Per #WHO #Coronavirus (#COVID19 ) can be transmitted in all areas &amp; every climate including Hot and humid climate. Don't take any chances   Take every possible precaution and follow the official health Advisories and Don't Create Panic Stay Safe &amp; Healthy Everyone @PMOIndia,Rajasthan
6142,14-03-2020,To the people who have bought 30 bottles of Handwash and sanitizer  leaving none on the shop shelves for others  you do realise that to stop getting #coronavirus  you need other people to wash their hands too. ,Rajasthan
6143,14-03-2020,All of you. Be safe from corona virus. #coronavirusindia #CoronaVirusUpdates #CoronaAlert #coronaworldtour Let's pray for the safety of all. ,Rajasthan
6144,14-03-2020,Frontline healthcare practioners are the one who are dealing most of the coronavirus patients &amp; they need support from the governement. All the medical equipments they need should provided without a delay. Because if they are safe we are safe. #AlertNotAnxious @RealDoctorMike,Rajasthan
6145,14-03-2020,#corona à¤­à¤à¤¾à¤ à¤¦à¤µà¤¾à¤! take one #dose and you will never get affect with #corona @HinduSabha #COVID #pandemia #coronavirus ,Rajasthan
6146,14-03-2020,Government declares holiday for school but law and order situation in house deteriorate very badly. #CoronaVirusUpdate #TheGreatBJPLoot #DelhiRains #coronaUK #coronavirus #CoronaAlert #CoronavirusPandemic #COVIDã¼19 #COVID2019uk #COVID #covid19kenya,Rajasthan
6147,14-03-2020,I don't no why these peoples are not understanding that the things they are doing are totally futile. By doing social gathering they are just helping to spread the #coronavirus. they are showing the whole world their insularity. #CoronaVirusUpdates #SaturdayVibes #CoronaOutbreak,Rajasthan
6148,14-03-2020,Is this karma of humanity ? #Coronavirus #CautionYesPanicNo #CoronaVirusUpdates #COVID19 #CoronavirusOutbreak #COVID19india,Rajasthan
6149,14-03-2020,Whenever country faces public health emergencies  it's better to overreact & than scale back if necessary rather than underreact & than act too late. #Coronavirus #CautionYesPanicNo #CoronaVirusUpdates #COVID19 #CoronavirusOutbreak,Rajasthan
6150,14-03-2020,@ashokgehlot51 sir  kya rajasthan me cinema halls  shopping complex open hai ?? even after corona virus impact,Rajasthan
6151,14-03-2020,#CoronaVirus China will be back much faster than the world #choronavirus ,Rajasthan
6152,14-03-2020,@my_rajasthan Tourism has been hit hard in after the outbreak of #coronavirus with around 80 per cent of #bookings being cancelled in the state till Wednesday  said #hotel association of #Rajasthan president Gajendra Luniwal.,Rajasthan
6153,14-03-2020,Rajasthanâs CM Ashok Gehlot declared High Alert in Rajasthan. School  Gyms  Colleges and Cinemas will be closed till 30th March 2020. #coronavirus #coronajaipur #jaipurnews #rajasthan #rajasthannews #covidJaipur #jaipurnews #jaipur #coronavirusindia #coronavirusupdates,Rajasthan
6154,14-03-2020,Spread kindness instead of spreading corona virus,Rajasthan
6155,14-03-2020,Wise decision!! But is it also cos the players opposed the new rule that asked the batsman to fetch the ball from the stands ;) #GullyCricket #AusVsNZ #coronavirus ,Rajasthan
6156,14-03-2020,#coronavirus is a universal problem and we all have to fight with it altogether. Stay Safe  Maintain hygiene  donât do #namaste  Donât panic as this time will not last for a long time. #beatthecorona #corona #thepinkpedals #pinkpedalsjaipur #epidemic #staysafe #cycling,Rajasthan
6157,14-03-2020,#IMF &amp; #Worldbank staff will work from home after an employee was diagnosed with #coronavirus . An advisory has been issued for about 2 000 IMF and 16 000 world bank employees in Washington DC,Rajasthan
6158,14-03-2020,Importance of hand wash #PreventionOverPanic #coronavirus ,Rajasthan
6159,14-03-2020,I am concerned about those susceptible to contracting he #coronavirus especially in the indigenous communities worldwide.Those without healthcare coverage or access to treatment are also very vulnerable.We must come together to help each other #COVID19,Rajasthan
6160,14-03-2020,Is this karma of humanity ? #Coronavirus #CautionYesPanicNo #CoronaVirusUpdates #COVID19 #CoronavirusOutbreak #COVID19india,Rajasthan
6161,14-03-2020,Whenever country faces public health emergencies  it's better to overreact & than scale back if necessary rather than underreact & than act too late. #Coronavirus #CautionYesPanicNo #CoronaVirusUpdates #COVID19 #CoronavirusOutbreak,Rajasthan
6162,14-03-2020,"Yes we call it ""Wudu"" which we used to do atleast 5 times a day before Namaz #CoronaVirusUpdates #COVID19 https://twitter.com/AHammoudMI/status/1238602298244423683",Rajasthan
6163,14-03-2020,I am concerned about those susceptible to contracting he #coronavirus especially in the indigenous communities worldwide.Those without healthcare coverage or access to treatment are also very vulnerable.We must come together to help each other #COVID19,Rajasthan
6701,14-03-2020,HerolsLFinal#vaathiraid#covid-19#HinduEconomicRights#masterThirdsingle#islfinal#ATKCFC#KHKTAnEmotion ,Rajasthan
6702,14-03-2020,Holiday in schools of Rajasthan also because of Covid-19,Rajasthan
6703,14-03-2020,#corona à¤­à¤à¤¾à¤ à¤¦à¤µà¤¾à¤! take one #dose and you will never get affect with #corona @HinduSabha #COVID #pandemia #coronavirus,Rajasthan
6704,14-03-2020,Government declares holiday for school but law and order situation in house deteriorate very badly. #CoronaVirusUpdate #TheGreatBJPLoot #DelhiRains #coronaUK #coronavirus #CoronaAlert #CoronavirusPandemic #COVIDã¼19 #COVID2019uk #COVID #covid19kenya,Rajasthan
6705,14-03-2020,Closure of schools  colleges  gym  movie halls till March 30 is an astringent & firm move by #Rajasthan Govt to prevent the spread of #Covid_19. We all need to take precautions for the prevention  including regular hand washing &amp; self-isolating in case of any symptoms.,Rajasthan
6706,14-03-2020,@ashokgehlot51 My college Jaipur National University  JAIPUR is operational today even after the notice. We as students are really scared of the COVID-19 attending classes. College management says there won't be any precautionary leaves for us even furthe,Rajasthan
7991,15-03-2020,I request @PMOIndia kindly look into this thing as many schools &amp; colleges even has not closed &amp; is open for teachers as well as for students. If students lives are important &amp; they can get coronavirus infection certainly does the staff too. #CoronaAlert #coronavirusindia https://twitter.com/SandyAhlawat89/status/1239230354302500864,Rajasthan
7992,15-03-2020,What countries have been affected by the Novel coronavirus? How many cases are there in China? Real-time updates on the number of cases worldwide. https://infographics.channelnewsasia.com/covid-19/map.html via @ChannelNewsAsia,Rajasthan
7993,15-03-2020,"Did we suggested them use of cow urine to kill corona virus?? If not why?? ""Timely Action For Healthier Planet"": PM On Coronavirus SAARC Video Call https://www.ndtv.com/india-news/coronavirus-pm-narendra-modi-to-participate-in-saarc-video-conference-on-coronavirus-today-2195062 Shared via NDTV News App (Android - http://ndtv.com/android | iPhone - http://ndtv.com/iPhone )",Rajasthan
7994,15-03-2020,Paranoia has reached absurd stages... I sneezed in front of my laptop and the anti-virus started a scan on its own #Coronaindia #CoronaVirusUpdates #coronavirusindia #coronavirus #COVID19 #COVID19india #COVID19 #CoronaAlert,Rajasthan
7995,15-03-2020,#CoronaVirus Gets âTraveler Of The Yearâ award. #CoronaVirusUpdates #coronavirusinindia #coronavirusitaly #coronavirusEspana,Rajasthan
7996,15-03-2020,Be alert  be safe from the disaster of corona virus. #COVID19india #Coronaindia #coronavirusindia @shubham_twt,Rajasthan
7997,15-03-2020,When Iran Government refused to test Indians stranded in Iran for #CoronaVirus Govt of India sent an entire lab from India along with Indian scientists to test its people &amp; donate the lab to Iran. Share Widely &amp; Feel proud as an Indian. #COVID19india #CoronaOutbreak,Rajasthan
7998,15-03-2020,#coronavirusindia Maharashtra has emerged as the worst-hit state in the country No. Of cases is 32 #amitshah #NarendraModi #GoI #COVIDã¼19 #COVID19 #COVID #globaleconomy #rbi #healthexpenditureofindia,Rajasthan
7999,15-03-2020,Testing is essential  testing  testing  testing #INCREASE COVID19 TESTING IN INDIA,Rajasthan
8000,15-03-2020,What a player. What a man. Giving back to the the people who loved him. Respect. @BCCI @sachin_rt @virendersehwag @imVkohli We are your fans. Set an example. Save us. #Covid19 #saveindia #coronavirusindia,Rajasthan
8001,15-03-2020,Protect yourself and others ! #COVID19 #COVID19india @MoHFW_INDIA,Rajasthan
8002,15-03-2020,Paranoia has reached absurd stages... I sneezed in front of my laptop and the anti-virus started a scan on its own #Coronaindia #CoronaVirusUpdates #coronavirusindia #coronavirus #COVID19 #COVID19india #COVID19 #CoronaAlert,Rajasthan
8543,15-03-2020,#coronavirusindia Maharashtra has emerged as the worst-hit state in the country No. Of cases is 32 #amitshah #NarendraModi #GoI #COVIDã¼19 #COVID19 #COVID #globaleconomy #rbi #healthexpenditureofindia,Rajasthan
8544,15-03-2020,Must watch video on #COVID - 19 ,Rajasthan
8545,15-03-2020,The question is Who exists  who is a reality  Allah or Covid 19?? Who's stronger Allah or #CoronaOutbreak ?? ,Rajasthan
8546,15-03-2020,People who are at higher risk of illness from COVID-19 share messages urging social distancing ,Rajasthan
8547,15-03-2020,Seems  lockdown is the only way.,Rajasthan
10012,16-03-2020,Corona Virus feels like Jumanji game. But whoever started it please end it soon.,Rajasthan
10013,16-03-2020,An account of #Coronavirus survivor from #Kerala. @xpresskerala #COVID19 â at The Lalit Jaipur,Rajasthan
10014,16-03-2020,Osmanabad's Tuljabhavani temple too has been closed. #CoronavirusPandemic #coronavirus #CoronaOutbreak #coronavirusindia #CautionYesPanicNo â at The Lalit Jaipur,Rajasthan
10015,16-03-2020,Pakistan PM and Army are so very fool when the whole world is talking of corona virus and precautions  they are still with K - factor. They are under the influence of China that again is irresponsible about public health. Both are two sides of same coin.,Rajasthan
10016,16-03-2020,I'll definitely work from home due to coronavirus pandemic What I'm actually doing: â¢ Netflix &amp; Chill â¢ Amazon Prime â¢ Filling up shopping wishlist,Rajasthan
10017,16-03-2020,India Always pride our doctors   health workers  Air India staff and all who save our country against corona Virus. #coronafighters,Rajasthan
10018,16-03-2020,It's a miracle for INDIA agents COVID-19 ( corona virus ) In Rajasthan ( india). â at Sms Hospital,Rajasthan
10019,16-03-2020,This is an excellent feat by our doctors. We need not to panic but must take necessary precautions.#coronavirus @ashokgehlot51,Rajasthan
10020,16-03-2020,"Coronavirus outbreak: 4 youths in Karnataka refuse to undergo tests  saying their religion forbids them http://dhunt.in/8TV8w?s=a&amp;ss=pd Source : ""MyNation"" via Dailyhunt Download Now http://dhunt.in/DWND",Rajasthan
10021,16-03-2020,When you get ready for office  and then get a call that there is no office due to Corona virus scare. #corona #jaipurdiaries @Jaipur  Rajasthan https://www.instagram.com/p/B9yG0DdleQ7JMJ_ifqPkVOBskD_yaDfBGqfD0w0/?igshid=qur72a8ntxfg,Rajasthan
10022,16-03-2020,Itlay has been in a mess since recession and now hit with Corona virus. The way mortality rate &amp; infction rate is been increasing more precautionary measures need to be taken. #AlertNotAnxious,Rajasthan
10023,16-03-2020,A big heartfelt thanks to Medical Workers  Doctors for working tirelessly & selflessly to fight this #CoronaVirus Keep Up The Good Work Let's help them to contain #COVID19 by spreading awareness   following precautions &amp; by not creating panic. #CoronaAlert #LetsFightCorona,Rajasthan
10024,16-03-2020,"What a misguiding title  start with ""Coronavirus in india"" but mentioned figure is worldwide patient . Misleading ",Rajasthan
10025,16-03-2020,An account of #Coronavirus survivor from #Kerala. @xpresskerala #COVID19 â at The Lalit Jaipur,Rajasthan
