,Tweet Posted Time (UTC),Tweet Content,Tweet Location
59123,25/03/2020,Army should deploy in area where people are not giving any respect to our prime minister 's request of TOTAL LOCKDOWN,Meghalaya
59124,25/03/2020,Army should deploy to implement total lockdown in our country  so that we can beat corona,Meghalaya
59125,25/03/2020,Help jobless poor amid corona lockdown Congress leader Shri Kapil Sibal has reiterated his partyâs demand for financial help for the poor rendered #jobless due to #coronavirus scare in the country  demanding at least â¹10 000 each to them #IndiaMaangeNYAY,Meghalaya
61742,25/03/2020,CHINA must be dragged into International Court and stripped of its VETO power in the UN 'Crime against humanity' COVID-19 is a Chinese Virus. Copy and paste. ,Meghalaya
61743,25/03/2020,Army should deploy in area where people are not giving any respect to our prime minister 's request of TOTAL LOCKDOWN,Meghalaya
61744,25/03/2020,Army should deploy to implement total lockdown in our country  so that we can beat corona,Meghalaya
61745,25/03/2020,Help jobless poor amid corona lockdown Congress leader Shri Kapil Sibal has reiterated his partyâs demand for financial help for the poor rendered #jobless due to #coronavirus scare in the country  demanding at least â¹10 000 each to them #IndiaMaangeNYAY,Meghalaya
63936,26/03/2020,Indeed  that's why Kerala has the highest /second highest number of Covid19 cases in the country.,Meghalaya
63937,26/03/2020,The war against Covid19 isn't over  in fact it has just started. Please don't rush in to pat your own backs so early. This is an extremely serious situation  and please  please treat it as such. Desist from your usual game at least till the crisis is over.,Meghalaya
65808,26/03/2020,@MeghalayaPolice @PMOIndia @narendramodi @conradsangma Here in Shillong  we are in lockdown since Saturday 21st March. The entire family has maintained lockdown honestly. Today we got info that vegetables are being sold probably a government vendor  and w,Meghalaya
68155,26/03/2020,@MeghalayaPolice @PMOIndia @narendramodi @conradsangma Here in Shillong  we are in lockdown since Saturday 21st March. The entire family has maintained lockdown honestly. Today we got info that vegetables are being sold probably a government vendor  and w,Meghalaya
70255,27/03/2020,Why don't you write on the state of affairs in the USA in relation to COVID19 instead? We all know that your extracurricular activities have stopped since and you get paid for defaming India. Try something new!!!,Meghalaya
70256,27/03/2020,We have you covered. Free Service/ Paid Service/ Basic Vehicle Warranty has been extended for 2 months. Hence not to worry. #stayhome #staysafe #wecare #covÄ±d19 #indiafightscorona #shillong #shillonghyundai #hyundaiindia,Meghalaya
70257,27/03/2020,We have you covered. Free Service/ Paid Service/ Basic Vehicle Warranty has been extended for 2 months. Hence not to worry. #stayhome #staysafe #wecare #covÄ±d19 #indiafightscorona #shillong #shillonghyundai #hyundaiindia,Meghalaya
70258,27/03/2020,Karen  Young Aspirant from #Meghalaya speaks in #Khasi that during this time of crisis spread kindness not hate. @UNICEFIndia #IndiaFightsCorona #Covid19India,Meghalaya
72114,27/03/2020,Well  would be great had I not undergo this quarantine since Iâm back home!! But Iâm going crazy! Canât even sit with my family for the next ten days I suppose! XD nepal Under lock down too?,Meghalaya
74259,27/03/2020,Total COVID-19 Tests done till today US : 522 000 Germany : 410 000 Korea : 320 000 Italy : 361 000 UK : 104 866 India : 27 688 India's test rate remains very very low. World is following Trace + Test + Isolate + Treat method WE NEED TO TEST MORE! Pass it on ,Meghalaya
74260,27/03/2020,The people are not taking this #COVID-19 seriously.. please maintain #SocialDistanacing if you dont want you or your loved one to suffer this dangerously spreading virus.. please . #StayHomeStaySafe,Meghalaya
74261,27/03/2020,Well  would be great had I not undergo this quarantine since Iâm back home!! But Iâm going crazy! Canât even sit with my family for the next ten days I suppose! XD nepal Under lock down too?,Meghalaya
76287,28/03/2020,"While we should be battling Covid19 as a nation  North Easterners in different metros of India are labelled ""Corona"" and subjected to racial abuse. Union Home Ministry has done nothing to address this racial prejudice at this crucial hour.",Meghalaya
76288,28/03/2020,HPCL Retail Outlet  HP Sonamura of Shipahijala district  Tripura extending help to needy people by distribution of daily essential cooking items and face masks. #IndiaFightsCorona #FightAgainstCOVID19 #HPCL,Meghalaya
76289,28/03/2020,Are you watching @sonakshisinha ? #Ramayan #DDNational #StayHomeStaySafe #StayHomeIndia #IndiaFightsCorona ,Meghalaya
80699,28/03/2020,Parked but up & running. Your #car needs to get some #excercise too to remain #healthy Follow these regular #workout for your car so you can be up &amp; running when the need arises. #stayhome #staysafe #stayhealthy #covid_19,Meghalaya
82880,29/03/2020,#Meghalaya #COVID19 : Coordination failure in government's responsiveness. Sad reality Read... ,Meghalaya
82881,29/03/2020,The Indian Youth Congress has opened nationwide helplines in all states for those in need of any form of assistance during the #COVID19 pandemic. Wherever you are  if you need help  reach out to us at the helplines provided below. We are here for you. #SOSIYC We shall overcome,Meghalaya
84661,29/03/2020,@rebecca_traub enjoy the lock down  stay fit,Meghalaya
87020,29/03/2020,@rebecca_traub enjoy the lock down  stay fit,Meghalaya
89007,30/03/2020,Great Job #EssentialWorker #CoronavirusOutbreakindia #IndiaFightsCorona #IndiaVsCorona,Meghalaya
90380,30/03/2020,I regret not going to the salon before the lockdown,Meghalaya
90381,30/03/2020,Hello champ how are you coping with this lockdown . Can't wait to see you back in action Man . And also what do you think about our new signings Ighalo and Fernandes ? Peace brother and God bless,Meghalaya
90382,30/03/2020,@SangmaConrad Why are you letting people out of the States Sir? Itâs creating havoc... Workers are being allowed to go back to their villages ...How for Gods sale is it a lockdown then??? #SealStateBorders #21daylockdown @narendramodi @nppmeghalaya @CMO,Meghalaya
92582,30/03/2020,I regret not going to the salon before the lockdown,Meghalaya
92583,30/03/2020,Hello champ how are you coping with this lockdown . Can't wait to see you back in action Man . And also what do you think about our new signings Ighalo and Fernandes ? Peace brother and God bless,Meghalaya
92584,30/03/2020,@SangmaConrad Why are you letting people out of the States Sir? Itâs creating havoc... Workers are being allowed to go back to their villages ...How for Gods sale is it a lockdown then??? #SealStateBorders #21daylockdown @narendramodi @nppmeghalaya @CMO,Meghalaya
97563,31/03/2020,Dear  @PMOIndia @narendramodi   CM Meghalaya @SangmaConrad Sir  The GHADC employees have been without salary for over 24months. Please take care of them and the people whose precarious life &amp; livelihoods are even more threatened. India cannot fight COVID-19 empty stomach. Thanks.,Meghalaya
100746,01/04/2020,@RNTata2000 @TataSky please add DD Shillong in your dish also I need it so bad during this lockdown please I'm begging you... If you don't add now I'll change my dish TV after the lockdown is over,Meghalaya
100747,01/04/2020,Keep praying during the 21 days lock down follow as per the WHO health guidelines.,Meghalaya
103535,01/04/2020,This consultation ropes in all 60 MLAs as active partners in combating the COVID-19 pandemic and we will collectively address public woes focusing on reaching out to the underprivileged who need immediate intervention on food supply and bridging gaps in the loss of livelihood.,Meghalaya
103536,01/04/2020,Met honâble CM @SangmaConrad this afternoon with MLAs from East Khasi Hills district to review the COVID 19 shutdown. Grateful to the Govt. of Meghalaya for efforts put in this far.,Meghalaya
103537,01/04/2020,@RNTata2000 @TataSky please add DD Shillong in your dish also I need it so bad during this lockdown please I'm begging you... If you don't add now I'll change my dish TV after the lockdown is over,Meghalaya
103538,01/04/2020,Keep praying during the 21 days lock down follow as per the WHO health guidelines.,Meghalaya
106491,02/04/2020,Great Job Indeed @CMO_Meghalaya @SangmaConrad . Plz take a calculated call on how&amp;exactly when this lockdown should get over or if it needs to be extended considering the #NizamuddinFiasco @narendramodi @AmitShah @SumitBajoria @amitca . Letâs not get complacent. @thakkar_sameet,Meghalaya
106492,02/04/2020,@JioCare Please help me! I have lost my Jio SIM about ten days back. Due to the corona outbreak and lockdown it's not possible to get a replacement now. I just want to request you to block my SIM that's all. I'm tweeting coz customer care helplines are un,Meghalaya
109449,02/04/2020,My Alma-mater donated a sum of Rs 5Lakh towards the Chief Ministerâs Relief Fund for the Covid-19 âEver More  Better Everâ @CMO_Meghalaya @SangmaConrad @stanthonys1934,Meghalaya
109450,02/04/2020,Great Job Indeed @CMO_Meghalaya @SangmaConrad . Plz take a calculated call on how&amp;exactly when this lockdown should get over or if it needs to be extended considering the #NizamuddinFiasco @narendramodi @AmitShah @SumitBajoria @amitca . Letâs not get complacent. @thakkar_sameet,Meghalaya
109451,02/04/2020,@JioCare Please help me! I have lost my Jio SIM about ten days back. Due to the corona outbreak and lockdown it's not possible to get a replacement now. I just want to request you to block my SIM that's all. I'm tweeting coz customer care helplines are un,Meghalaya
111163,03/04/2020,Village Health Team Sohliya Iapngar postering Covid19 poster Dt.3.4.2020 ,Meghalaya
111164,03/04/2020,Fueling the emergency and necessary services' vehicles at Agartala City. Outlet name: Tripureswari Filling Station; Barjala; Agartala; Tripura. #HarEkKaamDeshKeNaam #deliveringhappiness @HPCL @hpcl_retail @Rg03Goel #IndiaFightsCorona #CoronaStopKaroNa #HPCLcares #COVID2019india,Meghalaya
112429,03/04/2020,Stay Home to combat the Covid 19 ,Meghalaya
112430,03/04/2020,Am I also expecting a number of break ups and divorce this month? Poor lock down!,Meghalaya
112431,03/04/2020,Do abide by our PM Shri @narendramodi says as it's simple and logical India will light candles diyas torches flash lights the positive energy will rise but in your homes maintaining the lockdown on 5th April 9 pm 9 minutes and yes no politics on this.,Meghalaya
112432,03/04/2020,Not MODI but to all those leaders who are very subjective and mix their beliefs. They need to be practical. 21Day Lockdown is ainât a joke man yk that very well. I was looking forward to something practical. Maybe heâll talk about statistics or lock down! But man  THE LIGHT!,Meghalaya
115122,03/04/2020,Stupidity and Virus knows no religion  it doesn't differentiate. How to educate obstinate people? To fight COVID-19 pandemic  We all human beings need to act together honestly. We shall overcome #Covid19India,Meghalaya
115123,03/04/2020,Stay Home to combat the Covid 19 ,Meghalaya
115124,03/04/2020,Am I also expecting a number of break ups and divorce this month? Poor lock down!,Meghalaya
115125,03/04/2020,Do abide by our PM Shri @narendramodi says as it's simple and logical India will light candles diyas torches flash lights the positive energy will rise but in your homes maintaining the lockdown on 5th April 9 pm 9 minutes and yes no politics on this.,Meghalaya
115126,03/04/2020,Not MODI but to all those leaders who are very subjective and mix their beliefs. They need to be practical. 21Day Lockdown is ainât a joke man yk that very well. I was looking forward to something practical. Maybe heâll talk about statistics or lock down! But man  THE LIGHT!,Meghalaya
116666,04/04/2020,3000+ Covid19 cases in India: 1 - 1000 in 58days 1000 - 2000 in 4days 2000 - 3000 in 2days. We reiterate the govt  to test more &amp; more people and provide isolation facilities for those infected. @PMOIndia @MoHFW_INDIA @SangmaConrad #PutNationOverPublicity https://www.covid19india.org/,Meghalaya
120064,04/04/2020,Congress MDC Smt Sadhiarani Sangma has asked chief executive member Dipul Marak to release 10 out of her 24 monthsâ pending salary and contribute it to Meghalaya Chief Ministerâs Relief Fund to fight against the Covid-19 pandemic. #CongressFightsCorona,Meghalaya
121629,05/04/2020,No  5G isn't causing coronavirus ,Meghalaya
121630,05/04/2020,@himantabiswa We salute you for leading from the front at this critical hour when we are battling Covid19. You have stretched yourself beyond expectations and tackled every case with meticulous care. You are an example to every Health Minister in the NE.,Meghalaya
126093,05/04/2020,No  5G isn't causing coronavirus ,Meghalaya
126094,05/04/2020,#Who_Is_EarthSavior Universal truths Eternal Kabir the most merciful God can increase the age of His true devotee.Get initiated from the true Saint Rampal Ji Maharaj and start worshipping Lord Kabir to protect yourself and your family. COVID-19. ,Meghalaya
126095,05/04/2020,God Kabir Sahib is the destroyer of sins The Yajurveda chapter 8 mantra 13 states that God can destroy sin. The sins of the devotee who take sermon and stay in dignity are destroyed by Saint Rampal Ji Maharaj.COVID-19.. #Who_Is_EarthSavior,Meghalaya
127967,06/04/2020,#Why_Need_TrueWorship Because COVID19 will cure by true Worship by Saint Rampal ji Maharaj of Lord Kabir. Watch sadhna tv 7:30 pm . ,Meghalaya
131507,06/04/2020,@narendramodi Ji please tell news channels who are spreading false news that to maintain distance from animals they are reason for covid 19. If this false news spreads then in seconds you will see abandoning them and torture by humans @Manekagandhibjp ,Meghalaya
131508,06/04/2020,#Why_Need_TrueWorship It is written in Gita Adhyay 15 Shlok no. 17 that in reality  the. Imperishable God is someone else  and He only by entering into the three loks sustains everyone  and He only is known by the name Eternal God.COVID-19.. ,Meghalaya
131509,06/04/2020,#Why_Need_TrueWorship Legality is the only way by which the divine qualities begin to spread in humans and the demon tendency is ended. COVID-19. ,Meghalaya
131510,06/04/2020,#Why_Need_TrueWorship Those who do satbhakti take the seeker to the divine Satlok. There is no absence of anything. COVID-19.. ,Meghalaya
131511,06/04/2020,#Why_Need_TrueWorship It is important that one should know why bhakti is important for a human. If not done  what will be the consequences  he/she should have to face in the future or upcoming lives.COVID-!9. ,Meghalaya
131512,06/04/2020,Who is the God who increases our Lifespan?Whose description Holy Rigvedes proves the Rigvada is the 10 Sukat 161 Mantra 2 in proof. And gives salvation by giving true devotion and diseases are also liberated.COVID-19.. #Why_Need_TrueWorship,Meghalaya
131513,06/04/2020,#Why_Need_TrueWorship God kabir can destroy all the sins. -Yajurved adhyay 5 Mantra 32 About more information watching Shraddha 2:00 pm COVID-19. ,Meghalaya
131514,06/04/2020,#Why_Need_TrueWorship Doing bhakti also gives wealth and all physical diseases also end. COVID-19. ,Meghalaya
131515,06/04/2020,#Why_Need_TrueWorship The ultimate aim of human life is to get complete salvation from the circle of birth and death This is possible only by following the path mentioned in our holy scriptures and by taking initiation from a complete sant.COVID-19. ,Meghalaya
131516,06/04/2020,#Why_Need_TrueWorship Without true worship of Supreme Lord Kabir after taking initiation from Saint Rampal Ji Maharaj this human life is worthless. Know more information must watch sadhna channel at 7:30 PM.COVID-19. ,Meghalaya
131517,06/04/2020,#Why_Need_TrueWorship The person who is my refuge  I am a slave.Gail Gayle Firu until the earth is sky.Satguru  the giver of devotional liberation  wandering soul life.Without the presence of that Sahib  neither was there any treacherous movement.COVID-19. ,Meghalaya
134513,07/04/2020,@narendramodi respected sir . i humbly request you to kindly extend the Lockdown n save the Nation from this virus ,Meghalaya
137008,07/04/2020,#ThursdayMotivation The ultimate aim of human life is to get complete salvation from the circle of birth and death This is possible only by following the path mentioned in our holy scriptures and by taking initiation from a complete sant.COVID-19. ,Meghalaya
137009,07/04/2020,#ThursdayMotivation Legality is the only way by which the divine qualities begin to spread in humans and the demon tendency is ended. COVID-19. ,Meghalaya
137010,07/04/2020,#ThursdayMotivation It is written in Gita Adhyay 15 Shlok no. 17 that in reality  the. Imperishable God is someone else  and He only by entering into the three loks sustains everyone  and He only is known by the name Eternal God.COVID-19.. ,Meghalaya
137011,07/04/2020,Oggy and the Cockroaches has now offered their massive bungalow as a quarantine facility for treating Covid-19 patients.,Meghalaya
137012,07/04/2020,@narendramodi respected sir . i humbly request you to kindly extend the Lockdown n save the Nation from this virus ,Meghalaya
138644,08/04/2020,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS : https://apps.apple.com/in/app/aarogyasetu/id1505825357 please download this aap...... to detect is there any covid 19 .patients anywhere near you through bluetooth &amp;GPRS,Meghalaya
139723,08/04/2020,Captured my DJI Mavi Pro with the full moon in the background. #dji #djiglobal #lockdown #EarthHour2020 #supermoon #StayHomeStaySafe,Meghalaya
142310,08/04/2020,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS : https://apps.apple.com/in/app/aarogyasetu/id1505825357 please download this aap...... to detect is there any covid 19 .patients anywhere near you through bluetooth &amp;GPRS ,Meghalaya
142311,08/04/2020,Captured my DJI Mavi Pro with the full moon in the background. #dji #djiglobal #lockdown #EarthHour2020 #supermoon #StayHomeStaySafe,Meghalaya
145076,09/04/2020,CM Arvind Kejriwal next Prime Minister of India. Most sensible peoples representative at the moment. Legit thoughts and action. @ArvindKejriwal #kejriwal #kejriwalforprimeminister #Delhi #StayHomeIndia #lockdownextension #LockdownCoronavirus #LockdownNow #lockdown,Meghalaya
147339,09/04/2020,I have installed Aarogya Seth App and have requested to all my contacts to do the same to fight against covid 19. Please install the app. ,Meghalaya
147340,09/04/2020,CM Arvind Kejriwal next Prime Minister of India. Most sensible peoples representative at the moment. Legit thoughts and action. @ArvindKejriwal #kejriwal #kejriwalforprimeminister #Delhi #StayHomeIndia #lockdownextension #LockdownCoronavirus #LockdownNow #lockdown,Meghalaya
148661,10/04/2020,#UNITEDSIKHS team at #Shillong is preparing langar (hot meals) for more than 200 people to be distributed to the needy twice a day. Join us in our efforts by donating to our #COVID19 Emergency Relief Mission - Feed The Hungry. https://www.facebook.com/donate/2672638416356368/?fundraiser_source=external_url #CoronaVirusIndia,Meghalaya
149676,10/04/2020,@ZeeNews zee news is more dangerous virus than COVID-19..this kind of news channel should be banned permanently ,Meghalaya
152137,10/04/2020,@ZeeNews zee news is more dangerous virus than COVID-19..this kind of news channel should be banned permanently ,Meghalaya
153688,11/04/2020,Outlet Name: Midway Energy Point  RiBhoi district of Meghalaya. Fueling Ambulance at nearby hospital by Boswer facility of the Outlet and helping the needy people in the crisis. #IndiaFightsCorona #CoronaStopKaroNa #HarKaamDeshKeNaam #hpclguwahati @HPCL @Rg03Goel @hpcl_retail,Meghalaya
154682,11/04/2020,@SangmaConrad Dear sir...hon'ble chief minister of Meghalaya  First of all With due respect I would like to introduce myself...my name is satribar Sangma and I'm from Assam kamrup rural district and I wanted to go to my home town but due to covid-19 I cou,Meghalaya
154683,11/04/2020,I am really confuse why all petrol pumps are total lockdown in my state #Manipur when all states remain open 24*7. I request our honorable #CM_Manipur to give order to open all pumps so that people may not panic buying and prices of essential commodities price also will be down.,Meghalaya
154684,11/04/2020,Is lockdown extended in Meghalaya for 2 weeks?,Meghalaya
157865,11/04/2020,@SangmaConrad Dear sir...hon'ble chief minister of Meghalaya  First of all With due respect I would like to introduce myself...my name is satribar Sangma and I'm from Assam kamrup rural district and I wanted to go to my home town but due to covid-19 I cou,Meghalaya
157866,11/04/2020,I am really confuse why all petrol pumps are total lockdown in my state #Manipur when all states remain open 24*7. I request our honorable #CM_Manipur to give order to open all pumps so that people may not panic buying and prices of essential commodities price also will be down.,Meghalaya
157867,11/04/2020,Is lockdown extended in Meghalaya for 2 weeks?,Meghalaya
165345,13/04/2020,STOP the correlation between the #Coronavirus and religion. a little brains to be put into practice would be nice now. this Pandemic is a making of our own kind not the wrath of god. #usebrains #COVID19 #CoronavirusPandemic,Meghalaya
165346,13/04/2020,"Wishing you all a ""Happy & Prosperous Bizu 2020"" ""...let us all celebrate this Bizu epically"" My message to #Chakma brethren on how to celebrate this #Bizu. #BizuFestival #ChakmaBizu #ChakmaFestival #festival #COVID19 Article:https://suman-chakma.blogspot.com/2020/04/e-bizu-let-us-all-celebrate-together.html?m=0",Meghalaya
165347,13/04/2020,May this festivals bring harmony  joy and prosperity in our lives. Happy #Bihu Be sure to #takebreaks from news and social media about #COVID19. Too much news about the pandemic can be upsetting. When u do need info  get the latest frm ur state health dept. or @MoHFW_INDIA,Meghalaya
166217,13/04/2020,Here we go! Another 2 weeks of #lockdown in #Meghalaya from 15-Apr to 30-Apr. No inter-district travels permitted.,Meghalaya
166218,13/04/2020,#Shillong cops please see this. Shillong police must learn from them. @tathagata2 @narendramodi I am facing immense problem for my strays as they are not seen during this lockdown period due to shooing them away. ,Meghalaya
168564,13/04/2020,Here we go! Another 2 weeks of #lockdown in #Meghalaya from 15-Apr to 30-Apr. No inter-district travels permitted.,Meghalaya
168565,13/04/2020,#Shillong cops please see this. Shillong police must learn from them. @tathagata2 @narendramodi I am facing immense problem for my strays as they are not seen during this lockdown period due to shooing them away. ,Meghalaya
170120,14/04/2020,48 hours total Lockdown from state government and Lockdown to be remaines till 15 may 2020 .. For infected of first case of coronavirus.... In Shillong Meghalaya.... Given by #sangma,Meghalaya
170121,14/04/2020,I welcome the Decision of Our Honourable PM for extended the Lockdown till 3 May #great decision Honourable PM#We Indian will win this Fight #Covid19,Meghalaya
171472,14/04/2020,@TataSky In view of the prevailing lockdown please make all channels active. It will be helpful in keeping people staying indoors.,Meghalaya
171473,14/04/2020,48 hours total Lockdown from state government and Lockdown to be remaines till 15 may 2020 .. For infected of first case of coronavirus.... In Shillong Meghalaya.... Given by #sangma,Meghalaya
171474,14/04/2020,Read the #Thread.. Story of Modiâs lockdown math dates back to a 14th century practice ,Meghalaya
171475,14/04/2020,I welcome the Decision of Our Honourable PM for extended the Lockdown till 3 May #great decision Honourable PM#We Indian will win this Fight #Covid19,Meghalaya
175208,14/04/2020,Thousands of people gathered together in Maharashtra Mumbai Bandar mosque..... Is this what Mumbai government and police are working to solve the spreading of covid 19 ...every state has the rights to work in unity and together...... Is this how everything will be solved out..??,Meghalaya
175209,14/04/2020,@TataSky In view of the prevailing lockdown please make all channels active. It will be helpful in keeping people staying indoors.,Meghalaya
175210,14/04/2020,48 hours total Lockdown from state government and Lockdown to be remaines till 15 may 2020 .. For infected of first case of coronavirus.... In Shillong Meghalaya.... Given by #sangma,Meghalaya
175211,14/04/2020,Read the #Thread.. Story of Modiâs lockdown math dates back to a 14th century practice ,Meghalaya
175212,14/04/2020,I welcome the Decision of Our Honourable PM for extended the Lockdown till 3 May #great decision Honourable PM#We Indian will win this Fight #Covid19,Meghalaya
177652,15/04/2020,Huh? #Mizoram let better sense prevail on your people. #COVID19 ,Meghalaya
