,Tweet Posted Time (UTC),Tweet Content,Tweet Location
191405,17/04/2020,@collectorvalsad @CKharsan @vijayrupanibjp @CMOGuj @narendramodi @PMOIndia @PIB_India Ayurved dept under Jilla panchayat Valsad is doing extremely well. Received this medicine and Kadha to boost immunity. This is distributed to all people providing essent,Dadra and Nagar Haveli
191406,17/04/2020,@idea_cares @Idea @VodafoneIN U gave 3 GB data in this lock down period but due to extreme slow speed I m unable to consume not even 30% from it. Making fool by giving more data N slow speed. customers r fool? ,Dadra and Nagar Haveli
193752,18/04/2020,Lockdown keeps Extending... my soul* ,Dadra and Nagar Haveli
196228,18/04/2020,Lockdown keeps Extending... my soul* ,Dadra and Nagar Haveli
198570,19/04/2020,Precaution is better than cure. People should understand the situation and have to follow the lockdown exponentially. #Nashik #coronaupdatesindia @InfoDivNashik,Dadra and Nagar Haveli
201169,19/04/2020,Precaution is better than cure. People should understand the situation and have to follow the lockdown exponentially. #Nashik #coronaupdatesindia @InfoDivNashik,Dadra and Nagar Haveli
202607,20/04/2020,Valsad District 1st Covid19 positive case @Jaypatel41james @Zee24Kalak @PatkarRamanlal @ChetanB74190785 @jitu_vaghani @vijayrupanibjp @DrRutvij @DrKCPatel4 â at Vapi  Gujarat,Dadra and Nagar Haveli
203564,20/04/2020,Cc @ani_digital @CMOGuj @PMOIndia @vijayrupanibjp @collectorvalsad @CollectorAhd @tv9gujarati @ABPNews @abpasmitatv Look into this sir as why this things are sold at so much high rate that too in this Covid 19 situation??? â at Vapi  Gujarat,Dadra and Nagar Haveli
203565,20/04/2020,We are glad to share that DNH is now Corona free.Only one patient hv fully recovered and have tested negative.There are no fresh cases of the virus in the state.This has been possible because of cooperation of public &medical staff and strict enforcement of lockdown @PMOIndia,Dadra and Nagar Haveli
205813,20/04/2020,Cc @ani_digital @CMOGuj @PMOIndia @vijayrupanibjp @collectorvalsad @CollectorAhd @tv9gujarati @ABPNews @abpasmitatv Look into this sir as why this things are sold at so much high rate that too in this Covid 19 situation??? â at Vapi  Gujarat,Dadra and Nagar Haveli
205814,20/04/2020,We are glad to share that DNH is now Corona free.Only one patient hv fully recovered and have tested negative.There are no fresh cases of the virus in the state.This has been possible because of cooperation of public &medical staff and strict enforcement of lockdown @PMOIndia,Dadra and Nagar Haveli
207201,21/04/2020,@narendramodi Our BSG volunteers are doing duty on ATM machines At union territory of Dadra and Nagar Haveli to spread awareness about Corona virus and are also following social distance.#bsgindia#covid19 ,Dadra and Nagar Haveli
207202,21/04/2020,@narendramodi Our BSG volunteers are doing duty on ATM machines At union territory of Dadra and Nagar Haveli to spread awareness about Corona virus and are also following social distance.#bsgindia#covid19 ,Dadra and Nagar Haveli
207203,21/04/2020,As the nation battles its way through the #COVID19 pandemic  I wish all civil servants and others involved in the selfless service to the country  a very happy #CivilServicesDay. #SatyamevaJayate,Dadra and Nagar Haveli
207204,21/04/2020,Situation of today morning at Sabji Mandi in Delhi seems that there is no case of covid19  who is responsible for this  though Delhi is the centre for spreading the virus as per Govt report.,Dadra and Nagar Haveli
208160,21/04/2020,@RulaniyaDr How r you Mukesh Bro  hope you are doing well in this crucial time of COVID-19.,Dadra and Nagar Haveli
208161,21/04/2020,I understand during this lockdown period efficiency of ur system definitely reduced. Thanks for your feedback. Hope tomorrow I will received the parcel. Please convey your local service provider to deliver tomorrow. Thanks to your whole team to deliver service on lockdown period.,Dadra and Nagar Haveli
208162,21/04/2020,@CollectorDnh in DNH factory working started in village are is very sign against fighting Corona we request administrator to released all vehicle detain during lock down with gujrat govt fine system @nitin_gadkari @DawnOfDNH @DP_DNH @prafulkpatel @MohanDe,Dadra and Nagar Haveli
208163,21/04/2020,It is a shame and failure of Maharashtra chief minister and shiv sena leader Udhav Thackeray so called son of Balasaheb and the system that it could not prevent such an incident even during lockdown. #WhySystemFailsToSecureSaints,Dadra and Nagar Haveli
210362,21/04/2020,@narendramodi Our BSG volunteers are doing duty on ATM machines At union territory of Dadra and Nagar Haveli to spread awareness about Corona virus and are also following social distance.#bsgindia#covid19 ,Dadra and Nagar Haveli
210363,21/04/2020,@RulaniyaDr How r you Mukesh Bro  hope you are doing well in this crucial time of COVID-19.,Dadra and Nagar Haveli
210364,21/04/2020,I understand during this lockdown period efficiency of ur system definitely reduced. Thanks for your feedback. Hope tomorrow I will received the parcel. Please convey your local service provider to deliver tomorrow. Thanks to your whole team to deliver service on lockdown period.,Dadra and Nagar Haveli
210365,21/04/2020,@CollectorDnh in DNH factory working started in village are is very sign against fighting Corona we request administrator to released all vehicle detain during lock down with gujrat govt fine system @nitin_gadkari @DawnOfDNH @DP_DNH @prafulkpatel @MohanDe,Dadra and Nagar Haveli
210366,21/04/2020,It is a shame and failure of Maharashtra chief minister and shiv sena leader Udhav Thackeray so called son of Balasaheb and the system that it could not prevent such an incident even during lockdown. #WhySystemFailsToSecureSaints,Dadra and Nagar Haveli
213803,22/04/2020,Chilli Procurement with social distancing during the #Lockdown. #essentialcommodities #Talasari #Palghar #Maharashtra @CMOMaharashtra,Dadra and Nagar Haveli
215888,22/04/2020,Chilli Procurement with social distancing during the #Lockdown. #essentialcommodities #Talasari #Palghar #Maharashtra @CMOMaharashtra,Dadra and Nagar Haveli
217470,23/04/2020,All of us should unite and support the police. Corona virus is a very dangerous virus. All of you should live in your house. And Thnqu Soo Much All India Dr and Nurs #IndianPolice @GujaratPolice @Uppolice @DelhiPolice @PMOIndia,Dadra and Nagar Haveli
217471,23/04/2020,One good thing is that even though Corona virus has certain similarities with HIV virus structure it is not getting transmitted via placenta to newborn babies  produced by Corona virus positive mother.,Dadra and Nagar Haveli
217472,23/04/2020,#CoronaVirus Genetically engineered carries some part similar to HIV virus more than 30 mutations found out making it difficult to form vaccine may be related to 5G technology.Mysterious behaviour.But BCGvaccine HCQ Ivermectin antiHIV drugs herd immunity giving some protection.,Dadra and Nagar Haveli
217473,23/04/2020,@collectorvalsad sir  SMS received from gov guj  COVID19 tracker app not working  how to update location as per sms  please advise.,Dadra and Nagar Haveli
217474,23/04/2020,Dedicated to the God who looked alive in the world @drvkdas2 @VkdasK @Indianmedicals1 @drharshvardhan #corona #COVID19 #IndiaFightsCoronavirus,Dadra and Nagar Haveli
225014,23/04/2020,Download the digital weapon that is very important in fight against the invisible enemy covid-19. Aarogya setu is like corona alarming system that warns you when corona comes to you. #IndiaFightsCOVID19 @Comdoab @SandeepSingh_me @prafulkpatel @CollectorDnh @PMOIndia @HMOIndia,Dadra and Nagar Haveli
225015,23/04/2020,@hardikshahbjp @vijayrupanibjp @PMOIndia Covid 19 positive patient roaming here &amp; there in hospital at vapi janseva @collectorvalsad  please verify sir and if it's really happening  please take strict action against it. Together fight against Covid 19,Dadra and Nagar Haveli
225016,23/04/2020,Friend : Akal badi ya bhains? . . . . . . . . me : Lockdown. deep silence*,Dadra and Nagar Haveli
225017,23/04/2020,Birthdays during lockdown. Me : bhai Happy Birthday  chal party de. Friend : ,Dadra and Nagar Haveli
227022,23/04/2020,Download the digital weapon that is very important in fight against the invisible enemy covid-19. Aarogya setu is like corona alarming system that warns you when corona comes to you. #IndiaFightsCOVID19 @Comdoab @SandeepSingh_me @prafulkpatel @CollectorDnh @PMOIndia @HMOIndia,Dadra and Nagar Haveli
227023,23/04/2020,@hardikshahbjp @vijayrupanibjp @PMOIndia Covid 19 positive patient roaming here &amp; there in hospital at vapi janseva @collectorvalsad  please verify sir and if it's really happening  please take strict action against it. Together fight against Covid 19,Dadra and Nagar Haveli
227024,23/04/2020,Friend : Akal badi ya bhains? . . . . . . . . me : Lockdown. deep silence*,Dadra and Nagar Haveli
227025,23/04/2020,Birthdays during lockdown. Me : bhai Happy Birthday  chal party de. Friend : ,Dadra and Nagar Haveli
228656,24/04/2020,U.S. Congress girds for partisan fight on coronavirus aid for cities  states ,Dadra and Nagar Haveli
228657,24/04/2020,Mystery of India's lower death rates seems to defy coronavirus trend ,Dadra and Nagar Haveli
228658,24/04/2020,India's truckers in crisis: police checks  no food and fears of coronavirus ,Dadra and Nagar Haveli
228659,24/04/2020,1 752 New Coronavirus Cases In 24 Hours  Biggest Single Day Spike In India ,Dadra and Nagar Haveli
228660,24/04/2020,Protect yourself from the transmission of Corona Virus (Covid-19) wear mask where ever you go it will protect you from getting infected to covid-19. #plastichousevpi #wearmask #coronavirus #facemask #plastichouse #protectyourface #covid19 #coronavirusawareness #beaware,Dadra and Nagar Haveli
228661,24/04/2020,It's very difficult to contain corona virus in Mumbai. I think government in the state has failed. Central government should take charge of Maharashtra.,Dadra and Nagar Haveli
228662,24/04/2020,Shri Ranjit ji from Assam thanks PM Shri @narendramodi for his decision to extend lockdown. He also shares his experiences of tackling Coronavirus in his area. #IndiaFightsCorona #PanchayatiRajDiwas,Dadra and Nagar Haveli
228663,24/04/2020,Shri Ajay ji from Bihar shares his experiences with PM Shri @narendramodi ji from his area about Coronavirus crisis and how they are managing it. #IndiaFightsCorona #PanchayatiRajDiwas,Dadra and Nagar Haveli
228664,24/04/2020,Shri Navin from Karnataka shares his experiences with PM Shri @narendramodi ji about tackling Coronavirus outbreak in his Panchayat. He speaks about the benefits of Gareeb Kalyan Yojana and how effectively they tried to stop migration. #IndiaFightsCorona #PanchayatiRajDiwas,Dadra and Nagar Haveli
228665,24/04/2020,Shri Iqbal from UT of Jammu and Kashmir shared his experiences with PM Shri @narendramodi ji about Coronavirus combat in his Panchayat. He says that they worked on two slogans - 1. Respect all  Suspect all. 2. Stay Home Stay Safe. #PanchayatiRajDiwas #IndiaFightsCorona,Dadra and Nagar Haveli
228666,24/04/2020,In these distressing times  we must support the govt. and give off our very best to normalise things. http://www.nagjua.com #StayHome #StaySafe #COVID19 #quarantine #stayhealthy #coronavirus #corona #socialdistancing,Dadra and Nagar Haveli
228667,24/04/2020,It's so unfortunate that we share borders with Pakistan and China. Both are responsible for creating heinous activities. One openly and one secretly! #covid19,Dadra and Nagar Haveli
228668,24/04/2020,Protect yourself from the transmission of Corona Virus (Covid-19) wear mask where ever you go it will protect you from getting infected to covid-19. #plastichousevpi #wearmask #coronavirus #facemask #plastichouse #protectyourface #covid19 #coronavirusawareness #beaware,Dadra and Nagar Haveli
228669,24/04/2020,Me and my wife both work for the nation during covid19.. @PMOIndia @AyushmanNHA,Dadra and Nagar Haveli
228670,24/04/2020,In these distressing times  we must support the govt. and give off our very best to normalise things. http://www.nagjua.com #StayHome #StaySafe #COVID19 #quarantine #stayhealthy #coronavirus #corona #socialdistancing,Dadra and Nagar Haveli
228671,24/04/2020,#Asymptomatic carriers of #Covid19 are responsible for herd immunity towards virus to flatten the curve .,Dadra and Nagar Haveli
228672,24/04/2020,But they are friendly inhabitants and not genetically engineered like #COVID19 to creat #BiologicalWarfare .,Dadra and Nagar Haveli
228673,24/04/2020,It is good to see that our honourable Prime Minister Modiji is being actively interacting with each and every frontline people's of our country. @narendramodi @PMOIndia @rashtrapatibhvn #lockdownextension #IndiaFightsCorona #lockdownindia,Dadra and Nagar Haveli
228674,24/04/2020,Shri Ranjit ji from Assam thanks PM Shri @narendramodi for his decision to extend lockdown. He also shares his experiences of tackling Coronavirus in his area. #IndiaFightsCorona #PanchayatiRajDiwas,Dadra and Nagar Haveli
228675,24/04/2020,Ms Priyanka Ramdas from Maharashtra shares about her experiences of fighting Corona in her Panchayat. She also recites a poem . PM Shri @narendramodi ji encourages Priyanka ji for selling the village products directly through GeM portal. #IndiaFightsCorona #PanchayatiRajDiwas,Dadra and Nagar Haveli
228676,24/04/2020,Ms Pallavi from Punjab speaks how they erected two gates on each entrance to the village and checked movement of people. She also speaks about how they informed farmers about safe taking of vegetables etc to market for sale.@narendramodi #IndiaFightsCorona #PanchayatiRajDiwas,Dadra and Nagar Haveli
228677,24/04/2020,Smt Varsha ji speaks about how all schemes of government are reaching to all villagers during this time and helping them. She thanks PM Shri @narendramodi ji for his leadership during this time. #IndiaFightsCorona #PanchayatiRajDiwas,Dadra and Nagar Haveli
228678,24/04/2020,Shri Ajay ji from Bihar shares his experiences with PM Shri @narendramodi ji from his area about Coronavirus crisis and how they are managing it. #IndiaFightsCorona #PanchayatiRajDiwas,Dadra and Nagar Haveli
228679,24/04/2020,Shri Navin from Karnataka shares his experiences with PM Shri @narendramodi ji about tackling Coronavirus outbreak in his Panchayat. He speaks about the benefits of Gareeb Kalyan Yojana and how effectively they tried to stop migration. #IndiaFightsCorona #PanchayatiRajDiwas,Dadra and Nagar Haveli
228680,24/04/2020,Shri Iqbal from UT of Jammu and Kashmir shared his experiences with PM Shri @narendramodi ji about Coronavirus combat in his Panchayat. He says that they worked on two slogans - 1. Respect all  Suspect all. 2. Stay Home Stay Safe. #PanchayatiRajDiwas #IndiaFightsCorona ,Dadra and Nagar Haveli
237465,24/04/2020,my friend keep sending me snaps of having drinks in lockdown. me : ,Dadra and Nagar Haveli
237466,24/04/2020,me appealing modi ji to open lockdown. ,Dadra and Nagar Haveli
237467,24/04/2020,I Really hope they let people go home with safe transportation facilities.Situation is worsening day by day and its very wrong to keep people away from home.Even these lockdown days could have been used to send back stranded people.@PMOIndia @narendramodi,Dadra and Nagar Haveli
237468,24/04/2020,Eagerly waiting to join my job which is on hold due to lockdown since 6th APR. I was supposed to join on 6th only. ,Dadra and Nagar Haveli
237469,24/04/2020,Donât know if I should enjoy or be sad about the fact that i am only person in my office who still have to come. #lockdown #stillgoingoffice,Dadra and Nagar Haveli
239825,24/04/2020,my friend keep sending me snaps of having drinks in lockdown. me : ,Dadra and Nagar Haveli
239826,24/04/2020,me appealing modi ji to open lockdown. ,Dadra and Nagar Haveli
239827,24/04/2020,I Really hope they let people go home with safe transportation facilities.Situation is worsening day by day and its very wrong to keep people away from home.Even these lockdown days could have been used to send back stranded people.@PMOIndia @narendramodi,Dadra and Nagar Haveli
239828,24/04/2020,Eagerly waiting to join my job which is on hold due to lockdown since 6th APR. I was supposed to join on 6th only. ,Dadra and Nagar Haveli
239829,24/04/2020,Donât know if I should enjoy or be sad about the fact that i am only person in my office who still have to come. #lockdown #stillgoingoffice,Dadra and Nagar Haveli
241473,25/04/2020,Western media giving thanks to China for corona virus ,Dadra and Nagar Haveli
241474,25/04/2020, LOCKDOWN is not same for everyone  Respect every human facing different situation and Problems and also HELP the needy. #plastichousevpi #vapi #coronavirus #lockdown #lockdownisnotsameforall #lockdownisnotsame #lockdown2020 #besafe #safety #helpneedy #indiafightsagainstcorona,Dadra and Nagar Haveli
241475,25/04/2020,Why you hiding you poor network condition with help of covid19 infection. You have recruit worst network team for my area. Soon I will join Airtel/Jio It was my biggest mistaken for to associated with Vodafone from 2012. After lockdown I will definitely go for portability.,Dadra and Nagar Haveli
241476,25/04/2020,@IndiaPostOffice &amp; post man are symbols joy  waited hopes.... In such pandemic their effort is such markable. #IndiaWithPmModi #IndiaFightsCorona ,Dadra and Nagar Haveli
241477,25/04/2020,Thatâs how #IndiaFightsCorona ,Dadra and Nagar Haveli
241478,25/04/2020,Setting an example for the rest to follow @officechiragpas helped a migrant worker here in #DNH in midst of this #nationallockdown . Such qualities makes one a true leader #inspiringstories #IndiaFightsCorona #respect #Leadership #humanity,Dadra and Nagar Haveli
248868,25/04/2020,My school friends made this beautiful poem with presentation for those who are fighting against Covid. #CoronaFighters,Dadra and Nagar Haveli
248869,25/04/2020,Why you hiding you poor network condition with help of covid19 infection. You have recruit worst network team for my area. Soon I will join Airtel/Jio It was my biggest mistaken for to associated with Vodafone from 2012. After lockdown I will definitely go for portability.,Dadra and Nagar Haveli
248870,25/04/2020,When boredom strikes this lockdown  this is how you get over it! . BnW patterns! . . Device used: canon: m50. . . . . . . #bnwofficial #bnw #bnwlas #bnw_greatshots #bnwphoto #bnwphotography #bnwmood #lightandshadowâ¦ https://www.instagram.com/p/B_Y_cA-Jl8h/?igshid=f93lpl1ibd0o,Dadra and Nagar Haveli
251394,25/04/2020,My school friends made this beautiful poem with presentation for those who are fighting against Covid. #CoronaFighters,Dadra and Nagar Haveli
251395,25/04/2020,Why you hiding you poor network condition with help of covid19 infection. You have recruit worst network team for my area. Soon I will join Airtel/Jio It was my biggest mistaken for to associated with Vodafone from 2012. After lockdown I will definitely go for portability.,Dadra and Nagar Haveli
251396,25/04/2020,When boredom strikes this lockdown  this is how you get over it! . BnW patterns! . . Device used: canon: m50. . . . . . . #bnwofficial #bnw #bnwlas #bnw_greatshots #bnwphoto #bnwphotography #bnwmood #lightandshadowâ¦ https://www.instagram.com/p/B_Y_cA-Jl8h/?igshid=f93lpl1ibd0o,Dadra and Nagar Haveli
253259,26/04/2020,@SandeepSingh_me sir good evening I am working in karad in private company but covid19 period the employer is not giving  please help me to get the same. He is also threatened me to leave the job so many times.,Dadra and Nagar Haveli
253260,26/04/2020,Sir number of Covid19 Positive Person deta is missing,Dadra and Nagar Haveli
253261,26/04/2020,Happy to Share.! #IndiaFightsCorona ,Dadra and Nagar Haveli
253262,26/04/2020,A man is not a believer who fills his stomach while his neighbour is hungry. : Prophet Muhammad (S.A.W) #Hadith #ramdhan20 #lockdown #IndiaFightsCorona #PrayAtHome,Dadra and Nagar Haveli
260946,26/04/2020,"My neighbors were talking about covid-19 and suddenly one aunty told ""sab thik hojayega thode din me"" I literally felt like SPOILER!!!",Dadra and Nagar Haveli
260947,26/04/2020,Respected CM Sir  Please do some thing for gujarat to fight against covid-19 we are not seeing any improvement over here  we don't want to rank first in the list please do something new to stop the increasing figure day by day @vijayrupanibjp @narendramodi @AmitShah @INCIndia,Dadra and Nagar Haveli
260948,26/04/2020,Please dear govt lockdown will continue with cerfew. If this step not taken then so many patients of covid 19.We can't came out against covid 19 till December 2021 @narendramodi @PMOIndia @BJP4India @RahulGandhi @INCIndia @collectorvalsad @PatkarRamanlal @DrKCPatel4 @DrKCPatel2,Dadra and Nagar Haveli
260949,26/04/2020,Sir  first of all thank you for the work you have been doing. You are truly a hero! I do want to understand our state's vision for testing as the lockdown recedes. Are we planning a rapid scale up of mass testing? Is there a way to reduce turn around time for results?,Dadra and Nagar Haveli
260950,26/04/2020,Please dear govt lockdown will continue with cerfew. If this step not taken then so many patients of covid 19.We can't came out against covid 19 till December 2021 @narendramodi @PMOIndia @BJP4India @RahulGandhi @INCIndia @collectorvalsad @PatkarRamanlal @DrKCPatel4 @DrKCPatel2,Dadra and Nagar Haveli
260951,26/04/2020,Pls contact MS  VBCH. Necessary support during lockdown will be provided. Thanks.,Dadra and Nagar Haveli
260952,26/04/2020,Sir Few Peoples got stucked at Umbergaon in lockdown since last 34 days. It's humble request you to kindly give necessary guidelines so that they can reach their hometown in Rajasthan. @collectorvalsad @PatkarRamanlal,Dadra and Nagar Haveli
266161,26/04/2020,Sir Few Peoples got stucked at Umbergaon in lockdown since last 34 days. It's humble request you to kindly give necessary guidelines so that they can reach their hometown in Rajasthan. @collectorvalsad @PatkarRamanlal,Dadra and Nagar Haveli
268041,27/04/2020,#BlackTwitter#BJPCoronaCorruption Massive 145% profiteering exposed in coronavirus rapid test kits sold to ICMR We have seen how the BJP govt has been drowned in scam after scam  ever since they have come to power. ,Dadra and Nagar Haveli
268042,27/04/2020,How long does Corona Virus can live on different surfaces? Check them bellow. Also remember temperature also plays a big role in how long the virus can Survive. #plastichousevpi #coronalifespan #coronaondifferentsurfaces #corona #coronavirus #covid19 #besafe #beaware #lockdown,Dadra and Nagar Haveli
268043,27/04/2020,Covid19 testing capacity to be increase.,Dadra and Nagar Haveli
268044,27/04/2020,World Update #Covid19 April 27 ,Dadra and Nagar Haveli
268045,27/04/2020,Massive Scam Alert: Landed Price of Rapid Test Kid was: 245 per piece. Price ICMR bought : 600+ GST. 145% Profit for Middle Man. The idea is to keep making you and me  do hindu-muslim. While they slowly suck our blood like a leech. #BJPCoronaCorruption #COVID19 #Covid_19,Dadra and Nagar Haveli
268046,27/04/2020,PM Modi ji Who made the decision? #BJPCoronaCorruption #COVID19 #Covid_19,Dadra and Nagar Haveli
268047,27/04/2020,Now ICMR cancel their order with the Chinese firms after their loot exposed in Delhi HC Moral Organise a loot & Make it legalised. #BJPCoronaCorruption #COVID19 #Covid_19,Dadra and Nagar Haveli
268048,27/04/2020,Rep : Who gave this idea to loot in the #COVID19 kit Modi : He only Fire #BJPCoronaCorruption #Covid_19,Dadra and Nagar Haveli
268049,27/04/2020,Corruption in the time of a National Crisis : #PMCaresFund : No information about usage of funds. Self audit  instead of CAG audit. #COVID19 Test Kit Scam : Govt bought overpriced AND faulty test kits from China. Who got the kickbacks? #BJPCoronaCorruption,Dadra and Nagar Haveli
268050,27/04/2020,How long does Corona Virus can live on different surfaces? Check them bellow. Also remember temperature also plays a big role in how long the virus can Survive. #plastichousevpi #coronalifespan #coronaondifferentsurfaces #corona #coronavirus #covid19 #besafe #beaware #lockdown,Dadra and Nagar Haveli
268051,27/04/2020,Data Shows No. of Men Struck By COVID19 is Much Higher Than of Women,Dadra and Nagar Haveli
268052,27/04/2020,Data Shows No. of Men Struck By COVID19 is Much Higher Than of Women !,Dadra and Nagar Haveli
268053,27/04/2020,By This Logic Why Men Don't Wear Burqua ? Data Shows No. of Men Struck By COVID19 is Much Higher Than of Women ! @Aabhas24 @HMOIndia @republic,Dadra and Nagar Haveli
268054,27/04/2020,Sir with due respect we Vapi transport Ass have told transporters to open with caution against COVID19 and maintain time as per your advise . The Police department should also co op at ground level in making wheels moving . Jai hind.,Dadra and Nagar Haveli
268055,27/04/2020,Breaking : #DadraNagarHaveliDamanDiu #lockdown #IndiaFightsCorona @PMOIndia @HMOIndia @prafulkpatel @MohanDelkar @Lalubhai0007 @SandeepSingh_me @Minhas1Rakesh @rai_saloni @SMC_SIL @DP_DNH @dmc_daman @DmnCeodp,Dadra and Nagar Haveli
277788,27/04/2020,and still not decided when to start because of market situation dear sir under PMEGP loan govt. encourage self employee to go for small business but due to covid-19 neither I stated business nor make any income. Therefore here my humble request to you that please gives me 5 to 6,Dadra and Nagar Haveli
277789,27/04/2020,@UCOBankOfficial Dear Sir  I Sumit Agarwal applying for loan for started new business under PMEGP and granted loan by you on dated 16/03/2020 on words we have to pay EMI with interest from 07/2020 But due to COVID-19 (Lock down) I cannot startup my busine,Dadra and Nagar Haveli
277790,27/04/2020,Non-transparency on amount collected in PM Cares fund Massive 145% profiteering on #Covid_19 kits sold to ICMR Raising excise duty on Petrol &amp; Diesel when global prices have crashed to their lowest This is questionable behavior from the govt in a pandemic #BJPCoronaCorruption,Dadra and Nagar Haveli
277791,27/04/2020,#SoniaGandhi @INCIndia @RahulGandhi @priyankagandhi @ManishTewari @ashokgehlot51 @rssurjewala @DrAMSinghvi @ShashiTharoor @milinddeora @SachinPilot @salman7khurshid @PChidambaram_IN @Sharmistha_GK @JhaSanjay @Shehzad_Ind What A Help During COVID Catastrophe @Aabhas24 @HMOIndia,Dadra and Nagar Haveli
277792,27/04/2020,Massive Scam Alert: Landed Price of Rapid Test Kid was: 245 per piece. Price ICMR bought : 600+ GST. 145% Profit for Middle Man. The idea is to keep making you and me  do hindu-muslim. While they slowly suck our blood like a leech. #BJPCoronaCorruption #COVID19 #Covid_19,Dadra and Nagar Haveli
277793,27/04/2020,PM Modi ji Who made the decision? #BJPCoronaCorruption #COVID19 #Covid_19,Dadra and Nagar Haveli
277794,27/04/2020,Now ICMR cancel their order with the Chinese firms after their loot exposed in Delhi HC Moral Organise a loot & Make it legalised. #BJPCoronaCorruption #COVID19 #Covid_19,Dadra and Nagar Haveli
277795,27/04/2020,Rep : Who gave this idea to loot in the #COVID19 kit Modi : He only Fire #BJPCoronaCorruption #Covid_19,Dadra and Nagar Haveli
277796,27/04/2020,The COVID test kit is being imported by 'Matrix labs' from China  then sold to 'Rare Metabolics' for distribution &amp; then bought by ICMR. In this  the rate per kit is increasing from Rs 245 per kit to Rs 600 per kit. Why are so many middle-men needed? #BJPCoronaCorruption,Dadra and Nagar Haveli
277797,27/04/2020,Whatever Current ruling party is totaly failure in handlinh covid,Dadra and Nagar Haveli
277798,27/04/2020,@CollectorDnh Sir  Today observed vegetable transport from Nasik  which has high no of Covid-19  may lead to entry of virus in Silvassa. We are sure it is in your observation. ,Dadra and Nagar Haveli
277799,27/04/2020,@UCOBankOfficial Dear Sir  I Sumit Agarwal applying for loan for started new business under PMEGP and granted loan by you on dated 16/03/2020 on words we have to pay EMI with interest from 07/2020 But due to COVID-19 (Lock down) I cannot startup my busine,Dadra and Nagar Haveli
277800,27/04/2020,Breaking : #DadraNagarHaveliDamanDiu #lockdown #IndiaFightsCorona @PMOIndia @HMOIndia @prafulkpatel @MohanDelkar @Lalubhai0007 @SandeepSingh_me @Minhas1Rakesh @rai_saloni @SMC_SIL @DP_DNH @dmc_daman @DmnCeodp,Dadra and Nagar Haveli
277801,27/04/2020,My Bestfriend : - Bhai 149 rs. Ka recharge karde mere no. Par plzz yr Lockdown K wjaah se bahar jana muskil hai .. Me : - ,Dadra and Nagar Haveli
277802,27/04/2020,What about those people's who stucked in Delhi/Mumbai and can't go to their native place just because of the lockdown. Government is saying that they are helping to ther Poor's but only on the paper i guess. because number of people in my Area actually dying for one time food,Dadra and Nagar Haveli
277803,27/04/2020,Agreed with u @dodiavishvraj .Now got partial relief compare other areas of DNH. It too munch long full lockdown. In between no any positive case found in this areas.,Dadra and Nagar Haveli
277804,27/04/2020,@cbic_india @shipmin_india We are asking waiver only till lock down period. We are trying best to clear containers  but we need support and cooperation from all. ,Dadra and Nagar Haveli
277805,27/04/2020,All thanks to Mi trimmer in this lockdown... it's really Amazing.,Dadra and Nagar Haveli
277806,27/04/2020,#AskKapil sir lockdown kab khatam hoga any idea??,Dadra and Nagar Haveli
277807,27/04/2020,How long does Corona Virus can live on different surfaces? Check them bellow. Also remember temperature also plays a big role in how long the virus can Survive. #plastichousevpi #coronalifespan #coronaondifferentsurfaces #corona #coronavirus #covid19 #besafe #beaware #lockdown ,Dadra and Nagar Haveli
277808,27/04/2020,#Askkapil sir any suggestions you want to give people during this lockdown..!!,Dadra and Nagar Haveli
277809,27/04/2020,@JioCare The first thing I would do after lock down is  I would port my sim from jio to some other network @dDestined @dubeyanand82 @panku_chauhan_,Dadra and Nagar Haveli
277810,27/04/2020,Exactly... It's the middle class which is suffering the most.... No money left... Can't beg due to image.... What is the common man supposed to do? If lockdown is extended we need a financial package for us... We can't stay at our homes and eat Air...,Dadra and Nagar Haveli
277811,27/04/2020,I am staying Bhilad Gujarat which is near DadraNagarHaveli My company located in DNH requesting please permit Inter State Movement after 3 may 2020 or we will become Job less because our company started @PMOIndia @narendramodi #lockdown,Dadra and Nagar Haveli
277812,27/04/2020,Thanks a lot for this valuable self assessment tool .This is the best tool to evaluate for #msme in lockdown and improve there efficiency quality and productivity before market is ready and open,Dadra and Nagar Haveli
277813,27/04/2020,@narendramodi @PMOIndia @ArvindKejriwal @myogiadityanath @vijayrupanibjp @Nitinbhai_Patel sir please lockdown bada do till eid khtm na ho tab tk because sbse zyada bhid tabhi hogi agr lockdown nhi bada to digits bad skte hai to request to extend lockdown ,Dadra and Nagar Haveli
290679,27/04/2020,Agreed with u @dodiavishvraj .Now got partial relief compare other areas of DNH. It too munch long full lockdown. In between no any positive case found in this areas.,Dadra and Nagar Haveli
290680,27/04/2020,#Askkapil sir any suggestions you want to give people during this lockdown..!!,Dadra and Nagar Haveli
292452,28/04/2020,Sir pls do something for atlist we get mangoes basic rate.. so we can survive.. sir pls ensure it . I appreciate your work sir for covid19.. thanx u .. jay hind .,Dadra and Nagar Haveli
292453,28/04/2020,As no COVID19 positive case has been found in Naroli area of DNH in last 23 days  the area of containment zone has been reduced. Now  the essential shops and industries can be opened in the area outside the revised containment zone. @prafulkpatel,Dadra and Nagar Haveli
292454,28/04/2020,@prafulkpatel Right sir but here are some factory working persons is there they are not getting salaries due to covid19 and employer also not listening their polite request  please help them  without money how can their families survive .with Regards Alok,Dadra and Nagar Haveli
