,Tweet Posted Time (UTC),Tweet Content,Tweet Location
161327,12/04/2020,This is not new things  every one is knowing that India's economy will be slumped owing to covid-19 ( lockdown ). The government of India is being taken corrective measures against economic slow down. #don't give us pappu sermon.,Daman and Diu
161328,12/04/2020,@TripleH.. Workout home in COVID 19 Lockdown Address : rana street  golwad  opp kalika ambamataji temple valsad-396001 ( Gujarat / India ) Contact number : +91-9033361889 ,Daman and Diu
161329,12/04/2020,Society members clap  whistle to welcome 6-month-old Covid-19 survivor in Maharashtra #COVID__19 #Survivor #Maharashtra #baby,Daman and Diu
161330,12/04/2020,Please need to remove fear of covid so workers come on there duties Without worker production and economy growth not possible,Daman and Diu
161331,12/04/2020,5-S for COVID-19 SAFETY 1.S - Sociyal Distancing 2.S - Sanitization 3.S - Safety Use PPE 4.S - Self Discipline 5.S - Self Isolation @narendramodi @COVIDNewsByMIB,Daman and Diu
161332,12/04/2020,This is not new things  every one is knowing that India's economy will be slumped owing to covid-19 ( lockdown ). The government of India is being taken corrective measures against economic slow down. #don't give us pappu sermon.,Daman and Diu
161333,12/04/2020,@PMOIndia @BJP4India @BJP4Gujarat Just read tragic death stories of covid19 patients across world. India shld not undergo this. I agree now. Plz extend lockdown. Each one will help one. Days may pass. Corona may go. Extend lockdown.#coronavirusinindia,Daman and Diu
161334,12/04/2020,Now time to regenerate energy after lockdown hope the young entrepreneur and startup will get help to make best country ( already have a best country) in the world . #startupindia #speedygrowth,Daman and Diu
161335,12/04/2020,@TripleH.. Workout home in COVID 19 Lockdown Address : rana street  golwad  opp kalika ambamataji temple valsad-396001 ( Gujarat / India ) Contact number : +91-9033361889 ,Daman and Diu
161336,12/04/2020,Now  the so called gang started to harass @rahulkanwal nd @IndiaToday for exposing a report which shows Madrassa operated while lockdown. Same gang was in support when he carried d news which supported their ideology. But dis time its opposite. Real faces exposes!,Daman and Diu
161337,12/04/2020,@narendramodi Sir it's a kind request that services like Oyo room should not be allowed to take undue advantage of their regular norms related to terms &amp; conditions .Due to lock down students and working PPL had to move home urgently with out given 30,Daman and Diu
161338,12/04/2020,Media : @narendramodi ji u said 14 April ko lockdown khatam ho jaega.... Modi : I didn't mention the year â #QuarantineLife #QuarantineAndChill #Quarantineextend â at Valsad City,Daman and Diu
161339,12/04/2020,Distance doesnât matter when the roots are strong ! #shotoniphone #blur #greens #lockdown #throwback â at Valsad City,Daman and Diu
163996,12/04/2020,This is not new things  every one is knowing that India's economy will be slumped owing to covid-19 ( lockdown ). The government of India is being taken corrective measures against economic slow down. #don't give us pappu sermon.,Daman and Diu
163997,12/04/2020,@TripleH.. Workout home in COVID 19 Lockdown Address : rana street  golwad  opp kalika ambamataji temple valsad-396001 ( Gujarat / India ) Contact number : +91-9033361889 ,Daman and Diu
163998,12/04/2020,Society members clap  whistle to welcome 6-month-old Covid-19 survivor in Maharashtra #COVID__19 #Survivor #Maharashtra #baby,Daman and Diu
163999,12/04/2020,Please need to remove fear of covid so workers come on there duties Without worker production and economy growth not possible,Daman and Diu
164000,12/04/2020,5-S for COVID-19 SAFETY 1.S - Sociyal Distancing 2.S - Sanitization 3.S - Safety Use PPE 4.S - Self Discipline 5.S - Self Isolation @narendramodi @COVIDNewsByMIB,Daman and Diu
164001,12/04/2020,This is not new things  every one is knowing that India's economy will be slumped owing to covid-19 ( lockdown ). The government of India is being taken corrective measures against economic slow down. #don't give us pappu sermon.,Daman and Diu
164002,12/04/2020,@PMOIndia @BJP4India @BJP4Gujarat Just read tragic death stories of covid19 patients across world. India shld not undergo this. I agree now. Plz extend lockdown. Each one will help one. Days may pass. Corona may go. Extend lockdown.#coronavirusinindia,Daman and Diu
164003,12/04/2020,Now time to regenerate energy after lockdown hope the young entrepreneur and startup will get help to make best country ( already have a best country) in the world . #startupindia #speedygrowth,Daman and Diu
164004,12/04/2020,@TripleH.. Workout home in COVID 19 Lockdown Address : rana street  golwad  opp kalika ambamataji temple valsad-396001 ( Gujarat / India ) Contact number : +91-9033361889 ,Daman and Diu
164005,12/04/2020,Now  the so called gang started to harass @rahulkanwal nd @IndiaToday for exposing a report which shows Madrassa operated while lockdown. Same gang was in support when he carried d news which supported their ideology. But dis time its opposite. Real faces exposes!,Daman and Diu
164006,12/04/2020,@narendramodi Sir it's a kind request that services like Oyo room should not be allowed to take undue advantage of their regular norms related to terms &amp; conditions .Due to lock down students and working PPL had to move home urgently with out given 30,Daman and Diu
164007,12/04/2020,Media : @narendramodi ji u said 14 April ko lockdown khatam ho jaega.... Modi : I didn't mention the year â #QuarantineLife #QuarantineAndChill #Quarantineextend â at Valsad City,Daman and Diu
164008,12/04/2020,Distance doesnât matter when the roots are strong ! #shotoniphone #blur #greens #lockdown #throwback â at Valsad City,Daman and Diu
165433,13/04/2020,States are working continuously to enforce lockdown measures. Retired personnel  NSS (National Service Scheme) & NCC cadets  & officials of other depts too are assisting police in enforcing lockdown measures: Punya Salila Srivastava  Joint Secy  Ministry of Home Affairs. #COVID19,Daman and Diu
165434,13/04/2020,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS :,Daman and Diu
165435,13/04/2020,Here's a weird idea We shouldn't distribute masks for free. We should provide masks 'in exchange' for basic symptom checks. #COVID19 #Masks4All #lockdown,Daman and Diu
166365,13/04/2020,Its is very sad to tweet that Media and Social Media platform is spreading Negative news on TV and other Platforms about COVID-19.@narendramodi @AmitShah @AnupamPKher @jimitdoshi3 @jmehta_tweet @myogiadityanath @kalavadiaPankaj. They must say Positive news also. ,Daman and Diu
166366,13/04/2020,I am making a habit of daily reading and daily morning walk and leaving some shitty friends  started eating homemade food rather than packaged food. Your tweet help me many times in my past. thanks and may you and your family stay Fit during this hard time (covid-19),Daman and Diu
166367,13/04/2020,Our nation in the distress of #Covid_19 We contributed 25000/- rupees in #CMReliefFund and handed over cheque to Shri Mamlatdar Vapi from Shree Radhe Krishna Soc. Haria Hospital Road G.I.D.C. Vapi. We request all societies that generously contribute to #indiangovt,Daman and Diu
166368,13/04/2020,There is no address to the nation by the Prime Minister today: Govt Sources #COVID2019 #Covid_19,Daman and Diu
166369,13/04/2020,@SandeepSingh_me Respected sir. I am residential of Athal. Which is full lockdown area. As per this order incase my company calling on duty. Then what I do.? Confused. Following dnh administration rules n guide line. Or listening my company management ? ,Daman and Diu
166370,13/04/2020,@PMOIndia See the level of corruption. Do you still think  lockdown is helpful to Poor's....?,Daman and Diu
166371,13/04/2020,There should be complete lockdown for next 15 days no relax in lock down,Daman and Diu
166372,13/04/2020,States are working continuously to enforce lockdown measures. Retired personnel  NSS (National Service Scheme) &amp; NCC cadets  &amp; officials of other depts too are assisting police in enforcing lockdown measures: Punya Salila Srivastava  Joint Secy  Ministry of Home Affairs. #COVID19,Daman and Diu
166373,13/04/2020,Here's a weird idea We shouldn't distribute masks for free. We should provide masks 'in exchange' for basic symptom checks. #COVID19 #Masks4All #lockdown,Daman and Diu
168752,13/04/2020,Its is very sad to tweet that Media and Social Media platform is spreading Negative news on TV and other Platforms about COVID-19.@narendramodi @AmitShah @AnupamPKher @jimitdoshi3 @jmehta_tweet @myogiadityanath @kalavadiaPankaj. They must say Positive news also. ,Daman and Diu
168753,13/04/2020,I am making a habit of daily reading and daily morning walk and leaving some shitty friends  started eating homemade food rather than packaged food. Your tweet help me many times in my past. thanks and may you and your family stay Fit during this hard time (covid-19),Daman and Diu
168754,13/04/2020,Our nation in the distress of #Covid_19 We contributed 25000/- rupees in #CMReliefFund and handed over cheque to Shri Mamlatdar Vapi from Shree Radhe Krishna Soc. Haria Hospital Road G.I.D.C. Vapi. We request all societies that generously contribute to #indiangovt,Daman and Diu
168755,13/04/2020,There is no address to the nation by the Prime Minister today: Govt Sources #COVID2019 #Covid_19,Daman and Diu
168756,13/04/2020,@SandeepSingh_me Respected sir. I am residential of Athal. Which is full lockdown area. As per this order incase my company calling on duty. Then what I do.? Confused. Following dnh administration rules n guide line. Or listening my company management ? ,Daman and Diu
168757,13/04/2020,@PMOIndia See the level of corruption. Do you still think  lockdown is helpful to Poor's....?,Daman and Diu
168758,13/04/2020,There should be complete lockdown for next 15 days no relax in lock down,Daman and Diu
168759,13/04/2020,States are working continuously to enforce lockdown measures. Retired personnel  NSS (National Service Scheme) &amp; NCC cadets  &amp; officials of other depts too are assisting police in enforcing lockdown measures: Punya Salila Srivastava  Joint Secy  Ministry of Home Affairs. #COVID19,Daman and Diu
168760,13/04/2020,Here's a weird idea We shouldn't distribute masks for free. We should provide masks 'in exchange' for basic symptom checks. #COVID19 #Masks4All #lockdown,Daman and Diu
170291,14/04/2020,We are all in this together so please stay home and help us stop the spread #coviÌd19 #corona #lockdown â at Atul,Daman and Diu
170292,14/04/2020,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS : https://apps.apple.com/in/app/aarogyasetu/id1505825357 @narendramodi @PMOIndia @jitu_vaghani @DrRutvij @BJP4India @JPNadda @BJP4Gujarat @poonam_mahajan @BJYM,Daman and Diu
170293,14/04/2020,PM's 7 pleas 1. Take care of the elderly 2. Strictly follow guidelines of lockdown 3. Increase immunity  follow Ayush ministry guidelines 4. Download Arogya Setu App 5. Help poor families 6. Don't take away jobs of your employees 7. Respect Corona warriors #IndiaFightsCorona,Daman and Diu
170294,14/04/2020,We got call from Rajasthan that a âLower Middle Classâ Families in Vapi needs Some Food Fits we cont a concerned person  he himself Asked to click a picture & appeal other People to help Lower Middle class Families who has hidden Financial issues!! #IndiaFightsCorona #BJYMCares,Daman and Diu
170295,14/04/2020,We are ready to accept your great discussion and always ready to support @narendramodi #IndiaFightsCorona -Jai Hind ,Daman and Diu
170296,14/04/2020,Downloaded #AarogyaSetuApp and self checked myself and very happy to see the result. I have also shared this app's download link with all friends and inspired them to use it #IndiaFightsCorona @narendramodi @MoHFW_INDIA @drharshvardhan @PMOIndia,Daman and Diu
171784,14/04/2020,Save ourself and save the the Nation by followed the Covid 19 Guidelines. At home mango fruit is growing up. ,Daman and Diu
171785,14/04/2020,We are all in this together so please stay home and help us stop the spread #coviÌd19 #corona #lockdown â at Atul,Daman and Diu
171786,14/04/2020,This is ploy of Shiv Sena which is trying to defame Modi government. There are not fruitful advantage of lockdown in Maharashtra due to fiasco work is being done by Uddhav Thackeray.,Daman and Diu
171787,14/04/2020,Is mr thacheray and his govt not aware that the trains are shut owing to the introduction of lockdown and in the light of such situation how can it at all be thought of to ferry the migrant workers and the congregation of large workers occured solely leading utter failure_state,Daman and Diu
171788,14/04/2020,This is ploy of Shiv Sena which is trying to defame Modi government. There are not fruitful advantage of lockdown in Maharashtra due to fiasco work is being done by Uddhav Thackeray.,Daman and Diu
171789,14/04/2020,This is ploy of Shiv Sena which is trying to defame Modi government. There are not fruitful advantage of lockdown in Maharashtra due to fiasco work is being done by Uddhav Thackeray.,Daman and Diu
171790,14/04/2020,Commendable job being carried out by our Administration during this lockdown period. I highly appreciate &amp; thank all respected officers  policemen  ground staff &amp; everyone involved. Specially thankful to @prafulkpatel sir. @PMOIndia @HMOIndia,Daman and Diu
171791,14/04/2020,Huge crowd but majority is Muslim. I think this is manipulated crowd to fail of lockdown and spread corona shame on this ,Daman and Diu
171792,14/04/2020,Lockdown has been extended till 3rd May 2020 by our Honâble Prime Minister of India. Do not panic  for any essential requirements please call the helpline no 1077. #stayhome #staysafe #fightagainstcovid19,Daman and Diu
171793,14/04/2020,PM's 7 pleas 1. Take care of the elderly 2. Strictly follow guidelines of lockdown 3. Increase immunity  follow Ayush ministry guidelines 4. Download Arogya Setu App 5. Help poor families 6. Don't take away jobs of your employees 7. Respect Corona warriors #IndiaFightsCorona,Daman and Diu
171794,14/04/2020,Jya sudhi corona case solve ni thase tya sudhi lockdownj revu joyye . Lockdown open karva jase to usa itly jeva haal thase.,Daman and Diu
171795,14/04/2020,We support the lockdown extension...,Daman and Diu
171796,14/04/2020,I woke up happy this morning thinking about last day of lockdown. le modi ji at 10Am* ,Daman and Diu
171797,14/04/2020,Lockdown till 3rd May,Daman and Diu
175597,14/04/2020,Save ourself and save the the Nation by followed the Covid 19 Guidelines. At home mango fruit is growing up. ,Daman and Diu
175598,14/04/2020,We are all in this together so please stay home and help us stop the spread #coviÌd19 #corona #lockdown â at Atul,Daman and Diu
175599,14/04/2020,This is ploy of Shiv Sena which is trying to defame Modi government. There are not fruitful advantage of lockdown in Maharashtra due to fiasco work is being done by Uddhav Thackeray.,Daman and Diu
175600,14/04/2020,Is mr thacheray and his govt not aware that the trains are shut owing to the introduction of lockdown and in the light of such situation how can it at all be thought of to ferry the migrant workers and the congregation of large workers occured solely leading utter failure_state,Daman and Diu
175601,14/04/2020,This is ploy of Shiv Sena which is trying to defame Modi government. There are not fruitful advantage of lockdown in Maharashtra due to fiasco work is being done by Uddhav Thackeray.,Daman and Diu
175602,14/04/2020,This is ploy of Shiv Sena which is trying to defame Modi government. There are not fruitful advantage of lockdown in Maharashtra due to fiasco work is being done by Uddhav Thackeray.,Daman and Diu
175603,14/04/2020,Commendable job being carried out by our Administration during this lockdown period. I highly appreciate &amp; thank all respected officers  policemen  ground staff &amp; everyone involved. Specially thankful to @prafulkpatel sir. @PMOIndia @HMOIndia,Daman and Diu
175604,14/04/2020,Huge crowd but majority is Muslim. I think this is manipulated crowd to fail of lockdown and spread corona shame on this ,Daman and Diu
175605,14/04/2020,Lockdown has been extended till 3rd May 2020 by our Honâble Prime Minister of India. Do not panic  for any essential requirements please call the helpline no 1077. #stayhome #staysafe #fightagainstcovid19,Daman and Diu
175606,14/04/2020,PM's 7 pleas 1. Take care of the elderly 2. Strictly follow guidelines of lockdown 3. Increase immunity  follow Ayush ministry guidelines 4. Download Arogya Setu App 5. Help poor families 6. Don't take away jobs of your employees 7. Respect Corona warriors #IndiaFightsCorona,Daman and Diu
175607,14/04/2020,Jya sudhi corona case solve ni thase tya sudhi lockdownj revu joyye . Lockdown open karva jase to usa itly jeva haal thase.,Daman and Diu
175608,14/04/2020,We support the lockdown extension...,Daman and Diu
175609,14/04/2020,I woke up happy this morning thinking about last day of lockdown. le modi ji at 10Am* ,Daman and Diu
175610,14/04/2020,Lockdown till 3rd May,Daman and Diu
177782,15/04/2020,Daily Ritual. Air and Mind cleansing. #havana #lockdownlessons #coronavirus #coronavirusindia,Daman and Diu
177783,15/04/2020,38 deaths and 1076 new cases reported in last 24 hours. India's total number of #Coronavirus positive cases rises to 11 439 (including 9756 active cases  1306 cured/discharged/migrated and 377 deaths) #coronavirus #coronaupdatesindia #Lockdown2,Daman and Diu
177784,15/04/2020,#ThankYouCoronaWarriors India is putting up a spirited fight in its fight against COVID-19. A major chunk of credit for this goes to our frontline workers. Let us raise the spirit of the nation by thanking our Corona Warriors. via NaMo App,Daman and Diu
178938,15/04/2020,@PMOIndia Honourable @narendramodi Ji suggession in my mind is to declare new bravery Presidential awards to Doctors nurses house keeping personnel Who are fighting against Covid-19 war.Posthumas may also be considered.,Daman and Diu
178939,15/04/2020,14 American Presidents 7 Saudi Kings 48 Italian Prime Ministers 9 UN Secretary-Generals 3rd  4th  and 5th French Republics Mad Cow Disease Brexit Meghxit The Internet Apple TV Netflix ... and Covid Only because she rarely leaves her palace. Stay at Home,Daman and Diu
178940,15/04/2020,#ThankYouCoronaWarriors India is putting up a spirited fight in its fight against COVID-19. A major chunk of credit for this goes to our frontline workers. Let us raise the spirit of the nation by thanking our Corona Warriors. via NaMo App,Daman and Diu
178941,15/04/2020,Bonny  Covid-19 is contagion disease and make social distancing is core mantra.,Daman and Diu
178942,15/04/2020,Your 72 Hur community is spreading covid-19 in India deliberately. Don't give sermon.,Daman and Diu
178943,15/04/2020,Simply because Muslims are spreading covid-19 deliberately  so that maintain social distancing from them.,Daman and Diu
178944,15/04/2020,Owing to your 72 Hur community  covid-19 has been spreading in India.,Daman and Diu
178945,15/04/2020,One of my Friend became â Shayar â this lockdown season.  Aur kya bura hona baaki hai Bhagwan!? ,Daman and Diu
178946,15/04/2020,Me who doing crazy stuffs at home during the lockdown. . . inner me thinking about it at 3AM. ,Daman and Diu
178947,15/04/2020,@narendramodi ensure all necessary precautionary steps before giving relaxation in lockdown restrictions....... please. Current cases are still under control. Population we have  it will be difficult to control again! My daughter's drawing on this subject,Daman and Diu
178948,15/04/2020,@narendramodi Sir  Please ensure all necessary precautionary steps before giving relaxation in lockdown restrictions....... please.... Current cases are still under control. Population we have  it will be difficult to control again! My daughter's drawing ,Daman and Diu
178949,15/04/2020,But the que is how they gathered in this lockdown... ,Daman and Diu
178950,15/04/2020,On this day I along with the secretary of Valsad District legal authority (judge) along with the vice chairman of the Bar Council of Gujarat Pd Kaka and Mamladar Valsad visited the people who got stucked due to lock down in Rolla village #ThankYouCoronaWarriors,Daman and Diu
178951,15/04/2020,Outside from home lockdown in Mumbai ..,Daman and Diu
181295,15/04/2020,Daily Ritual. Air and Mind cleansing. #havana #lockdownlessons #coronavirus #coronavirusindia,Daman and Diu
181296,15/04/2020,38 deaths and 1076 new cases reported in last 24 hours. India's total number of #Coronavirus positive cases rises to 11 439 (including 9756 active cases  1306 cured/discharged/migrated and 377 deaths) #coronavirus #coronaupdatesindia #Lockdown2,Daman and Diu
181297,15/04/2020,@PMOIndia Honourable @narendramodi Ji suggession in my mind is to declare new bravery Presidential awards to Doctors nurses house keeping personnel Who are fighting against Covid-19 war.Posthumas may also be considered.,Daman and Diu
181298,15/04/2020,14 American Presidents 7 Saudi Kings 48 Italian Prime Ministers 9 UN Secretary-Generals 3rd  4th  and 5th French Republics Mad Cow Disease Brexit Meghxit The Internet Apple TV Netflix ... and Covid Only because she rarely leaves her palace. Stay at Home,Daman and Diu
181299,15/04/2020,#ThankYouCoronaWarriors India is putting up a spirited fight in its fight against COVID-19. A major chunk of credit for this goes to our frontline workers. Let us raise the spirit of the nation by thanking our Corona Warriors. via NaMo App,Daman and Diu
181300,15/04/2020,Bonny  Covid-19 is contagion disease and make social distancing is core mantra.,Daman and Diu
181301,15/04/2020,Your 72 Hur community is spreading covid-19 in India deliberately. Don't give sermon.,Daman and Diu
181302,15/04/2020,Simply because Muslims are spreading covid-19 deliberately  so that maintain social distancing from them.,Daman and Diu
181303,15/04/2020,Owing to your 72 Hur community  covid-19 has been spreading in India.,Daman and Diu
181304,15/04/2020,One of my Friend became â Shayar â this lockdown season.  Aur kya bura hona baaki hai Bhagwan!? ,Daman and Diu
181305,15/04/2020,Me who doing crazy stuffs at home during the lockdown. . . inner me thinking about it at 3AM. ,Daman and Diu
181306,15/04/2020,@narendramodi ensure all necessary precautionary steps before giving relaxation in lockdown restrictions....... please. Current cases are still under control. Population we have  it will be difficult to control again! My daughter's drawing on this subject,Daman and Diu
181307,15/04/2020,@narendramodi Sir  Please ensure all necessary precautionary steps before giving relaxation in lockdown restrictions....... please.... Current cases are still under control. Population we have  it will be difficult to control again! My daughter's drawing ,Daman and Diu
181308,15/04/2020,But the que is how they gathered in this lockdown... ,Daman and Diu
181309,15/04/2020,On this day I along with the secretary of Valsad District legal authority (judge) along with the vice chairman of the Bar Council of Gujarat Pd Kaka and Mamladar Valsad visited the people who got stucked due to lock down in Rolla village #ThankYouCoronaWarriors,Daman and Diu
181310,15/04/2020,Outside from home lockdown in Mumbai ..,Daman and Diu
182670,16/04/2020,@RahulGandhi You must read this out after ur todays video conferencing i think u were much confused of ZOOM App &amp; Covid19 and steps taken by PM @narendramodi in fight against Covid19. We support India's 'proactive' COVID-19 response: IMF https://www.l,Daman and Diu
182671,16/04/2020,#Covid_19 India has approved supply of life saving drugs for 55 countries globally till now amidst #COVID19 pandemic. It includes commercial as well as grant/donation of medicines like #hydroxychroloquine and #paracetamol etc. India is a trusted supplier of medicines globally.,Daman and Diu
182672,16/04/2020,I recommend this app to fight against COVID19. Please download and share it using this link : https://play.google.com/store/apps/details?id=com.niti.corhttps://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS :,Daman and Diu
182673,16/04/2020,Please Dont Allow Inter District Travel without Covid Test! #IndiaFightsCorona @narendramodi @vijayrupanibjp @poonam_mahajan,Daman and Diu
182674,16/04/2020,#IndiaFightsCorona To mitigate hardship to the public  select activities have been permitted by the Govt for the second phase of the lockdown. via NaMo App,Daman and Diu
182675,16/04/2020,@PMOIndia @narendramodi @PiyushGoyal @thekiranbedi #IndiaFightsCorona #handwashing #facemasks Ekansh telling  how We can save from corona? To follow some instructions ,Daman and Diu
183741,16/04/2020,Please Dont Allow Inter District Travel without Covid Test! #IndiaFightsCorona @narendramodi @vijayrupanibjp @poonam_mahajan,Daman and Diu
183742,16/04/2020,Its a serious matter of covid-19 n to hear that our pm shri narendra modi sir extend lockdown till 3rd of may due to daily increased of corona postive in india its a serious matter so it humble request to all my dear nd seniors plz stay home and stay safe nd please help poors. ,Daman and Diu
183743,16/04/2020,@RahulGandhi You must read this out after ur todays video conferencing i think u were much confused of ZOOM App &amp; Covid19 and steps taken by PM @narendramodi in fight against Covid19. We support India's 'proactive' COVID-19 response: IMF https://www.l,Daman and Diu
183744,16/04/2020,à¤à¤¯ à¤à¤µà¤¾à¤¨ à¤à¤¯ à¤à¤¿à¤¶à¤¾à¤¨ Hats off to this Farmers they Donating Vegetables Daily for Preparing Food Kits During This Covid Crisis!!! ,Daman and Diu
183745,16/04/2020,Pride of Gujarat #GBRC #Covid_19 #Gujarat,Daman and Diu
183746,16/04/2020,#Covid_19 India has approved supply of life saving drugs for 55 countries globally till now amidst #COVID19 pandemic. It includes commercial as well as grant/donation of medicines like #hydroxychroloquine and #paracetamol etc. India is a trusted supplier of medicines globally.,Daman and Diu
183747,16/04/2020,I am now #CoronaCommando. I am responsible to protect myself and my community from #COVID-19. I challenge everyone especially my friends and family to take the course to spread awareness on COVID-19. #SuratReadyToFight #IndiaReadyToFight #awareness #smc #coronaconmando â at Valsad City,Daman and Diu
183748,16/04/2020,Its a serious matter of covid-19 n to hear that our pm shri narendra modi sir extend lockdown till 3rd of may due to daily increased of corona postive in india its a serious matter so it humble request to all my dear nd seniors plz stay home and stay safe nd please help poors. ,Daman and Diu
183749,16/04/2020,#IndiaFightsCorona To mitigate hardship to the public  select activities have been permitted by the Govt for the second phase of the lockdown. via NaMo App,Daman and Diu
183750,16/04/2020,@prafulkpatel @PMOIndia wonderful lock down in DNH with full support to fight Corona in leadership of @narendramodi,Daman and Diu
183751,16/04/2020,Many youngsters are finding it difficult to pass their time in Corona Lockdown and cursing GOI. On the other  Youth Sea Sangh (YSS) under the guidance of Sant Shri Asharamji Bapu rendering selfless service to the nation. #à¤²à¥à¤à¤¡à¤¾à¤à¤¨_à¤®à¥à¤_à¤¸à¥à¤µà¤¾à¤ªà¤°à¤¾à¤¯à¤£_à¤à¤¶à¤¾à¤°à¤¾à¤®,Daman and Diu
183752,16/04/2020,Distribution of food & other necessities of life during Corona Lockdown by Sant Shri Asharamji Bapu is truly appreciable. #à¤²à¥à¤à¤¡à¤¾à¤à¤¨_à¤®à¥à¤_à¤¸à¥à¤µà¤¾à¤ªà¤°à¤¾à¤¯à¤£_à¤à¤¶à¤¾à¤°à¤¾à¤®à¤à¥_à¤à¤¶à¥à¤°à¤®,Daman and Diu
183753,16/04/2020,So why state extend lockdown before central announcement,Daman and Diu
183754,16/04/2020,Pl yaar someone stop him saying lockdown is not the solution. Or educated him that itâs India and if community spreading starts na then no testing would capable of holding it. Here the exposure of spreading is control by lockdown,Daman and Diu
183755,16/04/2020,We have to be ready for longer lockdown,Daman and Diu
183756,16/04/2020,Waiting to see your beard look during this Lock-down! @LuvSinha,Daman and Diu
183757,16/04/2020,Knowing self during lockdown thinking positive and drawing mindmaps with sippin coffiee... ,Daman and Diu
186383,16/04/2020,Please Dont Allow Inter District Travel without Covid Test! #IndiaFightsCorona @narendramodi @vijayrupanibjp @poonam_mahajan,Daman and Diu
186384,16/04/2020,Its a serious matter of covid-19 n to hear that our pm shri narendra modi sir extend lockdown till 3rd of may due to daily increased of corona postive in india its a serious matter so it humble request to all my dear nd seniors plz stay home and stay safe nd please help poors. ,Daman and Diu
186385,16/04/2020,@RahulGandhi You must read this out after ur todays video conferencing i think u were much confused of ZOOM App &amp; Covid19 and steps taken by PM @narendramodi in fight against Covid19. We support India's 'proactive' COVID-19 response: IMF https://www.l,Daman and Diu
186386,16/04/2020,à¤à¤¯ à¤à¤µà¤¾à¤¨ à¤à¤¯ à¤à¤¿à¤¶à¤¾à¤¨ Hats off to this Farmers they Donating Vegetables Daily for Preparing Food Kits During This Covid Crisis!!! ,Daman and Diu
186387,16/04/2020,Pride of Gujarat #GBRC #Covid_19 #Gujarat,Daman and Diu
186388,16/04/2020,#Covid_19 India has approved supply of life saving drugs for 55 countries globally till now amidst #COVID19 pandemic. It includes commercial as well as grant/donation of medicines like #hydroxychroloquine and #paracetamol etc. India is a trusted supplier of medicines globally.,Daman and Diu
186389,16/04/2020,I am now #CoronaCommando. I am responsible to protect myself and my community from #COVID-19. I challenge everyone especially my friends and family to take the course to spread awareness on COVID-19. #SuratReadyToFight #IndiaReadyToFight #awareness #smc #coronaconmando â at Valsad City,Daman and Diu
186390,16/04/2020,Its a serious matter of covid-19 n to hear that our pm shri narendra modi sir extend lockdown till 3rd of may due to daily increased of corona postive in india its a serious matter so it humble request to all my dear nd seniors plz stay home and stay safe nd please help poors. ,Daman and Diu
186391,16/04/2020,#IndiaFightsCorona To mitigate hardship to the public  select activities have been permitted by the Govt for the second phase of the lockdown. via NaMo App,Daman and Diu
186392,16/04/2020,@prafulkpatel @PMOIndia wonderful lock down in DNH with full support to fight Corona in leadership of @narendramodi,Daman and Diu
186393,16/04/2020,Many youngsters are finding it difficult to pass their time in Corona Lockdown and cursing GOI. On the other  Youth Sea Sangh (YSS) under the guidance of Sant Shri Asharamji Bapu rendering selfless service to the nation. #à¤²à¥à¤à¤¡à¤¾à¤à¤¨_à¤®à¥à¤_à¤¸à¥à¤µà¤¾à¤ªà¤°à¤¾à¤¯à¤£_à¤à¤¶à¤¾à¤°à¤¾à¤®,Daman and Diu
186394,16/04/2020,Distribution of food & other necessities of life during Corona Lockdown by Sant Shri Asharamji Bapu is truly appreciable. #à¤²à¥à¤à¤¡à¤¾à¤à¤¨_à¤®à¥à¤_à¤¸à¥à¤µà¤¾à¤ªà¤°à¤¾à¤¯à¤£_à¤à¤¶à¤¾à¤°à¤¾à¤®à¤à¥_à¤à¤¶à¥à¤°à¤®,Daman and Diu
186395,16/04/2020,So why state extend lockdown before central announcement,Daman and Diu
186396,16/04/2020,Pl yaar someone stop him saying lockdown is not the solution. Or educated him that itâs India and if community spreading starts na then no testing would capable of holding it. Here the exposure of spreading is control by lockdown,Daman and Diu
186397,16/04/2020,We have to be ready for longer lockdown,Daman and Diu
186398,16/04/2020,Waiting to see your beard look during this Lock-down! @LuvSinha,Daman and Diu
186399,16/04/2020,Knowing self during lockdown thinking positive and drawing mindmaps with sippin coffiee... ,Daman and Diu
187917,17/04/2020,Over Night Decision of Gathering Fund & Making some Thousand Kits for industrial workers  Labourers  lower Middle class families by New Born âWe Care Foundationâ Proud to be part of it!! #IndiaFightsCorona #ValsadFightsCorona #Dharampur #Kaprada @narendramodi,Daman and Diu
188940,17/04/2020,@collectorvalsad @CKharsan @vijayrupanibjp @CMOGuj @narendramodi @PMOIndia @PIB_India Ayurved dept under Jilla panchayat Valsad is doing extremely well. Received this medicine and Kadha to boost immunity. This is distributed to all people providing essent,Daman and Diu
188941,17/04/2020,Let's come out your hobbies in free time during lock down. I made sketch of Lord Shiva#StayHome ,Daman and Diu
188942,17/04/2020,@idea_cares @Idea @VodafoneIN U gave 3 GB data in this lock down period but due to extreme slow speed I m unable to consume not even 30% from it. Making fool by giving more data N slow speed. customers r fool? ,Daman and Diu
