,Tweet Posted Time (UTC),Tweet Content,Tweet Location
187804,17/04/2020,ð15- Please understand seriously If you stay healthy  we will be healthy  and if we stay healthy  the country will be healthy. #StayHome #Corona #COVID19 #StayHomeStaySafe #coronavirus #IndiaFightsCorona #COVID,Jharkhand
187805,17/04/2020,ð15- Please understand seriously If you stay healthy  we will be healthy  and if we stay healthy  the country will be healthy. #StayHome #Corona #COVID19 #StayHomeStaySafe #coronavirus #IndiaFightsCorona #COVID,Jharkhand
187806,17/04/2020,#IndiaFightsCorona Industries that can operate wef April 20  2020 #subhashpandeyofficial,Jharkhand
187807,17/04/2020,#IndiaFightsCorona India is actively containing COVID-19. The new guidelines by the Modi Govt prescribe SOPs for Social Distancing at offices  workplaces  factories and establishments and penalties for offences regarding violation of lockdown measures. via NaMo App,Jharkhand
188743,17/04/2020,ð15- Please understand seriously If you stay healthy  we will be healthy  and if we stay healthy  the country will be healthy. #StayHome #Corona #COVID19 #StayHomeStaySafe #coronavirus #IndiaFightsCorona #COVID ,Jharkhand
188744,17/04/2020,#IndiaFightsCorona India is actively containing COVID-19. The new guidelines by the Modi Govt prescribe SOPs for Social Distancing at offices  workplaces  factories and establishments and penalties for offences regarding violation of lockdown measures. via NaMo App,Jharkhand
188745,17/04/2020,what is your covid-19 test result?? @thakur_shivangi,Jharkhand
188746,17/04/2020,@DC_Chaibasa working with ppl at grassroots under Tonto block of west singhbhum district in jharkhand and inculcating awareness on epidemic Covid-19. Distribution of mask and soap at work place in purnapani today. ,Jharkhand
188747,17/04/2020,@realDonaldTrump What a good gesture. In USA  a father called Police and told it was his son's Birthday and no one came due to Covid-19. See the amazing response from Police! .we always with you America ,Jharkhand
188748,17/04/2020,@PetroleumMin @dpradhanbjp @MoPNG_eSeva @HemantSorenJMM @BokaroDc our HP gas distributor #RadheShyamHPGas #chando_peterwar_bokaro We don't have cooking gas for last 2days in this lockdown my mother is alone in my home #Saram_Gomia_Bokaro kindly do the nee,Jharkhand
188749,17/04/2020,@HemantSorenJMM @DC_Ramgarh Sir many students of jharkhand are studying in kota.All the students are stuck there due to lockdown .UP state has arranged the buses for students so that they return their home. So Sir please kindly make some arrangement for o,Jharkhand
188750,17/04/2020,@reliancejio I request you kindly serve a good service of internet. We are facing lots of problems in lockdown due to you low speed of internet. Like online classes for my child. Address:- Lalganj shahpur  Daltonganj  palamu Jharkhand Pin:-822110 Kindly r,Jharkhand
188751,17/04/2020,#IndiaFightsCorona India is actively containing COVID-19. The new guidelines by the Modi Govt prescribe SOPs for Social Distancing at offices  workplaces  factories and establishments and penalties for offences regarding violation of lockdown measures. via NaMo App,Jharkhand
188752,17/04/2020,When I meet my friends after Lockdown Le me: ,Jharkhand
188753,17/04/2020,Dear Sir plz direct all the LPG distributors to provide refill cylinders at consumer's door step Here #RadheshyamGasHP distributor of Chando Peterwar Bokaro forcing people to collect cylinder from home delivery.But it's impossible during #lockdown Distubuturnb9661003055 #saram,Jharkhand
191151,17/04/2020,@JharkhandCMO @jharkhand181 Dear  government why jharkhand isn't showing any progress towards recovering the coronavirus patients. Well I am not here to criticize the government but just want to draw the attention of medical team towards what is really im,Jharkhand
191152,17/04/2020,ð15- Please understand seriously If you stay healthy  we will be healthy  and if we stay healthy  the country will be healthy. #StayHome #Corona #COVID19 #StayHomeStaySafe #coronavirus #IndiaFightsCorona #COVID,Jharkhand
191153,17/04/2020,ð15- Please understand seriously If you stay healthy  we will be healthy  and if we stay healthy  the country will be healthy. #StayHome #Corona #COVID19 #StayHomeStaySafe #coronavirus #IndiaFightsCorona #COVID ,Jharkhand
191154,17/04/2020,#IndiaFightsCorona India is actively containing COVID-19. The new guidelines by the Modi Govt prescribe SOPs for Social Distancing at offices  workplaces  factories and establishments and penalties for offences regarding violation of lockdown measures. via NaMo App,Jharkhand
191155,17/04/2020,what is your covid-19 test result?? @thakur_shivangi,Jharkhand
191156,17/04/2020,@DC_Chaibasa working with ppl at grassroots under Tonto block of west singhbhum district in jharkhand and inculcating awareness on epidemic Covid-19. Distribution of mask and soap at work place in purnapani today. ,Jharkhand
191157,17/04/2020,@realDonaldTrump What a good gesture. In USA  a father called Police and told it was his son's Birthday and no one came due to Covid-19. See the amazing response from Police! .we always with you America ,Jharkhand
191158,17/04/2020,@PetroleumMin @dpradhanbjp @MoPNG_eSeva @HemantSorenJMM @BokaroDc our HP gas distributor #RadheShyamHPGas #chando_peterwar_bokaro We don't have cooking gas for last 2days in this lockdown my mother is alone in my home #Saram_Gomia_Bokaro kindly do the nee,Jharkhand
191159,17/04/2020,@HemantSorenJMM @DC_Ramgarh Sir many students of jharkhand are studying in kota.All the students are stuck there due to lockdown .UP state has arranged the buses for students so that they return their home. So Sir please kindly make some arrangement for o,Jharkhand
191160,17/04/2020,@reliancejio I request you kindly serve a good service of internet. We are facing lots of problems in lockdown due to you low speed of internet. Like online classes for my child. Address:- Lalganj shahpur  Daltonganj  palamu Jharkhand Pin:-822110 Kindly r,Jharkhand
191161,17/04/2020,#IndiaFightsCorona India is actively containing COVID-19. The new guidelines by the Modi Govt prescribe SOPs for Social Distancing at offices  workplaces  factories and establishments and penalties for offences regarding violation of lockdown measures. via NaMo App,Jharkhand
191162,17/04/2020,When I meet my friends after Lockdown Le me: ,Jharkhand
191163,17/04/2020,Dear Sir plz direct all the LPG distributors to provide refill cylinders at consumer's door step Here #RadheshyamGasHP distributor of Chando Peterwar Bokaro forcing people to collect cylinder from home delivery.But it's impossible during #lockdown Distubuturnb9661003055 #saram,Jharkhand
192708,18/04/2020,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS : https://apps.apple.com/in/app/aarogyasetu/id1505825357 @narendramodi @WHO,Jharkhand
193563,18/04/2020,I suggest punishment like sanitization of area n taking care of #Covid_19 patient for culprits &amp; lawbreaker @MumbaiPolice,Jharkhand
193564,18/04/2020,Dear Sir @OfficeofUT Please find attached receipt for the #Covid_19. This hospital is charging â¹6 400 for each test.,Jharkhand
193565,18/04/2020,Why don't @RahulGandhi @INCIndia said their #TabligiJamaat #Rohingyas BROTHERS &amp; leader to come out of hide and support #PMModi in fight against #Covid_19india   I'm sure he can make appeal n they will listen ?,Jharkhand
193566,18/04/2020,Lets get United for fight against CORONA(COVID-19) #DAVPUBLICSOCHOOL #ONEINDIA #StayHome #StayHomeSaveLives @PMOIndia #Prouddavin #muskurayegaindia ,Jharkhand
193567,18/04/2020,My first selfie of #Lockdown. ,Jharkhand
193568,18/04/2020,I see this beautiful sight every evening from my house. And I feel great &amp; peace. #photography #nature #view #peace #love #quarantine #lockdown #Time_utilized_in_lockdown ,Jharkhand
193569,18/04/2020,There are 2 different law of lockdown in india. One for kota n kumarswamy jaise logo ke liye and other for worker and common people. Clear difference between 2 type of india. @DC_Ramgarh @JharkhandCMO 5 students in Ramgarh also want to go home . They need urgent help.,Jharkhand
193570,18/04/2020,@CMOTamilNadu ji please helf the jharkhandis stranded in vellore #Lockdown @jharkhand181 @C0VID19IND @PMOIndia @JharkhandCMO,Jharkhand
193571,18/04/2020,We r in partappur chatra dist ofJharkhand asits my maternal home&we came to attend function & got stuck in lockdown.Trying to contact the local admin its really necessary for us to travel tobokaro due to my parents medication needs.Grantpermission pls. @HemantSorenJMM @DCChatra,Jharkhand
193572,18/04/2020,Sir the longer the lockdown better the discovery of your- eternal truth in upwards,Jharkhand
195992,18/04/2020,I suggest punishment like sanitization of area n taking care of #Covid_19 patient for culprits &amp; lawbreaker @MumbaiPolice,Jharkhand
195993,18/04/2020,Dear Sir @OfficeofUT Please find attached receipt for the #Covid_19. This hospital is charging â¹6 400 for each test.,Jharkhand
195994,18/04/2020,Why don't @RahulGandhi @INCIndia said their #TabligiJamaat #Rohingyas BROTHERS &amp; leader to come out of hide and support #PMModi in fight against #Covid_19india   I'm sure he can make appeal n they will listen ?,Jharkhand
195995,18/04/2020,Lets get United for fight against CORONA(COVID-19) #DAVPUBLICSOCHOOL #ONEINDIA #StayHome #StayHomeSaveLives @PMOIndia #Prouddavin #muskurayegaindia ,Jharkhand
195996,18/04/2020,My first selfie of #Lockdown. ,Jharkhand
195997,18/04/2020,I see this beautiful sight every evening from my house. And I feel great &amp; peace. #photography #nature #view #peace #love #quarantine #lockdown #Time_utilized_in_lockdown ,Jharkhand
195998,18/04/2020,There are 2 different law of lockdown in india. One for kota n kumarswamy jaise logo ke liye and other for worker and common people. Clear difference between 2 type of india. @DC_Ramgarh @JharkhandCMO 5 students in Ramgarh also want to go home . They need urgent help.,Jharkhand
195999,18/04/2020,@CMOTamilNadu ji please helf the jharkhandis stranded in vellore #Lockdown @jharkhand181 @C0VID19IND @PMOIndia @JharkhandCMO,Jharkhand
196000,18/04/2020,We r in partappur chatra dist ofJharkhand asits my maternal home&we came to attend function & got stuck in lockdown.Trying to contact the local admin its really necessary for us to travel tobokaro due to my parents medication needs.Grantpermission pls. @HemantSorenJMM @DCChatra,Jharkhand
196001,18/04/2020,Sir the longer the lockdown better the discovery of your- eternal truth in upwards,Jharkhand
197461,19/04/2020,Coronavirus Tweets from Indian authorities #coronavirus ,Jharkhand
197462,19/04/2020,What if #China will be found guilty for spreading virus knowingly.What will #USA do? Current #World situation is really bad due to #CoronaVirus but post situation will be much more critical. #COVID #ChinaMustExplain,Jharkhand
197463,19/04/2020,@ModiforPMOrg India should start immediate research about MICROVITUM to stop the bad effects like corona virus? MICROVITUM is a new theory so it needs Govt should start research about it.,Jharkhand
197464,19/04/2020,AIMIM Floor Leader Akbaruddin Owaisi chaired a meeting at Owaisi Hospital in light of the COVID19 situation ,Jharkhand
198396,19/04/2020,What if #China will be found guilty for spreading virus knowingly.What will #USA do? Current #World situation is really bad due to #CoronaVirus but post situation will be much more critical. #COVID #ChinaMustExplain,Jharkhand
198397,19/04/2020,@HemantSorenJMM @INCIndia @ambaprasad07 you are doing great job during covid 19 pandemic. You are true representative of people. Serving the humankind above party politics. Way to go ahead. Lot of blessing from people of Barkagoan vidhansabha Ravi Saunda ,Jharkhand
198398,19/04/2020,@PMOIndia @JharkhandCMO @DC_Palamu @md_jbvnl taking attention towards poor condition of electricity.we are following lockdown and staying at home but why the condition of electricity in palamau district of Jharkhand is worst. Is electricity doesn't come u,Jharkhand
198399,19/04/2020,Amazed by the cuteness and commitment of this little one!! @narendramodi sir  the impact you have on each one of us #modiuncletold #lockdown #StayatHome,Jharkhand
200958,19/04/2020,Coronavirus Tweets from Indian authorities #coronavirus ,Jharkhand
200959,19/04/2020,What if #China will be found guilty for spreading virus knowingly.What will #USA do? Current #World situation is really bad due to #CoronaVirus but post situation will be much more critical. #COVID #ChinaMustExplain,Jharkhand
200960,19/04/2020,@ModiforPMOrg India should start immediate research about MICROVITUM to stop the bad effects like corona virus? MICROVITUM is a new theory so it needs Govt should start research about it.,Jharkhand
200961,19/04/2020,What if #China will be found guilty for spreading virus knowingly.What will #USA do? Current #World situation is really bad due to #CoronaVirus but post situation will be much more critical. #COVID #ChinaMustExplain,Jharkhand
200962,19/04/2020,@HemantSorenJMM @INCIndia @ambaprasad07 you are doing great job during covid 19 pandemic. You are true representative of people. Serving the humankind above party politics. Way to go ahead. Lot of blessing from people of Barkagoan vidhansabha Ravi Saunda ,Jharkhand
200963,19/04/2020,@PMOIndia @JharkhandCMO @DC_Palamu @md_jbvnl taking attention towards poor condition of electricity.we are following lockdown and staying at home but why the condition of electricity in palamau district of Jharkhand is worst. Is electricity doesn't come u,Jharkhand
200964,19/04/2020,Amazed by the cuteness and commitment of this little one!! @narendramodi sir  the impact you have on each one of us #modiuncletold #lockdown #StayatHome,Jharkhand
202493,20/04/2020,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS : https://apps.apple.com/in/app/aarogyasetu/id1505825357 @narendramodi @AppSetu @deepakkrkashya1 @WHO @manakgupta,Jharkhand
203396,20/04/2020,Honorable Shri @ArvindKejriwal Sir @drharshvardhan Sir  Please help this family. All of us already scared due to COVID-19 and if government and administration will not build-up a confidence among us then how we fight against COVID-19. Plz acknowledge and do the needful. ,Jharkhand
203397,20/04/2020,#coronavirusinindia So  the lockdown has been extended and it feels like self-isolation and social distancing is the new normal. We know being home 24x7 isn't easy for a lot of people. Coupled with uncertainty about the present and the future  there is a lot going on.,Jharkhand
203398,20/04/2020,Keep Your Face To The Light & Shine And You Cannot See A Shadow. ... #Lockdown_2.0 #Stay_Home #Save_Life,Jharkhand
203399,20/04/2020,Such a honest post by someone that wot is lockdown is all about for couples. ,Jharkhand
203400,20/04/2020,@DCChatra @JharkhandCMO We r in partappur chatra dist ofJharkhand  my maternal home we came to attend function &amp; got stuck due to lockdown.Trying to contact the local admin bcoz its really necessary for us to travel back my hometown bokaro due to my p,Jharkhand
203401,20/04/2020,Lockdown.... Boring time..... . Want you Watch Mahesh Babu Movie in Repeat.... . Suggest me a Movie which I Should watch First... ,Jharkhand
203402,20/04/2020,Condition of electricity is very poor in #jharkhand considering every commercial activity is at halt in #lockdown and residential is only matter that too seems like distance dream @HemantSorenJMM @MinOfPower,Jharkhand
205584,20/04/2020,Honorable Shri @ArvindKejriwal Sir @drharshvardhan Sir  Please help this family. All of us already scared due to COVID-19 and if government and administration will not build-up a confidence among us then how we fight against COVID-19. Plz acknowledge and do the needful. ,Jharkhand
205585,20/04/2020,#coronavirusinindia So  the lockdown has been extended and it feels like self-isolation and social distancing is the new normal. We know being home 24x7 isn't easy for a lot of people. Coupled with uncertainty about the present and the future  there is a lot going on.,Jharkhand
205586,20/04/2020,Keep Your Face To The Light & Shine And You Cannot See A Shadow. ... #Lockdown_2.0 #Stay_Home #Save_Life,Jharkhand
205587,20/04/2020,Such a honest post by someone that wot is lockdown is all about for couples. ,Jharkhand
205588,20/04/2020,@DCChatra @JharkhandCMO We r in partappur chatra dist ofJharkhand  my maternal home we came to attend function &amp; got stuck due to lockdown.Trying to contact the local admin bcoz its really necessary for us to travel back my hometown bokaro due to my p,Jharkhand
205589,20/04/2020,Lockdown.... Boring time..... . Want you Watch Mahesh Babu Movie in Repeat.... . Suggest me a Movie which I Should watch First... ,Jharkhand
205590,20/04/2020,Condition of electricity is very poor in #jharkhand considering every commercial activity is at halt in #lockdown and residential is only matter that too seems like distance dream @HemantSorenJMM @MinOfPower,Jharkhand
208014,21/04/2020,"Mahto was unmarried & had been working as a driver of a water tanker truck in Delhi for the past 7 yrs. Mahtoâs relatives informed they wouldnât be able to attend his last rites because of lockdown.â #IndiaStarving,Bihar,joy
2020-04-21,Ramji Mahto had covered around two-thirds of the distance when he collapsed on the road. Taken to a hospital  the 45-year-old migrant from Begusarai  Bihar  was declared dead on arrival â another collateral casualty of the Covid-19 lockdown. #IndiaStarving https://www.telegraphindia.com/india/coronavirus-lockdown-migrant-falls-and-dies-on-pm-modis-turf/cid/1765839?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=tt_daily_twit,Bihar,neutral
2020-04-21,@sardesairajdeep @BJP4India Good morning sir. I am NachiketaNEEM2034 from Samastipur working for Mswipe Technologies Pvt Ltd as CRM Team in Samastipur.Sir company denied to pay our salary for the month of March &amp; April due to Lockdown so please help.,Bihar,sadness
2020-04-21,As it is being seen  COVID 19 virus is changing it's nature  many cases r coming with no symptoms  under such situation it's very difficult to understand what should be done  Alone lock down will be effective enough or other measurers to be taken.. @NitishKumar @MoHFW_INDIA,Bihar,joy
2020-04-21,How Many More Deaths will we see? Lockdown Cannot mean Knockdown of the Poor! The Goverment should Immediately ensure safe transportation of the Workers to their homes after testing  like the Students were taken home from Kota by the UP govt! #MigrantWorkers MigrantLivesMatter,Bihar,sadness
2020-04-21,@BJP4India @BJP4India Good morning sir. I am Nachiketa NEEM2034 from Samastipur working for Mswipe Technologies Pvt Ltd as CRM Team in Samastipur.Sir company denied to pay our salary for the month of March &amp; April due to Lockdown so please help.,Bihar,sadness
2020-04-21,@narendramodi @BJP4India Good morning sir. I am Nachiketa Neem2034 from Samastipur working in Mswipe Pvt Ltd as CRM Team in Samastipur.Sir company denied to pay our salary for the month of March due to Lockdown please help.,Bihar,neutral
2020-04-21,They can link anything in this world to Lockdown and BJP to blame Modi. Perfect example. #ndtvirus,Bihar,joy
2020-04-21,Union HRD Minister held a review meeting on @SWAYAMMHRD &amp; #SWAYAMPrabha on 20 April 2020 in New Delhi. Currently  over 26 lakh students are taking 574 courses online. Such steps during lockdown are very appreciable in the interest of students. @CommissionerNVS @SantoshKMall1,Bihar,joy
2020-04-21,@IndiGo6E @IndiGo6E My PNR is NHY55P My flight was cancelled due to extended lock down period for covid-19 So  as per guidelines given by @DGCAIndia I want full refund in my bank account   not as a credit shell. When i get refund in my account??? Contact me @SahityaSanjeet,Bihar,neutral
2020-04-21,@BjpBiplab Sir we are currently work in Raipur Chhattisgarh Sanjeevani cbcc cancer hospital as a Radiotherapy Technologists me and my friend from Ranirbazar and bishalghar due to lockdown we are unable to come our native home Tripura plz sir help us our family worried about us ,Chhattisgarh,sadness
2020-04-21,@RaipurPoliceCG Raipur Police team has done an exemplry and commendable job during lock down. This force has been a blend of strictness and politeness. Proud of our Raipur Police. Well done Team. Salute to each and every one of you.,Chhattisgarh,sadness
2020-04-21,Indian Red Cross Society Salcete interaction and COVID awareness for the construction team of Ctr. Santosh George on 17th April 2020 at Aquem and Agalli  Margao  Goa. @Indian Red Crossâ¦ https://www.instagram.com/p/B_PxnAKjhLe-2CgC3TFUfSOVLY3qcPdSrD6QAM0/?igshid=pmq7s82qia0a,Goa,neutral
2020-04-21,Thanking all the Frontline fighters for controlling the spread of COVID-19 and keeping everyone safe. #baywatchresortgoa #dudhsagarsparesort #baywatchexpress #sandahotels #coronawarriors #bestrong #bepositiveâ¦ https://www.instagram.com/p/B_PZdu4HRce/?igshid=1p6tuebd07i4m,Goa,anger
2020-04-21,@billieeilish i know you wont check it out but since covid-19 is out and we are all on lockdown i did a cover on your song Bad Guy i hope u check it out and lemme know how is it https://youtu.be/-vArt9541iQ #badguy #BillieEilish #songcover #music,Goa,neutral
2020-04-21,#goapolice thanks the residents of #Goa for their cooperation. We are now cautiously optimistic about being free of Covid-19. Please continue to #StayHomeStaySafe and follow #lockdown protocol so we can flatten the curve. #GoaFightsCOVID19 @dip_goa @goacm,Goa,sadness
2020-04-21,@IndiGo6E My PNR is DDKI6Y My flight is cancelled due to Covid-19 (which was scheduled on 15th April 2020) So as per guidelines from @DGCAIndia I want full refund in my bank Account  not as a credit shell Contact me @zombieekilerr,Goa,sadness
2020-04-21,Mass hysteria created by #Indianmedia is destroying economy by sensational coverage of Covid-19. They should show actual facts and figures released by states. #PMOfIndia should act to stop negative news all the time on TV. #FakePandemic #CoronaVirusHOAX #IndiaFightsCorona #COVID,Goa,sadness
2020-04-21,The National Agriculture Market (e-NAM) portal has been revamped by adding two new modules (a) warehouse based trading module and (b) Farmer Producer Organizations module. decongest wholesale markets & to boost the supply chains during the prevailing lockdown @AgriGoI,Goa,joy
2020-04-21,Congrats PM Modi ji fr the respect shown by ur own party MLAs frm MP going fr swearing in ceremony & non was seen wearing mask nor maintaining social distancing it seems this lock down framed only fr ordinary citizen this politician r above all this big cheers to u fr fooling us,Goa,sadness
2020-04-21,@billieeilish i know you wont check it out but since covid-19 is out and we are all on lockdown i did a cover on your song Bad Guy i hope u check it out and lemme know how is it https://youtu.be/-vArt9541iQ #badguy #BillieEilish #songcover #music,Goa,neutral
2020-04-21,@ihelp_foundation_goa Team reaching out to the people in need since Day 1 of lockdown and providing them with cooked food and ration supplies. . #goafightscovid19 #Corona #Covid19India #COVIDkindness #makesomeonesmile #helptheneedy #ihelp #ihelpfoundationgoa #goa #india ,Goa,anger
2020-04-21,#goapolice thanks the residents of #Goa for their cooperation. We are now cautiously optimistic about being free of Covid-19. Please continue to #StayHomeStaySafe and follow #lockdown protocol so we can flatten the curve. #GoaFightsCOVID19 @dip_goa @goacm,Goa,sadness
2020-04-21,Informed CM about issues faced by taxi owners due to lockdown  requested for relaxation on various issues. Goa Govt has arranged quarantine centers for around 7000 seafarers in 130 hotels across Goa  tweets #Goa RDA &amp; Ports minister @MichaelLobo76 #GoaFightsCOVID19,Goa,joy
2020-04-21,@IndiGo6E my PNR no.VHEP3P .My flight was cancelled due to covid-19 so as per guidelines from I want full refund in my bank account not as credit shell. @IndiGo6E,Gujarat,sadness
2020-04-21, Don't let the behaviour of other destroy your inner peace #stayhome #stayathome #staysafe #save #life #covid #coviÌd19 #indian #strong #go #corona #go #meeting #memories #with #besty @Club O7 https://www.instagram.com/p/B_PWPwbl3O0/?igshid=15mak8v0x4rjp,Gujarat,surprise
2020-04-21,Hey  I am going to meet my loved ones my Dad my sister my cousins....itâs lockdown in India and my Dad stays alone so he Iâll be meeting him.....,Gujarat,joy
2020-04-21,I'm gonna go crazy due to this lockdown ,Gujarat,anger
2020-04-21,@PMOIndia Dear Sir  pl help me. I am only son of my parents who are staying in Indirapuram  Ghaziabad &amp; my father who is bed ridden with multiple diseases needs me. His pacemaker battery needs to be replaced immediately &amp; I am stuck in Ahmedabad since lockdown all alone. pl â at Bakeri City,Gujarat,surprise
2020-04-21,Respected @vijayrupanibjp plz look at this clip how strick ahmdabad lockdown is following .As you know day by day cases are increasing plz take action if possible to reduce the Corona count . @PMOIndia @narendramodi @AmitShah @HardikPatel_ @GujaratPolice â at The Vishalla,Gujarat,sadness
2020-04-21,At L1 COVID Hospital Shamli ,Haryana,neutral
2020-04-21,@dpradhanbjp sir as all we know the prices of crude oil are much lower than before  so why dont we purchase the crude oil now n fill our reserves so that after lock down we can use that n save crores @PMOIndia @narendramodi,Haryana,joy
2020-04-21,You all know very well that due to lockdown there are many needy people  families which cannot afford food expenses..So it's our duty that we should help...So guyzzz kindly requested to you all that #ServeNeedyInLockdown Follow the @Gurmeetramrahim Ji's guidance and help them.,Haryana,sadness
2020-04-21,#à¤¸à¤à¤¤à¥à¤_à¤à¥_à¤à¤à¤¸à¤¾à¤«_à¤¦à¥ #CoronaPoliticsHurts #IStandWithSonuNigam #Covid_19 It's same news like China giving mask and sanitizer"". Those who spread the virus  now acting humanitarian to gain support and sympathy. Md. Saad should surrender first",Jharkhand
208015,21/04/2020,Small small steps comes out with big results. You are monitoring minutely on the activities which violets government guidelines. #Very impressive sir. We must adhere social distancing to beat #COVID-19. I hope in your administrative and leadership  We will beat Pandemic,Jharkhand
208016,21/04/2020,Lockdown main please bahar na nikle #StayAtHome #lockdown #COVIDã¼19 #pleasestaysafepleasestayhome @selenagomez @emraanhashmi @Rdraj7788 @Twitter @NICKIMINAJ,Jharkhand
208017,21/04/2020,@HemantSorenJMM Respected CM sir     if your child will be in problem during lockdown then what will be your action Therefore you are requested to take responsibility for those students who are facing problem in kota    so try to bring those students Home,Jharkhand
208018,21/04/2020,Professional bike rider during lockdown @FrustIndian @rjraunac @RVCJ_FB @EducatedMoron,Jharkhand
208019,21/04/2020,The tribal girls of rajasthan  bihar and jharkhand are still in the face of the problem. The girls used to get sanitary pads every month from school  but since the lockdown  schools have been closed  it is not only possible for them to be open to this issue. #TribalsFightCorona,Jharkhand
