,Tweet Posted Time (UTC),Tweet Content,Tweet Location
5734,14/03/2020,Namaste goes global with Corona Virus..! #NamasteCorona #CoronavirusPandemic #namasteoverhandshake,Bihar
5735,14/03/2020,With increase in coronavirus cases its obvious for any market be it india or other. One can't be assured with the products as we have seen people hoarding sanitizers n making duped ones,Bihar
5736,14/03/2020,necessary arrangements are being made for effective control over the corona virus All Oon't be afraid all of you  avoid rumors  be careful  be cautious. Do not congregate in large groups at one place and avoid going to crowded places.We all have to stop this virus from spreading,Bihar
5737,14/03/2020,If your System also in India Not in position to stop Crime Culture Against #HumanRight. Crime   Fake  Fraud   Torture ignoring is the Culture of #Govt_System . Then Nature invite Such Type #CoronaVirus To Stop #Crime_Against_Humanity Dear #UNChief @PMOIndia @NitishKumar .,Bihar
6810,14/03/2020,Koontz (Wuhan) is getting a lot of attention. In his book  The eyes of darkness page 333  page 353  page 355 and page 366 Dean Koontz has written about an interesting biological weapon Wuhan 400 which resembles coronavirus location in china  here is the text from the page 366 of,Bihar
6811,14/03/2020,Stay protected against #CoronaVirus. Keep yourself informed about the developments  and pass on preventive care information to as many as you can. Hereâs a video by @WHO experts that I found useful. Pls share!,Bihar
6812,14/03/2020,Namaste goes global with Corona Virus..! #NamasteCorona #CoronavirusPandemic #namasteoverhandshake,Bihar
6813,14/03/2020,With increase in coronavirus cases its obvious for any market be it india or other. One can't be assured with the products as we have seen people hoarding sanitizers n making duped ones,Bihar
6814,14/03/2020,necessary arrangements are being made for effective control over the corona virus All Oon't be afraid all of you  avoid rumors  be careful  be cautious. Do not congregate in large groups at one place and avoid going to crowded places.We all have to stop this virus from spreading,Bihar
7550,15/03/2020,Thanks to Modi ji for effective steps against #coronavirus,Bihar
7551,15/03/2020,#CORONAVIRUS #Corona #Virus is not a jock Stop making fun and memes about it.. Pray for world peace..,Bihar
7552,15/03/2020,http://Ye.budha.ke.ghar.me.kya.kar.raha.tha.muslim.budha.ko.nahi.gira.sakta.budhist.gira.hua.insan.uper.ke.lie.prarthna.karne.ke.liye.hai.kya.ye.sugar.kutta.nahi.khaya.hai.sare..asjid.band.kare..b.n.jha.Viral video: 'Pathan Chacha' talks about Coronavirus ,Bihar
7553,15/03/2020,I just donated to the #COVID19Fund to support @WHO's response efforts to the global #COVID19 pandemic. Join me to help combat this growing global threat to people's health and well-being: ,Bihar
8694,15/03/2020,Thanks to Modi ji for effective steps against #coronavirus,Bihar
8695,15/03/2020,#CORONAVIRUS #Corona #Virus is not a jock Stop making fun and memes about it.. Pray for world peace..,Bihar
8696,15/03/2020,http://Ye.budha.ke.ghar.me.kya.kar.raha.tha.muslim.budha.ko.nahi.gira.sakta.budhist.gira.hua.insan.uper.ke.lie.prarthna.karne.ke.liye.hai.kya.ye.sugar.kutta.nahi.khaya.hai.sare..asjid.band.kare..b.n.jha.Viral video: 'Pathan Chacha' talks about Coronavirus ,Bihar
9436,16/03/2020,The Government is fully vigilant about the situation due to COVID-19 Novel Coronavirus . Across ministries &amp; states  multiple steps have been proactively taken to ensure safety of all. These steps are wide-ranging  from suspension of Visas to augmenting healthcare capacities.,Bihar
9437,16/03/2020,@narendramodi sir my Twitter friends from Different country saying that India is dealing #CoronaVirus outbreak way better than their countries.. feeling proud with 1.2 billion (Shaheen bagh team and some other excluded). Thank you @narendramodi ji ,Bihar
9438,16/03/2020,Surely Sir  We read and follow. Appreciate your govt for prompt action to fight against #Coronavirus  which shows that your govt is committe to save lives of every Indian.Thank you sir for everything  which you are doing for us. We are blessed to have you.#IndiaFightsCoronavirus,Bihar
10526,16/03/2020,The Government is fully vigilant about the situation due to COVID-19 Novel Coronavirus . Across ministries &amp; states  multiple steps have been proactively taken to ensure safety of all. These steps are wide-ranging  from suspension of Visas to augmenting healthcare capacities.,Bihar
10527,16/03/2020,Thank you respected Modi ji for your proposal to create a COVID-19 Emergency Fund and same could be based on voluntary contributions from all of SAARC countries. India will start with an initial offer of 10 million US dollars for this fund: @narendramodi #SAARCfightsCorona,Bihar
10834,16/03/2020,The Government is fully vigilant about the situation due to COVID-19 Novel Coronavirus . Across ministries &amp; states  multiple steps have been proactively taken to ensure safety of all. These steps are wide-ranging  from suspension of Visas to augmenting healthcare capacities.,Bihar
10835,16/03/2020,@narendramodi sir my Twitter friends from Different country saying that India is dealing #CoronaVirus outbreak way better than their countries.. feeling proud with 1.2 billion (Shaheen bagh team and some other excluded). Thank you @narendramodi ji ,Bihar
10836,16/03/2020,Surely Sir  We read and follow. Appreciate your govt for prompt action to fight against #Coronavirus  which shows that your govt is committe to save lives of every Indian.Thank you sir for everything  which you are doing for us. We are blessed to have you.#IndiaFightsCoronavirus,Bihar
10837,16/03/2020,The Government is fully vigilant about the situation due to COVID-19 Novel Coronavirus . Across ministries &amp; states  multiple steps have been proactively taken to ensure safety of all. These steps are wide-ranging  from suspension of Visas to augmenting healthcare capacities.,Bihar
10838,16/03/2020,Thank you respected Modi ji for your proposal to create a COVID-19 Emergency Fund and same could be based on voluntary contributions from all of SAARC countries. India will start with an initial offer of 10 million US dollars for this fund: @narendramodi #SAARCfightsCorona,Bihar
11652,17/03/2020,#CORONA à¤¶à¤¬à¥à¤¦ à¤®à¥à¤ à¤¹à¥ à¤à¥à¤ªà¤¾ à¤¹à¥ à¤à¥à¤°à¥à¤¨à¤¾ à¤¸à¥ à¤¬à¤à¤¾à¤µ! C -Clean Your Hands O-Off From Gatherings R-Raise Your Immunity O-Only Sick to Wear Mask N -No to Hand Shake A-Avoid Rumours #coronavirus #CoronavirusOutbreak #IndiaFightsCorona,Bihar
11653,17/03/2020,Aviation industry after corona virus pandemic.. ,Bihar
11654,17/03/2020,Yogi Adityanath is himself a corona virus for the Indian Politcs and Politcs be freed from such viruses! ,Bihar
11655,17/03/2020,Appeal to the government of India to revoke recent controversial decisions such as CAA  NPR  nationwide NRC  etc. in the wake of Coronavirus outbreak. There are mass protests in the country everywhere due to these decisions  please halt them for now. @narendramodi @AmitShah #nCov,Bihar
11656,17/03/2020,@BiharpoliceHq @BiharCMOffice @NitishKumar Janta Darbar Roka Gaya @IPSGupteshwar G dwara. Lekin Police Rupi #coronavirus Par kya hoga. Bihar ke #CM_DGP Request For Avoid Joking Evaid Ignoring. Bcz DGP is protector of law. #CJI 4 #Interpretor . What is #la,Bihar
11657,17/03/2020,Janta ke lie Janta Darbar #Stop By @IPSGupteshwar g. But Why not #CORONA_VIRUS In your Stop by You and #Your_Police R D Not #Policinig_Joke #SPVaishali #BarantiOP In the Govt of @NitishKumar Bihar @narendramodi_in #India. Yesterday Also present to meet with #DGP,Bihar
11658,17/03/2020,Namaste goes global with Corona Virus..! #coronavirusinindia #NamasteCorona #namasteoverhandshake @AazadAnkit,Bihar
11659,17/03/2020,#CORONA à¤¶à¤¬à¥à¤¦ à¤®à¥à¤ à¤¹à¥ à¤à¥à¤ªà¤¾ à¤¹à¥ à¤à¥à¤°à¥à¤¨à¤¾ à¤¸à¥ à¤¬à¤à¤¾à¤µ! C -Clean Your Hands O-Off From Gatherings R-Raise Your Immunity O-Only Sick to Wear Mask N -No to Hand Shake A-Avoid Rumours #coronavirus #CoronavirusOutbreak #IndiaFightsCorona,Bihar
12848,17/03/2020,Great initiative taken by you. Thanks for your action sir. Keep it On till we control/eradicate Covid-19.,Bihar
13266,17/03/2020,#CORONA à¤¶à¤¬à¥à¤¦ à¤®à¥à¤ à¤¹à¥ à¤à¥à¤ªà¤¾ à¤¹à¥ à¤à¥à¤°à¥à¤¨à¤¾ à¤¸à¥ à¤¬à¤à¤¾à¤µ! C -Clean Your Hands O-Off From Gatherings R-Raise Your Immunity O-Only Sick to Wear Mask N -No to Hand Shake A-Avoid Rumours #coronavirus #CoronavirusOutbreak #IndiaFightsCorona,Bihar
13267,17/03/2020,Aviation industry after corona virus pandemic.. ,Bihar
13268,17/03/2020,Yogi Adityanath is himself a corona virus for the Indian Politcs and Politcs be freed from such viruses! ,Bihar
13269,17/03/2020,Appeal to the government of India to revoke recent controversial decisions such as CAA  NPR  nationwide NRC  etc. in the wake of Coronavirus outbreak. There are mass protests in the country everywhere due to these decisions  please halt them for now. @narendramodi @AmitShah #nCov,Bihar
13270,17/03/2020,Namaste goes global with Corona Virus..! #coronavirusinindia #NamasteCorona #namasteoverhandshake @AazadAnkit,Bihar
13271,17/03/2020,Great initiative taken by you. Thanks for your action sir. Keep it On till we control/eradicate Covid-19.,Bihar
14285,18/03/2020,The journey from #GodBlessYou to #GetLost #iSneeze #COVID2019 #coronavirus,Bihar
14286,18/03/2020,#technicalguruji I humble request for you bhiyaji I am student and you know every thing for corona virus these problems are effected my study alounce bhart sarkar online study than I have no batter phone please I requested you bhiyaa,Bihar
14287,18/03/2020,#CoronaVirus is not Dangerous than #Judicial_CoronaVirus . Those Virus Who will locate   That was habitual patient of #Govt Also In India. If ignored by #System_Head . Can #System_Doctor Of #Legislative #Excutive #Judiciary Like #PMModi #CJIBobde #CMNitish @IPSGupteshwar .,Bihar
14288,18/03/2020,C - Clean Your Hands O- Off From Gatherings R- Raise Your Immunity O- Only Sick to Wear Mask N - No to Hand Shake A- Avoid Rumours à¤¸à¤¾à¤µà¤§à¤¾à¤¨ à¤°à¤¹à¥à¤  à¤¸à¥à¤µà¤¸à¥à¤¥ à¤°à¤¹à¥à¤! #IndiaFightsCorona,Bihar
15959,18/03/2020,The journey from #GodBlessYou to #GetLost #iSneeze #COVID2019 #coronavirus,Bihar
15960,18/03/2020,#technicalguruji I humble request for you bhiyaji I am student and you know every thing for corona virus these problems are effected my study alounce bhart sarkar online study than I have no batter phone please I requested you bhiyaa,Bihar
16878,19/03/2020,Other countries : Cut interest rates  suspend rent  taxes etc  increase more testing facilities  create more isolation wards.. Modiji: Sunday shaam 5 baje balcony me aa k taali aur thaali bajao. #Coronavirus #à¤®à¥à¤¦à¥à¤à¥_à¤¬à¤à¤µà¤¾à¤¸_à¤¬à¤à¤¦_à¤à¤°à¥ #StopBhashanShowAction #IndiaFightsCorona,Bihar
16879,19/03/2020,THIS SUNDAY  LETS FIGHT WITH CORONAVIRUS ALL TOGETHER,Bihar
16880,19/03/2020,Respected sir you have done excellent work to prevent Bihar from Corona virus. Now Plz seal the boarders of state (Bihar). All neighborhood state have Corona positive cases. It's very important to restrict entry of people from other states to our state (Bihar).,Bihar
16881,19/03/2020,Some important matter to save from corona virus @Samastipur https://www.instagram.com/p/B95YnUWB5u-/?igshid=1ckh045ndiiyz,Bihar
16882,19/03/2020,30 mins bhashan by Modi Jee is shortest bhashan ever. All #COVID19 affect. #JantaCurfew #NarendraModi,Bihar
16883,19/03/2020,Modi Jee is asking favour from us but when we ask favour from him   he has no answer. Pertrol price Job Creation CAA NPR @ShashiTharoor @sardesairajdeep @kamaalrkhan @dhruv_rathee @RanaAyyub @one_by_two @kunalkamra88 @khanumarfa @BDUTT #PMModiOnCorona #COVID19,Bihar
16884,19/03/2020,I need few of your weeks - @narendramodi Public - We need petrol price to be cut down. #PMModiOnCorona #NarendraModi #COVID19ON #COVID19,Bihar
16885,19/03/2020,Defeat Corona Be Aware &amp; stay Healthy &amp; Safe 2 today's awareness cum apeal campaign Only through Loudspeakers Stay at home 22 March Break D Chain Barh patna Bihar #IndiaFightsCorona @WHO @PMOIndia @MoHFW_INDIA @BiharHealthDept @BiharCMOffice,Bihar
16886,19/03/2020,Other countries : Cut interest rates  suspend rent  taxes etc  increase more testing facilities  create more isolation wards.. Modiji: Sunday shaam 5 baje balcony me aa k taali aur thaali bajao. #Coronavirus #à¤®à¥à¤¦à¥à¤à¥_à¤¬à¤à¤µà¤¾à¤¸_à¤¬à¤à¤¦_à¤à¤°à¥ #StopBhashanShowAction #IndiaFightsCorona,Bihar
16887,19/03/2020,All the people of the country are requested to follow the instructions of the Prime Minister. #NarendraModi #caronafighters #IndiaFightsCorona @narendramodi @CMOfficeUP @drharshvardhan @NitishKumar,Bihar
16888,19/03/2020,An excellent initiative by PM Narendra Modi ji...this Sunday  March 22 from 7 am to 9 pm letâs all join in the #JantaCurfew and show the world we are together in this. #SocialDistancing #IndiaFightsCorona #Clean_India #Safe_India @Nakul_Singh_,Bihar
16889,19/03/2020,I promise to follow all the suggestions by PM Narendramodi on #CoronavirusOutbreakindia Social Distancing Janta Curfew on 22nd March &amp; 5pm applaud those who lead the fight     #IndiaFightsCorona #jantacurfew #CoronaVirusUpdate #CoronaVirusChallenge @PMOIndia @narendramodi,Bihar
16890,19/03/2020,But why not #India_Fights_Corruption . By @narendramodi_in @AmitShah #Corruption Is Danger than #Corona.,Bihar
18906,19/03/2020,Cleanliness is the treatment of Covid-19 #Covid19India @narendramodi @SrBachchan,Bihar
18907,19/03/2020,cmup@nicâ.âin: Call Off Ayodhya Mela So That Devotees Donât Get Covid-19. - Sign the Petition! http://chng.it/xRcqFbK4 via @ChangeOrg_India,Bihar
18908,19/03/2020,@PMOIndia @ndtvindia @ZeeNews @rbi we banker request you to immediately close all operational banking activity in branches for at least 15 days to control on COVID-19 as its very high probability to get infected &amp; spreading of the same to all others a,Bihar
18909,19/03/2020,Kindly talk about CAA also along with COVID 19. Give clear instructions to stop these protest and maintain communal harmony.,Bihar
18910,19/03/2020,If crona will be growth in future then janta carfiu will be continuing and MP results will be come after grovment crona crona so confretion SUPRIM cort my be MP government BJP agent SUPRIM cort expect MP lockdown because befor benefits SUPRIM cort no get result god un happy by m ,Bihar
19687,19/03/2020,Other countries : Cut interest rates  suspend rent  taxes etc  increase more testing facilities  create more isolation wards.. Modiji: Sunday shaam 5 baje balcony me aa k taali aur thaali bajao. #Coronavirus #à¤®à¥à¤¦à¥à¤à¥_à¤¬à¤à¤µà¤¾à¤¸_à¤¬à¤à¤¦_à¤à¤°à¥ #StopBhashanShowAction #IndiaFightsCorona,Bihar
19688,19/03/2020,THIS SUNDAY  LETS FIGHT WITH CORONAVIRUS ALL TOGETHER,Bihar
19689,19/03/2020,Respected sir you have done excellent work to prevent Bihar from Corona virus. Now Plz seal the boarders of state (Bihar). All neighborhood state have Corona positive cases. It's very important to restrict entry of people from other states to our state (Bihar).,Bihar
19690,19/03/2020,Some important matter to save from corona virus @Samastipur https://www.instagram.com/p/B95YnUWB5u-/?igshid=1ckh045ndiiyz,Bihar
19691,19/03/2020,Cleanliness is the treatment of Covid-19 #Covid19India @narendramodi @SrBachchan,Bihar
19692,19/03/2020,cmup@nicâ.âin: Call Off Ayodhya Mela So That Devotees Donât Get Covid-19. - Sign the Petition! http://chng.it/xRcqFbK4 via @ChangeOrg_India,Bihar
19693,19/03/2020,@PMOIndia @ndtvindia @ZeeNews @rbi we banker request you to immediately close all operational banking activity in branches for at least 15 days to control on COVID-19 as its very high probability to get infected &amp; spreading of the same to all others a,Bihar
19694,19/03/2020,Kindly talk about CAA also along with COVID 19. Give clear instructions to stop these protest and maintain communal harmony.,Bihar
19695,19/03/2020,If crona will be growth in future then janta carfiu will be continuing and MP results will be come after grovment crona crona so confretion SUPRIM cort my be MP government BJP agent SUPRIM cort expect MP lockdown because befor benefits SUPRIM cort no get result god un happy by m ,Bihar
21136,20/03/2020,Coronavirus: Cases rise in Europe as China reports big reductions #Coronavirus ,Bihar
21137,20/03/2020,please don't create such type of worst statement even she didn't know that she has already had infection of Corona virus after checkup it went cleared that she is infected infected,Bihar
21138,20/03/2020,There is #KartikAaryan who made the monologue for public safety from #CoronaVirus. Then there is #KanikaKapoor who put 100 lives in danger by throwing a party while she was infected with the virus. Bollywood has many artists  but only a few are human. #CoronaStopKaroNa,Bihar
21139,20/03/2020,A prominent #Bollywood singer #KanikaKapoor is among the four people who have been tested positive for #coronavirus in #UttarPradesh today. She had landed from London a few days back and had complained of sore throat and Flu. Singer's brother has confirmed the same.,Bihar
21140,20/03/2020,An Excellent Initiative by #PM Narendra Modi Ji This #Sunday_March22 from #7AM_to_9PM Letâs All Join in the #JantaCurfew and Show the World We Are #Together in This #JantaCurfew By The People For The People to Fight CoronaVirus. PleaseStayHome StayUnitedToFight SocialDistancing â at Samastipur,Bihar
21141,20/03/2020,Namaste This is the Government of India's Coronavirus (COVID-19) Helpdesk to create awareness and help you and your family stay safe. For any emergency Helpline: *011-23978046* | Toll-Free Number: *1075* Email: *ncov2019@gov.in* *Whatsapp no 9013151515*,Bihar
21142,20/03/2020,Letâs do this friends #jantacurfew #22march2020 7 am to 9 pm @PMOIndia @narendramodi @anjanaomkashyap @SwetaSinghAT @chitraaum @ArnavSr30726183 @republic @sudhirchaudhary #coronavirus #IndiaFightsCoronavirus #StaySafeStayHome ,Bihar
21143,20/03/2020,@indane_gas @dpradhanbjp However people can purchase cylinder from black Market very easily by paying â¹2000-2500 for one cylinder. People standing in larg que even when whole country is lockdown due to Coronavirus. Kindly look into it.,Bihar
21144,20/03/2020,I pledge and let all of us pledge to follow Janta Curfew this Sunday from 7 am to 9pm so that we strengthen Indiaâs fight against the Corona Virus. This will bring us together and we will stand strong as a nation in this critical time.@sudhirchaudhary @SwetaSinghATT @PMOIndia,Bihar
21145,20/03/2020,Thanks very much Clare. I was able to scroll down only up to Oct 2019. After that it didnât. Let me try again. Hope you are taking enough precautions of Covid19,Bihar
21146,20/03/2020,We stay at work for you  you stay at home . Stay home stay safe. #covid19 #IndiaFightsCoronavirus,Bihar
21147,20/03/2020,Muslims of Indian sub continent have special favour of #ALMIGHTY ! They will not get affected by #COVID19 ! They must come out on road and hug foreigners visiting India and also corona positive people to show the world  they have the special protective veil via Nabi!,Bihar
21148,20/03/2020,Singer #KanikaKapoor tests positive for #COVID19 She had returned from the United Kingdom on Sunday  and hidden her travel history from the authorities Upon return  she stayed in a 5 &amp; attended a party with at least 100 people present. This is such criminal behaviour!,Bihar
21149,20/03/2020,I pledge and let all of us pledge to follow Janta Curfew this Sunday from 7 am to 9pm so that we strengthen Indiaâs fight against the Corona Virus. This will bring us together and we will stand strong as a nation in this critical time.@sudhirchaudhary @SwetaSinghATT @PMOIndia,Bihar
22873,20/03/2020,@DoT_India @BSNL_BR 3g not available in my area: Rajnagar  Madhubani (pin-847235). I have locked myself into the house due to COVID-19 outbreak. Kindly allow me to use Internet. Please please please start the 3g network in the area. My phone no: 898727089,Bihar
22874,20/03/2020,Namaste This is the Government of India's Coronavirus (COVID-19) Helpdesk to create awareness and help you and your family stay safe. For any emergency Helpline: *011-23978046* | Toll-Free Number: *1075* Email: *ncov2019@gov.in* *Whatsapp no 9013151515*,Bihar
22875,20/03/2020,#StayAtHomeChallenge Protect your community against COVID-19 ,Bihar
22876,20/03/2020,Fellow Indians  Namaskar A short while ago  Our PM Saab  Modiji  requested all of us to show resolve &amp; restraint in the face of COVID-19. Please also adhere to the Janta Curfew on 22nd March by staying home. Stay Safe @PMOIndia @narendramodi #jantacurfew2020,Bihar
22877,20/03/2020,@indane_gas @dpradhanbjp However people can purchase cylinder from black Market very easily by paying â¹2000-2500 for one cylinder. People standing in larg que even when whole country is lockdown due to Coronavirus. Kindly look into it.,Bihar
23782,20/03/2020,Coronavirus: Cases rise in Europe as China reports big reductions #Coronavirus ,Bihar
23783,20/03/2020,please don't create such type of worst statement even she didn't know that she has already had infection of Corona virus after checkup it went cleared that she is infected infected,Bihar
23784,20/03/2020,There is #KartikAaryan who made the monologue for public safety from #CoronaVirus. Then there is #KanikaKapoor who put 100 lives in danger by throwing a party while she was infected with the virus. Bollywood has many artists  but only a few are human. #CoronaStopKaroNa,Bihar
23785,20/03/2020,A prominent #Bollywood singer #KanikaKapoor is among the four people who have been tested positive for #coronavirus in #UttarPradesh today. She had landed from London a few days back and had complained of sore throat and Flu. Singer's brother has confirmed the same.,Bihar
23786,20/03/2020,An Excellent Initiative by #PM Narendra Modi Ji This #Sunday_March22 from #7AM_to_9PM Letâs All Join in the #JantaCurfew and Show the World We Are #Together in This #JantaCurfew By The People For The People to Fight CoronaVirus. PleaseStayHome StayUnitedToFight SocialDistancing â at Samastipur,Bihar
23787,20/03/2020,Namaste This is the Government of India's Coronavirus (COVID-19) Helpdesk to create awareness and help you and your family stay safe. For any emergency Helpline: *011-23978046* | Toll-Free Number: *1075* Email: *ncov2019@gov.in* *Whatsapp no 9013151515*,Bihar
23788,20/03/2020,Letâs do this friends #jantacurfew #22march2020 7 am to 9 pm @PMOIndia @narendramodi @anjanaomkashyap @SwetaSinghAT @chitraaum @ArnavSr30726183 @republic @sudhirchaudhary #coronavirus #IndiaFightsCoronavirus #StaySafeStayHome ,Bihar
23789,20/03/2020,@indane_gas @dpradhanbjp However people can purchase cylinder from black Market very easily by paying â¹2000-2500 for one cylinder. People standing in larg que even when whole country is lockdown due to Coronavirus. Kindly look into it.,Bihar
23790,20/03/2020,I pledge and let all of us pledge to follow Janta Curfew this Sunday from 7 am to 9pm so that we strengthen Indiaâs fight against the Corona Virus. This will bring us together and we will stand strong as a nation in this critical time.@sudhirchaudhary @SwetaSinghATT @PMOIndia,Bihar
23791,20/03/2020,@DoT_India @BSNL_BR 3g not available in my area: Rajnagar  Madhubani (pin-847235). I have locked myself into the house due to COVID-19 outbreak. Kindly allow me to use Internet. Please please please start the 3g network in the area. My phone no: 898727089,Bihar
23792,20/03/2020,Namaste This is the Government of India's Coronavirus (COVID-19) Helpdesk to create awareness and help you and your family stay safe. For any emergency Helpline: *011-23978046* | Toll-Free Number: *1075* Email: *ncov2019@gov.in* *Whatsapp no 9013151515*,Bihar
23793,20/03/2020,#StayAtHomeChallenge Protect your community against COVID-19 ,Bihar
23794,20/03/2020,Fellow Indians  Namaskar A short while ago  Our PM Saab  Modiji  requested all of us to show resolve &amp; restraint in the face of COVID-19. Please also adhere to the Janta Curfew on 22nd March by staying home. Stay Safe @PMOIndia @narendramodi #jantacurfew2020,Bihar
23795,20/03/2020,@indane_gas @dpradhanbjp However people can purchase cylinder from black Market very easily by paying â¹2000-2500 for one cylinder. People standing in larg que even when whole country is lockdown due to Coronavirus. Kindly look into it.,Bihar
25284,21/03/2020,12 more test positive for coronavirus in Kerala  total cases touch 52 - India News ,Bihar
25285,21/03/2020,We are with corona virus victims but we at the same time are against the #CoronavirusOutbreakindia so we are just demanding the isolation centre to be in isolated area not in city full of civilians. #No_quarantine_in_MANUU #No_quarantine_Gachibowli,Bihar
