Unnamed: 0,Tweet Posted Time (UTC),Tweet Content,Tweet Location
537049,06-05-2020,Actual use of slipper ~ Lockdown m to jyada try ho rha h . ,Madhya Pradesh
537050,06-05-2020,@aajtak @ABPNews @ndtv @BBCHindi @Reuters @digvijaya_28 @htTweets @INCIndia @priyankagandhi @timesofindia @IndianExpress @ttindia @htTweets @sagarikaghose Lockdown proving to be bigger Chaos than the Note bandi Workers walk day/night in 40 degree extreme ,Madhya Pradesh
537051,06-05-2020,Without a defined exit scenario  simply entering & continuing lockdown has resulted in severe crisis. As labourers walk back to their hometowns  this is simply heartbreaking. Why not allow trains  buses with less capacity to operate!! @narendramodi,Madhya Pradesh
537052,06-05-2020,@idea_cares @AdityaBirlaGrp @TRAI Very poor network of Idea.. worst internet... Hampering job work during lockdown due to very low speed.. no improvement at all.. thinking to switch to another network provider..I choose &amp; pay to Idea cellular for bett,Madhya Pradesh
537053,06-05-2020,Sir  please suggest Gov't will support to MSME Bussiness so they will pay salary to there employees during lockdown? What is your plan for middle Family because sme business owner unable to pay employees salary and middle Family unable to survive there home without salary?,Madhya Pradesh
537054,06-05-2020,If u do not know epidemiology &statistics plz do not comment on this   lockdown is very effective in fight #Covid_19  y alws govt sometimes people also have some duties...,Madhya Pradesh
537055,06-05-2020,I was complaint regardingmy postpaid bill but till now no solution given by you. Between lock down you charged me international roaming pack .In lock down  who will use the international roaming pack while they are my alternate Numbers. @TRAI @idea_cares,Madhya Pradesh
537056,06-05-2020,My beard during lockdown is basically scotch brite scrub. Can clean a kadhai with it.,Madhya Pradesh
537057,06-05-2020,@CMO Madhya Pradesh Thank you Indore collector to service Frsh vegetables during lockdown with the initiative of Tayi ji . Now You are requested to organise servicing Seasonal fruits to post economy â at Baikunth Dham Garden,Madhya Pradesh
537058,06-05-2020,Hum aa rhe khane....Bhad me gya lockdown,Madhya Pradesh
537059,06-05-2020,In Indore everything is closed since the 28th march. Strict lock-down could have been imposed much earlier.,Madhya Pradesh
537060,06-05-2020,#lockdown funny joke ,Madhya Pradesh
537061,06-05-2020,Dear sir @tulsi_silawat I'm shivam Mishra studying in indore But bue too lockdown I didn't go my home . I living in rent room there(260 dhanvantari nager behind Sv low college )but now I'm not able too pay rent pleace help me for waive rent pleace help me as soon as possible,Madhya Pradesh
537062,06-05-2020,Better do complete lockdown in that area. I fear there might be other people also hiding somewhere in tripura being affected. Please if any one is infected or is getting any sign of the Symptoms  please step forward yourself. This isn't any shame. Noone will defame you.,Madhya Pradesh
537063,06-05-2020,@Apple My phone is not working properly what should i do its in warranty but there is lockdown going on in india @tim_cook #iphone11,Madhya Pradesh
537064,06-05-2020,Please full lockdown our country ,Madhya Pradesh
537065,06-05-2020,Can't believe the level of stupidity of @Tejasvi_Surya 's argument here! He is basically saying tht every migrant has house  ration &amp; money to survive in an urban city throughout the lockdown period (even Modi will not believe this)&amp; hence state can curtail thr right to go home.,Madhya Pradesh
537066,06-05-2020,@CMOTamilNadu great job done by government to increase testing level. Sir you please follow complete lockdown till 17th and try to do as maximum testing. Now some offices are opened and again there is a chances of spreading COVID. It might become critical,Madhya Pradesh
537067,06-05-2020,U R Indian Zebra Lock Down was delayed for 2 Months so Reliance can Import Polyester Yarn Mfd @Wuhan by their Chinese JV Jai Shri Ram,Madhya Pradesh
537068,06-05-2020,@PROJSShajapur Sir shajapur me.... Condition or khrab Ho rhi h... Plz again close the district...plz lock down follow strictly.... Do not wait for spearding...covid 19,Madhya Pradesh
537069,06-05-2020,@narendramodi Sir lock down ke bad bhi India me 3000 people's covid positive mile h.... It's very serious condition ....do not take in air... please take h a strong step again... #again21dayslockdown..@AmitShah @aajtak @ChouhanShivraj @,Madhya Pradesh
537070,06-05-2020,Do not behave as a Head Mistress. Behave like a responsible opposition leader and give workable solutions which your party considers viable. Congress questions govt's post-lockdown strategy: What after May 17? https://timesofindia.indiatimes.com/india/congress-questions-govts-post-lockdown-strategy-what-after-may-17/articleshow/75571050.cms?utm_campaign=andapp&amp;utm_medium=referral&amp;utm_source=native_share_tray Download the TOI app https://timesofindia.onelink.me/efRt/installtoi,Madhya Pradesh
537071,06-05-2020,In this #lockdown time ....... Clearly honorable #Sharabis are the winner. ,Madhya Pradesh
537072,06-05-2020,Mangoes are the only good thing about this lockdown. #Priorities,Madhya Pradesh
537073,06-05-2020,"Dear Insta Users I Promise You  Yeh Lockdown Khatam Hone Ke Baad Bazaar Ke Photos Par ""Finally Quarantine Is Over"" Wale Post Nahi Karunga",Madhya Pradesh
537074,06-05-2020,Why can't the Finance Ministry thro' RBI/Banks get atleast Five Lac transferred to accounts of MSME/small Businesses so that they can restart their Business once Lockdown is open.This amount can be taken back within 6 months from them along with interest once Business is revived,Madhya Pradesh
537075,06-05-2020,#IndoreFightsCorona #Indorelockdown Oh! I missed!! That car cover bought with so much of pomp and show when the car was bought  should have been used during the lock-down!!!,Madhya Pradesh
537076,06-05-2020,Learning to make rosgulla in lockdown... #lockdownextension #SidharthShukla,Madhya Pradesh
537077,06-05-2020,The Planning by Finance Ministry is not upto mark.A good leader is one Who takes timely decisions.The MSME / Small Businesses are in bad shape owing to lockdown.Not a single step taken to revive them.They are a major contributor of GDP.What steps are being taken to save them.,Madhya Pradesh
537078,06-05-2020,Future me  missing my lockdown days ,Madhya Pradesh
537079,06-05-2020,@Maruti_Corp @MSArenaOfficial I had a breakdown in recently purchased #vitarabrezza zdi ... There is lockdown in Indore and ujjain and I am under essential services ....Plz help me out and fix this,Madhya Pradesh
537080,06-05-2020,Lock down 3.0 #lockdown #cornteen2020 #indore #homemade #freelancemodel #freelancephotographer #goodvibes #positivevibes #stayhome #staysafe #actor #artist #rohitsen @Indore  India https://www.instagram.com/p/B_2V8MdB_UM/?igshid=1e4thqto2bvpy,Madhya Pradesh
537081,06-05-2020,God could not be everywhere  and therefore he made mother's. I can imagine no heroism greater than motherhood. Lockdown days still calls for celebration. #digitalmarketing #mothersday2020,Madhya Pradesh
537082,06-05-2020,During lockdown.... Mission Kashmir #CleanKashmir,Madhya Pradesh
537083,06-05-2020,After lockdown Iâll be a food blogger for at least a week.,Madhya Pradesh
537084,06-05-2020,Good decision   please shift immediately to lucknow. Other wise what is happening in munger and jamalpur all of we know . Pl go to jamalpur by train whenever lockdown over ... Pl reach there at 4am morning ....And if you have courage to come out from jamalpur st to munger ..,Madhya Pradesh
537085,06-05-2020,@iamharshbeniwal #harshbeniwal #lockdown #Harsh after downloading @kwaiapp #Todaysvideo,Madhya Pradesh
537086,06-05-2020,New Zealand's action plan is best suited to them  as they have very less population (5 million). But for larger countries like UK or India  such plans may only delay the transmission through LOCKDOWN.,Madhya Pradesh
537087,06-05-2020,Sir company is not giving salary from last 2-3 months to many employees even after giving their work and this time in lockdown do something for that i have allready requested to @IndoreCollector @JansamparkMP @jdjsindore but no one is responding how can we live in this situation,Madhya Pradesh
537088,06-05-2020,Dear Sir /Madam   Your request for Lock Down Pass has been received . Your request reference number is 'INVA309095'.- District Administration  (Indore) sir please mere pass ke baare me abhi tak kuch patah nahi chala mere sath jinhohe online bhara tha unka toh mil gaya,Madhya Pradesh
537089,06-05-2020,Sir company is not giving salary from last 2-3 months to many employees even after giving their work and this time in lockdown do something for that i have allready requested to @IndoreCollector @JansamparkMP @jdjsindore but no one is responding how can we live in this situation,Madhya Pradesh
537090,06-05-2020,Sir company is not giving salary from last 2-3 months to many employees even after giving their work and this time in lockdown do something for that i have allready requested to @IndoreCollector @JansamparkMP @jdjsindore but no one is responding how can we live in this situation,Madhya Pradesh
537091,06-05-2020,Sir company is not giving salary from last 2-3 months to many employees even after giving their work and this time in lockdown do something for that i have allready requested to @IndoreCollector @JansamparkMP @jdjsindore but no one is responding how can we live in this situation,Madhya Pradesh
537092,06-05-2020,Sir company is not giving salary from last 2-3 months to many employees even after giving their work and this time in lockdown do something for that i have allready requested to @IndoreCollector @JansamparkMP @jdjsindore but no one is responding how can we live in this situation,Madhya Pradesh
537093,06-05-2020,Sir company is not giving salary from last 2-3 months to many employees even after giving their work and this time in lockdown do something for that i have allready requested to @IndoreCollector @JansamparkMP @jdjsindore but no one is responding how can we live in this situation,Madhya Pradesh
537094,06-05-2020,Lockdown me to ache ache ke case ruke pade he mukesh kya kare usme..... Or bhut se ke to à¤à¥à¤¶ bad gaye he lockdown me...,Madhya Pradesh
537095,06-05-2020,@USAndIndia My family has class F3 visa which is approved and valid till 3rd June 2020  due to corona we're in country wide lockdown. Will the validity of my visa will be extended?,Madhya Pradesh
537096,06-05-2020,@nsitharaman @nsitharamanoffc So effectively its not even 3 months of moratorium and with lockdown extended till May end you expect us to start paying from June onwards again. This is really high time that we see Finance Minister take some effective measu,Madhya Pradesh
537097,06-05-2020,Watch Mann ki baat. Modi Uncle is the new Sandeep Maheshwari of lockdown. ,Madhya Pradesh
537098,06-05-2020,Yes  we are facing so bad time right now  before lockdown i was working  i was visiting to my bank on daily basis but no reply everytime  we are literated peoples we know the guidelines and rules but what if we have a better cibil and statement and i want to start new business.,Madhya Pradesh
537099,06-05-2020,SaveLIFE Foundation: 600 road crashes  140 death recorded during Covid-19 lockdown: SaveLife Foundation | India News ,Madhya Pradesh
537100,06-05-2020,This Lockdown have taught us how Technology can save r Lives even sitting at Home.Recently attended a webinar n had a good experience speaking for the topic-âEnergy-Based Devices for Optimal Feminine Wellness Cosmetic Gynaecology.â#Webinar #Doctor #Gynecology #DrVidySays #VPTalks,Madhya Pradesh
537101,06-05-2020,@ndtv @Nidhi Impose self lockdown for today ,Madhya Pradesh
537102,06-05-2020,I vote for @imrealasim #AsimRiaz 1. Most stylish star 5. Most Energetic star 7. Most Interactive Star 9. fit &amp; Healthy star 10. My dream star 11. Fun &amp; fresh couple 13. Most Photogenic star 14. Go on a Date with Star 15. Lockdown King Star #GoldQuarantineAwards,Madhya Pradesh
537103,06-05-2020,@narendramodi Sir when we are passing through this lockdown and almost all activities are standstill  why cant we make our standard time forward by 2hr. eg 5am will be 7am. This will save lots of resources.,Madhya Pradesh
537104,06-05-2020,Childhood  innocence and cuteness #mobilephotography #photography #photooftheday #photographer #createathome #teamrealme #shotonrealme #lockdown #indianphotographer,Madhya Pradesh
537105,06-05-2020,Now that's what I call proper utilization of lockdown and strong silent action of @narendramodi . Brilliant!,Madhya Pradesh
537106,06-05-2020,Lockdown is procrastinating in India.,Madhya Pradesh
537107,06-05-2020,I was resign from my current organization in February and about to join one of Malaysian organization. but due to lockdown unable to join and now i am job less. Please advise on this how I can fly out is there any guidelines for this kinds case. ,Madhya Pradesh
537108,06-05-2020,@airtelindia @Airtel_Presence Dear Airtel  I have a number 9993428038 which was working fine till 15 days ago. But suddenly it stopped working in lockdown. I have only that number on which family &amp; friends use to call. I called on your customer care b,Madhya Pradesh
537109,06-05-2020,Shweta Bachchan Nanda reveals how she is travelling to places and reliving moments amidst lockdown | Hindi Movie News ,Madhya Pradesh
537110,06-05-2020,Mr. @jitupatwari #buffoon i saw your holding #meetings Post and video during #lockdown i. Which you are gathered with more people. And you should be arrasted coz you are not #shashan #prashasha @AbhayIndia @INCIndia @INCMP @INCIndiaLive @RahulGandhi,Madhya Pradesh
537111,06-05-2020,5..Most Energetic star: #RashamiDesai 7.Most interactive star: #RashamiDesai 8.Entertaining Family : #RashamiDesai Family 11. My dream star: #RashamiDesai 12.Always available star; #RashamiDesai 14.Go on a date with star: #RashamiDesai 15. Lockdown Queen : #RashamiDesai,Madhya Pradesh
537112,06-05-2020,Reporter - Lockdown ke baad bhi indore me daily corona cases kyu badh rahe hain?? *Le Indori chappri Nibbas- ,Madhya Pradesh
537113,06-05-2020,Lockdown Effect - Morning Expectations has changed from expecting Whatsapp Message to receiving @finshots in the Mail Box. You Guys are doing Amazing Work. In Love with @finshots  Kudos .,Madhya Pradesh
537114,06-05-2020,Hahaa Waha toh mein lockdown ke just pehle hi gaya tha thankfully ,Madhya Pradesh
537115,06-05-2020,Find Best Dedicated SMTP Server to Maximize your email deliveries with our services. Contact us : https://bit.ly/3diACj9 #SMTP #email #emailsecurity #regulatedindustries #SellingOnline #emailmarketing #emailspamfilter #HappyEmailing #LockDown #e_mail #mail_server,Madhya Pradesh
537116,06-05-2020,. @IndoreCollector I placed an order for veggies on 3rd may  it was about 3 days with no update and I just got a call from your delivery partner to come and pick the order by myself. If you guys want us to go out and pick the order why even the lockdown?,Madhya Pradesh
537117,06-05-2020,what d fuck #ripbruno is trending ... thats virat kohliâs dog name ... i was scared for a while thinking @BrunoMars à¤¨à¤¿à¤ªà¤ à¤à¤¯à¤¾ lockdown has proven janta has so much of time in abundance,Madhya Pradesh
537118,06-05-2020,Time to lift lockdown &amp; get to work. From 24/3 on  #citizens must have understood self discipline now to counter Pendimic. No #Govt can keep them sit on its lap forever. Too much disruption not good. Bad or ugly harsh reality be accepted. @narendramodi #IndiaFightsCOVID19 #media,Madhya Pradesh
537119,06-05-2020,@IndoreCollector @ChouhanShivraj @MPPolice__ Sir lockdown main phone laga kr details aor jankariya aor payment mang rhe hai. Is no se 8929041750 Plz action plz,Madhya Pradesh
537120,06-05-2020,hope you are enjoying life in lock down,Madhya Pradesh
537121,06-05-2020,4May or 17 May or 29 May (Telangana)  what exactly is exit day target from this lockdown? Do we know why exactly  which target data is in mind while continuing lockdown. Is corona viris going away from lives even by July or Aug end? Need hospitals  ventilators &amp; move on ,Madhya Pradesh
537122,06-05-2020,Pvt schools in Mizoram to charge only 50% fees during lockdown ,Madhya Pradesh
537123,06-05-2020,Dear @CMOGuj   Please help him shift to his own house. Most people are not able to afford rented room/flat due to unemployment in Lockdown. ,Madhya Pradesh
537124,06-05-2020,@PMOIndia @FinMinIndia @IncomeTaxIndia @nsitharamanoffc @nsitharaman Please extend the due date for filing the application under VsV ( Vivad se Vishwas Tak ) under direct tax act from 30-06-2020 to 30-09-2020. Since  due to lock down  we are not able to f,Madhya Pradesh
537125,06-05-2020,NEXT VIDEO OUT On BEGINNERS WORKOUT DURING LOCKDOWN.... https://youtu.be/bG4oCLVRHKU #Fnd #workout #fitness #staysafe #workoutplans #diet #dieting #dietingplans #gym #sixpack #weight #weightloss #pushup #squat #lunges #skipping #jumpinh,Madhya Pradesh
537126,06-05-2020,Your complaint will be resolved in accordance with statutory compliances after lockdown is over.,Madhya Pradesh
537127,06-05-2020,Telangana Lockdown Extension: Telangana lockdown till May 29  but government gives some relief too | Hyderabad News ,Madhya Pradesh
537128,06-05-2020,Liquor shop open in Lockdown: Moolah flows into state coffers as liquor sales soar on Day 2 | India News ,Madhya Pradesh
537129,06-05-2020,Stop starvation deaths in Lockdown immediately @MinistryWCD @NITIAayog @POSHAN_Official @PMOIndia @nsitharaman @OfficeofSSC @mp_wcdmp #Convert_SNP_to_CNP #à¤à¤à¤à¤¨à¤µà¤¾à¤¡à¤¼à¥_à¤®à¥à¤_à¤à¤ªà¥à¤°à¥à¤£_à¤¨à¤¹à¥à¤_à¤¸à¤®à¥à¤ªà¥à¤°à¥à¤£_à¤à¤¹à¤¾à¤°_à¤¦à¥,Madhya Pradesh
537130,06-05-2020,Lockdown has caused breakdown in transportation system  hence delaying the reach of additional 5kgs of grains in most of the states which cannot be acceptable in this pandemic @MinistryWCD @NITIAayog @PMOIndia @nsitharaman @OfficeofSSC @mp wcdmp,Madhya Pradesh
537131,06-05-2020,whatâs wrong in charging them. If they were allowed to come to India before the lockdown (given the option)  they wouldâve anyway paid the requisite amount .,Madhya Pradesh
537132,06-05-2020,Live in lockdown is better than end of life .. à¤®à¥à¤°à¥à¤,Madhya Pradesh
537133,06-05-2020,Dear jio  Realy your network speed is very slow and wrost I m already complained but your side not working this so please do this you know very well this time pan India is lock down every bedy is work to home if your net speed very slow @JioCare @Airtel_Presence,Madhya Pradesh
537134,06-05-2020,They are still to test it on humans. Also  if it is true  then the days we were waiting for are here!!! And India will be the most happiest country if Israel have done so. #CoronaWillEndSoon #lockdown #COVID19 #vaccine,Madhya Pradesh
537135,06-05-2020,With lockdown 3.0 in effect  make sure you know the rules. #lockdown #corona #digitalmarketing #marketing #socialmediamarketing #socialmedia #seo #onlinemarketing #marketingdigital #contentmarketing #entrepreneurâ¦ https://www.instagram.com/p/B_1ejxUF1vY/?igshid=1nlhxn60t044j,Madhya Pradesh
537136,06-05-2020,Do you even know what the lockdown does? It stops the spread of the virus  not stop deaths of people who already have it! Countries that are locked-down already have the virus spreading through them  the one's that are'nt locked down have very little infecyed.,Madhya Pradesh
537137,06-05-2020,Only lockdown is the best way to fight from corona ? #COVIDã¼19 #IndiaFightsCorona #noexams #Food #epidemic,Madhya Pradesh
537138,06-05-2020,Real thank you will be when we continue to use their services even after lockdown and not resorting to big sellers with big discounts ,Madhya Pradesh
537139,06-05-2020,Dear Sir /Madam   Your request for Lock Down Pass has been received . Your request reference number is 'INMA320158'.- District Administration  (Indore),Madhya Pradesh
537140,06-05-2020,How come China was able to contain the virus with lockdown of 76 days and India currently having a 54 day lockdown (which we never know  might extend)   but no flattening of curve? It's strange.,Madhya Pradesh
537141,06-05-2020,Good morning Sir  I am a student of company secretary and basically from Bangalore but I had come to take up my coaching here and have been struck up in Indore MP due to lockdown and my parents at Bhopal due to which I am sending this message sir  kindly help me out to reach my â at Mangal Murti Enclave,Madhya Pradesh
537142,06-05-2020,not showing me the telecast. Lots of people are angry and will change @officiald2h due to poor service in lockdown. We will stay calm anyway but how to keep children. @OfficeofSSC @CMMadhyaPradesh @jdjsindore @IndoreCollector @projsindore @hariips,Madhya Pradesh
537143,06-05-2020,CADD Centre welcomes all #engineers to attend *FREE LIVE WEBINAR* on different topics. We are very sure  you will upgrade your Skills in this Lock-Down period  This webinar will be in *Hindi Language*. So  donâtâ¦ https://www.instagram.com/p/B_1VqP6A-YD/?igshid=1sv1s5de27vic,Madhya Pradesh
537144,06-05-2020,CADD Centre welcomes all #engineers to attend *FREE LIVE WEBINAR* on different topics. We are very sure  you will upgrade your Skills in this Lock-Down period  This webinar will be in *Hindi Language*. So  donâtâ¦ https://www.instagram.com/p/B_1VMWFp3Te/?igshid=w01s9r9bsop5,Madhya Pradesh
537145,06-05-2020,"Suchi is back!!!Tune in to ""Hi Chennai"" on 98.3 Mirchi Chennai  Monday to Saturday  7 AM to 12 PM #SuchiSpeaks #mirchitamil #mirchisuchi #quarantine #quarantinelife #lockdown #lockdownlife #socialdistancing #radiolife",Madhya Pradesh
537146,06-05-2020,#IIMIwithYOU: Let us contribute in every way possible to help the ones whoâre less advantaged during these times of #lockdown. @askhimanshurai #IIM #IIMI #CoronaWarriors #IndiaFightsCorona,Madhya Pradesh
537147,06-05-2020,Just in one month of lockdown  this BJP government became bankrupt and was forced to open liquor stores and double taxes on fuel to survive. The ultimate irony is that such people ask what the Congress has done in 70 years @srivatsayb,Madhya Pradesh
537148,06-05-2020,Yaha to mile he nahe madem abhi tak is season mai but no worries will have after lockdown jaan hai to Jahan hai,Madhya Pradesh
537149,06-05-2020,#BJPFailsIndia No food  no shelter  no rehabilitation package for the poor people who have lost their livelihood in lockdown but had to pay Rs.76 lakhs cumulatively as travel expenses. @BJP4India sets a new example of inhumanity. #BJPFailsIndia,Madhya Pradesh
537150,06-05-2020,Let's escape with Inscape online! Lockdown may have confined us all at home but many people aren't either able to read or miss the company of reading buddies. Here's a chance to connect to bibliophiles and read too!â¦ https://www.instagram.com/p/B_1MPOEA-7g/?igshid=1l66klohmtaxv,Madhya Pradesh
537151,06-05-2020,Lockdown kholne k bad morning walk.. ,Madhya Pradesh
537152,06-05-2020,#OperationHaftaVasooli @CashbeanO @RBI @FinMinIndia Cashbean is firing wrong cibil on people cibil report on that people which are not able to pay loan in lockdown take strict action on this fraud company now they also giving auto loan 310000 how much they harassed ppl @ZeeNews,Madhya Pradesh
537153,06-05-2020,Cashbean is fired wrong cibil even when they not give auto loan how fraud this company is doing see @CashbeanO @operationHaftavasooli @RBI @ZeeNewsHindl @aajtak @bansalnews @tezznews1 please take strict actions on this fraud NBFC even they harassing people in lockdown ,Madhya Pradesh
537154,06-05-2020,@vikasbhaABP @aajtak good morning stay home exercise at home mayra chaturvedi #indore se #mp #lockdown2020 #Covid_19 ,Madhya Pradesh
537155,06-05-2020,That's the Gujrat model. Most of cases of COVID19 has spread during the Trump visit to Ahmedabad in January. WHO already raised the red flag in Jan but government was busy in impressing @realDonaldTrump,Madhya Pradesh
537156,06-05-2020,"ANS CHARMINAR COLORED STEEL SHEETS ""THE ALL PROOF ROOF"" #TogetherWeBuild #HIL #EmojiContest #CreativityInTheTimeOfCorona #Contest #StayHomeâ  â  #StaySafe #COVID19 @HILLimited JOIN @viennaytiwaarri @Nitish_nix @ShainaArora1 @piyushpuri12 @pick_choice @sapnarathore241 ",Madhya Pradesh
537157,06-05-2020,@chitraaum good morning stay home exercise time at mayra chaturvedi #indore se #COVID19 #lockdownextension,Madhya Pradesh
537158,06-05-2020,Good morning exercise time in home @AjTaknews @ABPNews #coronvirus #lockdown #covid19 @ANI @ndtvindia @ndtv @MPNewsGroup @NewsNationTV @indiatvnews @srivatsayb @BloombergTV #lockdownextension,Madhya Pradesh
537159,06-05-2020,The govt. has failed in economy  not just during corona  even before corona  they have destroyed the banking sector  destroyed the small scale businesses  destroyed the banks while they kept the banks unchecked. Lowest GDP and lowest production at the moment  even before COVID19,Madhya Pradesh
537160,06-05-2020,We always stand for humanity but never stand for humans. #Covid_19,Madhya Pradesh
537161,06-05-2020,quickreads: 10 things you should know during this COVID-19 pan... #covid-19 https://www.quickreads.in/2020/05/10-things-you-should-know-during-this.html,Madhya Pradesh
537162,06-05-2020,I was reading about spread of Covid19 and thank god there is no evidence that it spreads through Mosquitoe bits .... #Covid_19,Madhya Pradesh
537163,06-05-2020,2/2 @BillGates Does Giriland Produce Vaccination for COVID-19 has MES ? If not then how Mfg will ensure Quality of Each Product ? How can it is allowed to be Marketed without MES ?,Madhya Pradesh
537164,06-05-2020,2/2 @BillGates Does Giriland produces Vaccination for COVID-19 has MES ? If not then how Mfg will ensure Quality of Each Product ? How can it is allowed to be Marketed without MES ?,Madhya Pradesh
537165,06-05-2020,Tomorrow  PM Shri @narendramodi ji will deliver the keynote address at a Buddha Purnima programme via technology in honour of the victims and frontline warriors of COVID-19 at 9 am. ,Madhya Pradesh
537166,06-05-2020,#coronavirus #IndoreUpdate May 6 #Covid_19 18 tested positive out of 556 reports received on Wesnesday  538 negative. Two more deaths reported Total+ive 1699  death: 83 1174 more samples collected on Wednesday #coronaupdatesindia @fpjindia,Madhya Pradesh
537167,06-05-2020,COVID-19's Impact on B2B Software Budgets http://dlvr.it/RW7f3r,Madhya Pradesh
537168,06-05-2020,How did Kerala flatten the Covid-19 curve? ,Madhya Pradesh
537169,06-05-2020,@CMOMaharashtra don't know what's happening at maharashtra...daily more than 1000+ cases are coming of covid-19  hope the dream of someone's father has come true... Hope all you out of that dream now. Please start responding. Stop it Please do something O,Madhya Pradesh
537170,06-05-2020,If u do not know epidemiology &statistics plz do not comment on this   lockdown is very effective in fight #Covid_19  y alws govt sometimes people also have some duties...,Madhya Pradesh
537171,06-05-2020,@IndoreTalk why not run this question on your Handle and Engage with people for Generating Good Ideas  and Take their Minds off all the Negative Discussion around Covid-19 !!,Madhya Pradesh
537172,06-05-2020,Dear @ChouhanShivraj @CMMadhyaPradesh @drnarottammisra @narendramodi @drharshvardhan Please look into this matter in that much critical scenario a famous hospital of indore not discharged the patient with false reason of covid19 report. Please listen it. ,Madhya Pradesh
537173,06-05-2020,PM Modi discusses Covid-19 crisis with Portuguese PM https://timesofindia.indiatimes.com/india/pm-modi-discusses-covid-19-crisis-with-portuguese-pm/articleshow/75559333.cms via NaMo App,Madhya Pradesh
537174,06-05-2020,"Covid19 cases in India: 1 to 10 000 in 74 days 10 000 to 20 000 in 8 days 20 000 to 30 000 in 7 days 30 000 to 40 000 in 5 days 40 000 to 50 000 in 3 days But Health ministry says ""curve is flattening"" Our testing rate is still the LOWEST! @narendramodi",Madhya Pradesh
537175,06-05-2020,Positive #COVID19 cases in India crosses 50k mark 1 to 100 - 44 days 100 to 1000 -15 days 1000 to 10000 -17 days 10000 to 20000 -7 days 20000 to 30000 -7 days 30000 to 40000 -5 days 40000 to 50000 -3 days &amp; ministry of health claiming that curve has flattened ! ,Madhya Pradesh
537176,06-05-2020,This is the reality of #gokuldashospital in #Indore 1/3 @IndoreCollector @comindore @ChouhanShivraj @KailashOnline @iShankarLalwani @anandrai177 @DainikBhaskar @Nai_Dunia @justindore #COVID19 @TOIIndoreNews @indorenewstoday #facts #wednesdaymorning #CoronaUpdatesInIndia,Madhya Pradesh
537177,06-05-2020,This shows those people were not hungry. @narendramodi Sir  you are taking measures so these migrants can reach their hometown; providing them with food to eat. Please see what actually is happening in reality. @RailMinIndia @PiyushGoyalOffc #Covid_19 #MigrantLabourers,Madhya Pradesh
537178,06-05-2020,Smaller countries such as Vietnam and Mauritius have successfully freed themselves from Covid-19. Commendable and inspiring! #CoronaUpdates #Covid_19,Madhya Pradesh
537179,06-05-2020,My fear to #covid19 is directly proportional to watching news. No news past few days  I m feeling everything cool #lockdown3 #news #CoronavirusLiar #IndiaSalutesCoronaWarriors,Madhya Pradesh
537180,06-05-2020,@PROJSShajapur Sir shajapur me.... Condition or khrab Ho rhi h... Plz again close the district...plz lock down follow strictly.... Do not wait for spearding...covid 19,Madhya Pradesh
537181,06-05-2020,India and USA is going opposite in handling Covid-19 situation.... Good match going on,Madhya Pradesh
537182,06-05-2020,How did Kerala flatten the Covid-19 curve? ,Madhya Pradesh
537183,06-05-2020,Global Thermal Scanners Market Size  Share & Trends Analysis Report by Vertical  Impact of COVID-19 on Global Thermal Scanners Industry  and Forecast 2019-2025 For more details: https://bit.ly/2zfszoB #thermalscanners #scanners #size #share #trends #growth #analysis #industry,Madhya Pradesh
537184,06-05-2020,Resp.Sir  jai parsuram. I m an identical person for clinical trials. I request you 2 Pls help me in clinical trial for covid19 vaccine as a volunteer. BDTIWARI  Indore  cell- 9425350239 bdtiwari05@gmail.com,Madhya Pradesh
537185,06-05-2020,Congratulations @DevTom11 Brother you have done tremendous work for COVID-19 vaccine.,Madhya Pradesh
537186,06-05-2020,I #predict @countries that are conducting less survey &amp; screening less tests PER UNIT population &amp; also not strictly implementing social distancing will have to wait for longer time to eradicate @Covid19 completely &amp; so will #suffer a great loss.Exclude those with 00 case so far.,Madhya Pradesh
537187,06-05-2020,#CitrusLeafSoftware #News #Covid19 #workfromhome #workpeople #students #unemployement #entertainment For more information:,Madhya Pradesh
537188,06-05-2020,@socialepfo @LabourMinistry @nsitharamanoffc @narendramodi Sir/Madam..my EPF UAN is 100922889414..repeated rejection of my online claim for advance PF withdrawal under Covid-19 by RO Bandra despite my Bank A/c jointly with my spouse &amp; no need to submi,Madhya Pradesh
537189,06-05-2020,It is very simple to spend it. We have some more bank barowers ( Not industrialist) are in queue with the name of Covid-19 non performar. So our bank will need money. ,Madhya Pradesh
537190,06-05-2020,Register now! Upcoming #webinar  where we'll share insights &amp; innovative ideas on how enterprises can continue learning when your teams are #WFH. https://attendee.gotowebinar.com/register/4887015131751496460 @nageshpolu @saratpvsl @successfactors #LMS #DigitalLearning #VirtualReality #Covid19 #RechargeHR @SoltiusME,Madhya Pradesh
537191,06-05-2020,Don't miss the upcoming webinar on #EHS. REGISTER NOW. https://register.gotowebinar.com/register/9115927067643761678 #COVID19 @YASH_Tech,Madhya Pradesh
537192,06-05-2020,My friend has written this letter to honorable PM @narendramodi and @PMOIndia Please have a look to these suggestions and Retweet/share this. #CoronaSuggestions #lockdownextension #COVID19 @AmitShah @TajinderBagga @indiatvnews @aajtak @ZeeNews @Republic_Bharat @ndtv @WIONews,Madhya Pradesh
